Type,Block,ID,Replicate,Family,dam,sire,Height,MSL_W,SB,MSD,Area,P2A2,Circularity,Nindents.Peri,IndentWidthMean,IndentDepthMean
Table,T9,T9-11,K,T9-A11,AT9-34,AT9-12,494,0.885286783,18,6.49,620.19,0.090438786,40.41,0.166210927,4.81,1.19
Table,T1,T1-18,H,T1-A18,AT1-35,AT1-38,494,0.851533742,20,6.27,669.15,0.129305346,41.28,0.182860943,3.18,1.13
Table,T9,T9-17,G,T9-A17,AT9-37,AT9-09,494,0.845144357,21,5.81,817,0.045776095,48.15,0.200228833,4.33,0.79
Table,T1,T1-17,H,T1-A17,AT1-12,AT1-38,494,0.607361963,22,6.52,685.84,0.082615174,62.5,0.192766195,3.64,0.99
Table,T9,T9-15,H,T9-A15,AT9-27,AT9-26,494,0.782918149,22,7.13,1728.74,0.024583259,55.01,0.199225235,3.44,0.97
Table,T1,T1-01,G,T1-A01,AT1-10,AT1-26,494,1.001197605,22,6.75,780.75,0.080109118,50.68,0.140284189,6.03,1.24
Table,T1,T1-22,K,T1-A22,AT1-47,AT1-20,494,0.854978355,23,6.8,1838.42,0.026322654,66.21,0.154222684,4.29,1.23
Table,T1,T1-04,K,T1-A04,AT1-35,AT1-15,494,0.803850782,26,6.73,1136.55,0.06526293,42.48,0.158429482,4.32,1.22
Table,T9,T9-06,G,T9-A06,AT9-24,AT9-08,496,0.755080214,21,7.38,1221.87,0.040844434,44.07,0.161982668,4.94,1.25
Table,T9,T9-13,G,T9-A13,AT9-30,AT9-18,497,0.825822168,24,7.52,1045.97,0.027873997,52.78,0.131707038,7.26,1.04
Table,T1,T1-29,H,T1-A29,AT1-10,AT1-34,504,0.738868833,20,5.87,1819.76,0.021965124,68.02,0.163144234,6.79,1.33
Table,T9,T9-22,K,T9-A22,AT9-34,AT9-40,505,1.021333333,24,6.25,1810.12,0.019551026,49.09,0.150138285,5.94,0.94
Table,T1,T1-20,K,T1-A20,AT1-48,AT1-09,505,0.860759494,25,6.37,1055.74,0.072246865,42.6,0.186770976,3.4,1.15
Table,T1,T1-21,K,T1-A21,AT1-29,AT1-14,507,0.741818182,19,6.55,781.62,0.056221202,45.57,0.172664976,5.23,0.91
Table,T1,T1-26,Z,T1-A26,AT1-28,AT1-01A,510,0.868073879,21,6.4,1055.51,0.03721484,47.44,0.18171103,4.11,0.79
Table,T1,T1-21,L,T1-A21,AT1-29,AT1-14,510,0.772477064,23,6.32,1369.46,0.045791487,50.1,0.133083092,4.95,1.48
Table,T9,T9-16,H,T9-A16,AT9-14,AT9-36,510,0.958837772,28,6.76,2283.81,0.021421451,54.84,0.149584156,4.39,1.37
Table,T1,T1-08,F,T1-A08,AT1-29,AT1-11,511,0.849689441,17,6.98,1689.06,0.020181403,46.03,0.170868931,4.92,0.84
Table,T1,T1-12,K,T1-A12,AT1-35,AT1-06,512,0.824043716,22,6.77,1426.8,0.021929649,53.87,0.156183445,5.37,1.17
Table,T1,T1-30,F,T1-A30,AT1-15A,AT1-34,515,0.749367089,18,5.96,1073.46,0.064511817,38.06,0.135705116,5.35,1.54
Table,T1,T1-05,G,T1-A05,AT1-07,AT1-44,515,0.505349794,21,6.24,1967.52,0.01309035,70.76,0.208786815,4.62,0.63
Table,T9,T9-21,K,T9-A21,AT9-28,AT9-24A,515,0.962424242,26,7.87,843.86,0.06380135,53.75,0.192352803,3.51,1.14
Table,T1,T1-14,F,T1-A14,AT1-07,AT1-45,518,1.057503506,24,6.8,1724.95,0.03088807,49.48,0.184720939,3.93,1.15
Table,T1,T1-13,H,T1-A13,AT1-32,AT1-01,520,0.524076148,22,6.86,1714.83,0.026194434,58,0.151329538,4.28,1.44
Table,T9,T9-13,H,T9-A13,AT9-30,AT9-18,520,0.911627907,25,6.65,810.07,0.043256523,47.65,0.142450142,6.49,0.82
Table,T9,T9-02,K,T9-A02,AT9-35,AT9-15,521,1.259574468,23,7.78,1683.9,0.022998905,69.4,0.195794338,3.71,0.92
Table,T1,T1-17,F,T1-A17,AT1-12,AT1-38,521,0.80350438,24,6.27,2419.51,0.02563154,56.14,0.178128872,4.81,1.22
Table,T1,T1-19,H,T1-A19,AT1-37,AT1-18,521,0.73,26,6.83,1370.18,0.063167745,53.27,0.156808084,3.74,1.35
Table,T1,T1-16,G,T1-A16,AT1-17,AT1-44,522,0.835820896,28,5.92,1713.64,0.037664045,49.66,0.183420032,3.46,0.99
Table,T9,T9-01,G,T9-A01,AT9-25,AT9-01,524,0.744949495,21,6.58,1964.15,0.023308629,57.13,0.160069363,4.45,1.41
Table,T9,T9-14,F,T9-A14,AT9-31,AT9-03,524,0.986666667,21,7.17,1775.81,0.020652296,65.8,0.180250784,3.73,1.13
Table,T9,T9-05,H,T9-A05,AT9-22,AT9-03,524,1.030750308,21,6.52,1228.32,0.043797161,63.04,0.186726834,3.18,1.57
Table,T9,T9-17,H,T9-A17,AT9-37,AT9-09,524,0.763779528,25,6.38,1275.87,0.03367451,45.75,0.132405074,6.08,1.25
Table,T9,T9-13,F,T9-A13,AT9-30,AT9-18,524,1.091156463,25,6.35,1009.48,0.054882025,44.73,0.160683327,4.3,1.2
Table,T1,T1-19,K,T1-A19,AT1-37,AT1-18,525,0.662921348,20,6.49,1842.12,0.023533024,52.31,0.141547825,5.24,1.15
Table,T1,T1-14,G,T1-A14,AT1-07,AT1-45,525,0.749726776,23,6.23,666.68,0.078626623,48.18,0.197924468,4.98,0.9
Table,T1,T1-05,K,T1-A05,AT1-07,AT1-44,528,0.808153477,22,5.57,612.34,0.11149976,32.46,0.176064948,4.63,0.91
Table,T9,T9-03,F,T9-A03,AT9-33,AT9-23,530,0.95863747,25,6.83,1310.83,0.028486202,53.13,0.18531911,4.5,1.13
Table,T9,T9-08,H,T9-A08,AT9-25,AT9-38,532,0.709236032,20,6.4,1022.03,0.05251951,58.84,0.179318589,4.02,1.2
Table,T1,T1-06,K,T1-A06,AT1-27,AT1-11,532,0.904977376,24,7.39,1351.16,0.02468803,55.1,0.178991992,4.52,1.01
Table,T9,T9-24,G,T9-A24,AT9-22,AT9-24A,534,0.858823529,18,6.38,1048.23,0.046916958,73.38,0.19819423,3.42,1.34
Table,T9,T9-07,F,T9-A07,AT9-39,AT9-01,534,0.874715262,21,6.56,1378.86,0.022609135,47.88,0.178459461,5.29,0.75
Table,T9,T9-10,G,T9-A10,AT9-35,AT9-06,534,0.935528121,21,8.16,801.25,0.121734585,36.94,0.168121334,4.39,1.27
Table,T9,T9-10,F,T9-A10,AT9-35,AT9-06,534,1.090909091,22,8.03,1208.33,0.035413725,59.67,0.202295615,3.98,0.99
Table,T1,T1-29,G,T1-A29,AT1-10,AT1-34,534,0.837744534,24,5.9,1112.58,0.040633092,57.29,0.164979712,4.22,0.96
Table,T9,T9-16,F,T9-A16,AT9-14,AT9-36,534,0.76,25,6.36,1493.95,0.023964395,56,0.168634064,4.6,1
Table,T1,T1-28,K,T1-A28,AT1-04,AT1-02,534,0.850299401,27,7.36,1412.08,0.037213079,50.42,0.157856094,4.76,1.31
Table,T1,T1-26,G,T1-A26,AT1-28,AT1-01A,535,0.81589404,22,7.13,1747.57,0.020737635,55.77,0.210601605,3.94,0.8
Table,T1,T1-21,F,T1-A21,AT1-29,AT1-14,536,0.939877301,21,6.34,1215.15,0.036432714,45.88,0.181081314,4.47,1.05
Table,T9,T9-20,H,T9-A20,AT9-31,AT9-26,541,1.039800995,21,6.78,1236.76,0.033929285,59.77,0.201922655,3.95,1.01
Table,T1,T1-13,G,T1-A13,AT1-32,AT1-01,541,0.736040609,22,7.09,1063.16,0.029131615,57.24,0.209412543,4.11,0.93
Table,T9,T9-07,K,T9-A07,AT9-39,AT9-01,543,0.808926081,21,6.7,1214.83,0.029961594,49.84,0.199733688,4.31,0.94
Table,T1,T1-08,H,T1-A08,AT1-29,AT1-11,543,1.022485207,23,7.78,1921.21,0.017621094,66.15,0.215660903,4.05,0.91
Table,T1,T1-08,G,T1-A08,AT1-29,AT1-11,543,1.129074316,24,6.34,1771.11,0.025139984,59.17,0.156683997,5.25,1.28
Table,T1,T1-15,K,T1-A15,AT1-37,AT1-15,543,0.900328587,25,5.91,2147.63,0.020293343,48.71,0.156893509,4.68,0.88
Table,T1,T1-26,F,T1-A26,AT1-28,AT1-01A,544,0.874418605,18,6.78,1078.51,0.039991841,60.77,0.180823442,4.29,1.07
Table,T9,T9-08,K,T9-A08,AT9-25,AT9-38,544,1.090909091,22,6.27,842.89,0.067272563,46.58,0.17839173,4.79,1.09
Table,T9,T9-04,G,T9-A04,AT9-17,AT9-38,545,0.842458101,22,6.54,1253.1,0.029276463,50.04,0.167902616,5.64,1.1
Table,T1,T1-03,H,T1-A03,AT1-17,AT1-45,545,0.572847682,23,7.36,1359.23,0.058537774,35.32,0.145958767,5.09,1.28
Table,T1,T1-12,G,T1-A12,AT1-35,AT1-06,546,1.029299363,26,6.68,1122.74,0.041659997,53.91,0.161459242,4.95,1.19
Table,T1,T1-03,G,T1-A03,AT1-17,AT1-45,547,0.698850575,20,7.24,979.99,0.077979304,38.73,0.149820946,4.64,1.23
Table,T1,T1-02,G,T1-A02,AT1-33,AT1-19,548,0.879907621,21,7.39,1140.67,0.032554641,46.65,0.194354016,4.35,0.82
Table,T9,T9-23,G,T9-A23,AT9-08A,AT9-06,548,1.049088359,27,7.58,1440.39,0.028024785,52.09,0.186621325,4.49,0.98
Table,T9,T9-10,H,T9-A10,AT9-35,AT9-06,550,0.931677019,22,8.8,2370.05,0.013587903,60.71,0.152025193,4.97,1.23
Table,T1,T1-20,H,T1-A20,AT1-48,AT1-09,551,0.851900393,24,6.64,1198.57,0.069461627,71.41,0.174111241,3.29,1.11
Table,T9,T9-12,H,T9-A12,AT9-28,AT9-15,551,0.884848485,26,5.71,2133.15,0.022827107,54.32,0.161345372,4.33,1.22
Table,T1,T1-20,G,T1-A20,AT1-48,AT1-09,552,0.975609756,23,8.09,3122.9,0.023772586,62.63,0.147455867,4.25,1.33
Table,T9,T9-17,F,T9-A17,AT9-37,AT9-09,553,0.909647779,23,6.63,1507.29,0.030826012,47.59,0.188935913,4.12,1.02
Table,T1,T1-14,K,T1-A14,AT1-07,AT1-45,553,1.106842737,26,6.64,1487.9,0.048901649,70.17,0.203628848,3.24,1.15
Table,T1,T1-04,G,T1-A04,AT1-35,AT1-15,554,1.037593985,24,6.16,1920.76,0.029616117,44.97,0.16336409,4.66,1.27
Table,T9,T9-09,F,T9-A09,AT9-29,AT9-16,555,0.813407821,21,6.74,1149.4,0.045780511,44.82,0.134184524,5,1.38
Table,T9,T9-12,G,T9-A12,AT9-28,AT9-15,555,0.813516896,24,6.39,2229.31,0.021828664,57.94,0.139660564,4.33,1.17
Table,T1,T1-30,G,T1-A30,AT1-15A,AT1-34,555,0.957225434,25,5.85,1556.05,0.048595023,51.35,0.139933532,5.35,1.28
Table,T1,T1-27,G,T1-A27,AT1-24A,AT1-03,557,1.167822469,26,7.48,1513.17,0.032949362,63.43,0.178395893,3.94,1.12
Table,T9,T9-17,K,T9-A17,AT9-37,AT9-09,557,0.980392157,27,7.88,1693.68,0.026544014,47.67,0.181198811,4.38,0.91
Table,T9,T9-01,K,T9-A01,AT9-25,AT9-01,564,0.834437086,19,7.45,854.5,0.058440021,45.14,0.16943409,4.31,1.22
Table,T1,T1-21,H,T1-A21,AT1-29,AT1-14,564,0.874734607,20,6.84,465.2,0.111488808,53.44,0.206013005,4.05,0.88
Table,T9,T9-26,H,T9-A26,AT9-21,AT9-16,564,0.998843931,25,6.63,1858.2,0.025372845,55.1,0.182438596,4.12,1.26
Table,T9,T9-27,G,T9-A27,AT9-08A,AT9-20,564,1.177777778,25,6.8,1489.69,0.030069365,63.49,0.185816042,3.88,1.19
Table,T1,T1-10,H,T1-A10,AT1-41,AT1-14,565,0.753424658,20,6.55,2156.06,0.021031901,49.12,0.147115262,5.45,1.26
Table,T1,T1-16,F,T1-A16,AT1-17,AT1-44,565,0.738598443,24,6.56,940.84,0.071786906,44.01,0.182481752,3.9,1.11
Table,T9,T9-06,F,T9-A06,AT9-24,AT9-08,566,0.97954272,26,6.43,1017.83,0.050504926,60.2,0.170499257,4.47,1.06
Table,T1,T1-18,K,T1-A18,AT1-35,AT1-38,568,0.840449438,21,6.65,1487.62,0.068539622,52.38,0.13865352,4.05,1.58
Table,T1,T1-03,K,T1-A03,AT1-17,AT1-45,570,1.03202847,24,6.78,1286.27,0.038100034,46.99,0.135420401,4.5,0.96
Table,T9,T9-09,G,T9-A09,AT9-29,AT9-16,570,1.003690037,26,7.09,1082.02,0.045648861,58.76,0.177350982,3.78,1.2
Table,T1,T1-12,F,T1-A12,AT1-35,AT1-06,573,0.902857143,20,6.87,2814.73,0.015027633,58.4,0.199971019,4.78,0.93
Table,T9,T9-08,F,T9-A08,AT9-25,AT9-38,573,1.035040431,20,6.59,750.2,0.0619215,41.75,0.176773088,4.63,1.03
Table,T9,T9-23,K,T9-A23,AT9-08A,AT9-06,573,1.27518797,24,7.16,1653.37,0.027411728,57.09,0.17169577,4,1.1
Table,T1,T1-01,K,T1-A01,AT1-10,AT1-26,574,1.06097561,23,6.86,2252.42,0.017974533,53.4,0.162262401,5.05,1.26
Table,T1,T1-15,H,T1-A15,AT1-37,AT1-15,574,0.548780488,24,6.24,1193.96,0.046780781,55.58,0.151022305,4.45,0.92
Table,T1,T1-23,G,T1-A23,AT1-46,AT1-12A,575,0.971962617,20,6.33,1266.47,0.028594789,48.74,0.191445648,4.33,1.06
Table,T9,T9-20,G,T9-A20,AT9-31,AT9-26,575,0.834782609,22,8.09,1473.51,0.028413653,50.32,0.173121829,4.58,1.19
Table,T1,T1-01,F,T1-A01,AT1-10,AT1-26,575,1.138923655,24,7.61,2229.3,0.020509354,48.36,0.109628516,6.56,1.36
Table,T1,T1-09,F,T1-A09,AT1-24,AT1-13,577,0.610045662,19,6.12,939.49,0.049375357,37.51,0.182027208,5.11,0.85
Table,T9,T9-05,F,T9-A05,AT9-22,AT9-03,577,1.024,22,6.33,1321.63,0.042244256,61.63,0.180385805,3.53,1.57
Table,T9,T9-04,F,T9-A04,AT9-17,AT9-38,580,0.991812865,24,7.09,865.73,0.050137962,46.45,0.170234718,4.63,1.13
Table,T1,T1-18,G,T1-A18,AT1-35,AT1-38,580,0.928652322,25,5.81,1941.44,0.037740123,49.32,0.137872521,4.62,1.48
Table,T9,T9-27,G,T9-A27,AT9-08A,AT9-20,583,1.007481297,25,7.74,1646.03,0.01745032,67.02,0.206953642,4.91,0.96
Table,T9,T9-13,K,T9-A13,AT9-30,AT9-18,584,1.020134228,25,5.78,841.65,0.044984412,46.6,0.13444625,6.59,0.92
Table,T1,T1-10,F,T1-A10,AT1-41,AT1-14,585,0.682432432,20,6.3,1464.95,0.032591716,43.44,0.158808182,5.6,1.22
Table,T9,T9-25,G,T9-A25,AT9-21,AT9-36,586,0.65089877,22,5.88,1091.92,0.043172857,45.9,0.141043724,5.3,1.46
Table,T9,T9-07,H,T9-A07,AT9-39,AT9-01,587,0.83028083,23,7.05,1651.11,0.023968323,53.47,0.191690791,4.33,1.07
Table,T9,T9-16,G,T9-A16,AT9-14,AT9-36,587,0.805970149,25,6.03,1048.23,0.040242297,50.5,0.171200304,4.51,1.14
Table,T1,T1-08,K,T1-A08,AT1-29,AT1-11,594,1.049350649,20,6.11,2356.54,0.020119593,49.91,0.164542572,4.64,1.32
Table,T9,T9-20,K,T9-A20,AT9-31,AT9-26,594,1.127877238,23,6.59,1093.23,0.043457583,40.98,0.175515577,4.71,0.97
Table,T1,T1-25,G,T1-A25,AT1-16A,AT1-25,595,0.667355372,24,8.4,910.36,0.043582227,51.48,0.210470929,5.54,0.44
Table,T9,T9-27,H,T9-A27,AT9-08A,AT9-20,595,1.188976378,27,7.53,1795.98,0.032286566,52.71,0.136345326,4.82,1.71
Table,T1,T1-14,H,T1-A14,AT1-07,AT1-45,597,0.790560472,21,6.03,1651.66,0.019307413,55.63,0.204793028,4.23,1.04
Table,T1,T1-11,F,T1-A11,AT1-16,AT1-26,600,0.807692308,21,6.59,1924.19,0.019037084,52.7,0.135598328,5.74,1.09
Table,T9,T9-12,F,T9-A12,AT9-28,AT9-15,602,0.975501114,28,6.83,1451.71,0.043293899,54.34,0.152287625,4.23,1.36
Table,T9,T9-05,G,T9-A05,AT9-22,AT9-03,603,0.815489749,21,6.8,1643.71,0.021776495,54.02,0.144294195,5.6,1.46
Table,T1,T1-04,H,T1-A04,AT1-35,AT1-15,604,0.618867925,24,6.12,1860.56,0.048947068,42.58,0.136044506,4.46,1.43
Table,T1,T1-01,H,T1-A01,AT1-10,AT1-26,607,0.927038627,23,7.61,2018.16,0.018318555,54.6,0.128134725,6.37,1.22
Table,T1,T1-17,G,T1-A17,AT1-12,AT1-38,608,0.655238095,20,6.68,2323.58,0.022343146,64.27,0.155476218,4.22,1.32
Table,T9,T9-15,G,T9-A15,AT9-27,AT9-26,609,0.896918172,26,7.8,1311.39,0.03495191,48.66,0.179467308,4.13,1.1
Table,T9,T9-26,F,T9-A26,AT9-21,AT9-16,609,0.990825688,26,7.6,812.69,0.051299862,45.07,0.16841419,5.04,1.13
Table,T1,T1-22,G,T1-A22,AT1-47,AT1-20,610,1.090512541,22,6.98,1448.76,0.054555953,49.69,0.209817075,3.09,0.92
Table,T1,T1-16,K,T1-A16,AT1-17,AT1-44,612,0.874859076,22,7.34,1502.2,0.031731035,55.03,0.130797115,5.61,1.16
Table,T9,T9-24,F,T9-A24,AT9-22,AT9-24A,614,0.949090909,24,7.03,926.33,0.044209201,49.44,0.184833393,4.26,1.17
Table,T9,T9-04,K,T9-A04,AT9-17,AT9-38,615,0.963350785,25,7.28,1320.42,0.039482456,69.4,0.163890689,4.35,1.38
Table,T9,T9-27,K,T9-A27,AT9-08A,AT9-20,615,0.96969697,25,7.18,2379.64,0.01493058,69.04,0.151322351,5.29,1.2
Table,T9,T9-19,H,T9-A19,AT9-39,AT9-07,615,1.017241379,26,5.84,922.52,0.053214806,42.26,0.145669846,4.94,1.35
Table,T9,T9-19,F,T9-A19,AT9-39,AT9-07,618,0.87394958,24,7.2,1707.57,0.020333176,54.41,0.164277794,5.23,1.15
Table,T9,T9-09,H,T9-A09,AT9-29,AT9-16,621,0.919402985,24,6.75,1689.25,0.021972567,56.51,0.107827476,5.94,1.5
Table,T9,T9-12,K,T9-A12,AT9-28,AT9-15,624,1.048611111,22,7.17,2047.8,0.024588531,48,0.137024696,5.12,1.43
Table,T9,T9-08,G,T9-A08,AT9-25,AT9-38,625,1.082014388,20,6.55,1059.91,0.033740329,41.82,0.113000154,8.23,0.86
Table,T9,T9-05,K,T9-A05,AT9-22,AT9-03,625,0.788135593,22,6.63,1415.44,0.025313596,65.9,0.137655417,5.37,1.5
Table,T9,T9-21,H,T9-A21,AT9-28,AT9-24A,625,1.50656168,29,7.47,1263.84,0.042380261,45.26,0.165270198,4.42,1.23
Table,T9,T9-24,H,T9-A24,AT9-22,AT9-24A,630,1.116384181,21,6.28,1265.07,0.037017922,58.52,0.14379622,5.41,1.55
Table,T1,T1-11,K,T1-A11,AT1-16,AT1-26,633,0.929842932,23,6.27,1289.52,0.033681665,43.37,0.143666019,5.92,1.3
Table,T9,T9-06,H,T9-A06,AT9-24,AT9-08,634,1.189591078,24,6.93,1575.49,0.034536727,64.34,0.146862939,4.91,1.36
Table,T9,T9-01,F,T9-A01,AT9-25,AT9-01,635,0.928654971,18,7.15,1213.92,0.042406301,47.13,0.196015681,3.85,1.22
Table,T1,T1-28,F,T1-A28,AT1-04,AT1-02,635,0.939809926,22,6.62,1008.75,0.051418232,44.84,0.183614584,4.07,1.06
Table,T9,T9-03,G,T9-A03,AT9-33,AT9-23,637,1.111111111,25,8.03,1082.24,0.046264105,51.79,0.158948363,3.98,1.11
Table,T9,T9-18,H,T9-A18,AT9-17,AT9-18,639,1.416422287,26,7.02,711.81,0.067789633,64.29,0.172664976,4.26,0.87
Table,T1,T1-06,F,T1-A06,AT1-27,AT1-11,644,0.994413408,23,7.33,1839.42,0.02705764,59.97,0.152030935,4.72,1.51
Table,T9,T9-19,G,T9-A19,AT9-39,AT9-07,644,0.934090909,24,8.61,2144.32,0.02170164,53.26,0.202602172,3.75,1.14
Table,T9,T9-24,K,T9-A24,AT9-22,AT9-24A,645,0.923076923,23,7.45,725.2,0.099635462,56.3,0.174741165,3.67,1.5
Table,T1,T1-25,F,T1-A25,AT1-16A,AT1-25,645,0.79321315,24,7.45,1175.37,0.052487875,47,0.178253119,4.01,1.01
Table,T9,T9-18,G,T9-A18,AT9-17,AT9-18,645,0.974416018,24,6.56,2380.6,0.014412907,51.42,0.143456963,6.23,1.24
Table,T9,T9-04,H,T9-A04,AT9-17,AT9-38,645,1.019384265,26,7.73,1362.5,0.05306387,55.39,0.140189894,3.96,1.47
Table,T9,T9-09,K,T9-A09,AT9-29,AT9-16,647,1.043062201,22,7.75,1809.19,0.020506872,54.62,0.154392466,4.82,1.32
Table,T1,T1-07,H,T1-A07,AT1-48,AT1-20,647,1.130864198,22,7.16,2494.01,0.012793194,58.12,0.180793364,4.46,1.18
Table,T9,T9-11,H,T9-A11,AT9-34,AT9-12,648,0.982222222,20,7.29,1250.63,0.044351458,49.94,0.102513479,7.09,1.64
Table,T1,T1-23,F,T1-A23,AT1-46,AT1-12A,652,1.412429379,23,6.53,1867.5,0.034521342,50.46,0.167156608,4.41,1.13
Table,T1,T1-22,F,T1-A22,AT1-47,AT1-20,653,1.117808219,21,6.83,1690.34,0.03117209,51.57,0.180940893,3.75,1.31
Table,T9,T9-11,G,T9-A11,AT9-34,AT9-12,653,1.362758621,23,8.67,1905.93,0.028311113,50.68,0.124731049,5.8,1.62
Table,T1,T1-25,K,T1-A25,AT1-16A,AT1-25,655,0.941798942,25,8.66,662.75,0.060362799,42.94,0.214948105,4.23,0.59
Table,T9,T9-21,G,T9-A21,AT9-28,AT9-24A,655,1.317365269,27,8.13,1828.32,0.026180625,56.37,0.182537268,4.1,1.2
Table,T1,T1-27,K,T1-A27,AT1-24A,AT1-03,664,1.236093943,23,8.04,1567.28,0.030769433,49.61,0.185508512,4.22,1.12
Table,T9,T9-18,K,T9-A18,AT9-17,AT9-18,664,1.089639115,29,7.78,1373.79,0.027742606,58.02,0.170439647,4.64,1.08
Table,T1,T1-10,K,T1-A10,AT1-41,AT1-14,665,0.912820513,22,6.24,1915.11,0.024601103,54.52,0.199746987,3.55,1.13
Table,T1,T1-07,K,T1-A07,AT1-48,AT1-20,667,1.080519481,20,7.04,2507.16,0.017909057,59.31,0.131139723,5.17,1.45
Table,T9,T9-14,K,T9-A14,AT9-31,AT9-03,667,0.894800484,21,6.85,1672.12,0.025127744,60.3,0.154681959,4.31,1.54
Table,T9,T9-14,G,T9-A14,AT9-31,AT9-03,672,1.153216374,21,7.2,2171.29,0.017612935,50.14,0.1214603,6.41,1.65
Table,T9,T9-14,H,T9-A14,AT9-31,AT9-03,673,1.304878049,23,7.2,2432.85,0.015631552,67.8,0.15780649,5.31,1.4
Table,T1,T1-17,K,T1-A17,AT1-12,AT1-38,675,1.410187668,23,7.36,2270.22,0.014522213,63.91,0.149864756,6.53,1.29
Table,T9,T9-15,F,T9-A15,AT9-27,AT9-26,675,1.170786517,25,6.7,1967.06,0.02464606,54.07,0.142482433,4.56,1.17
Table,T1,T1-27,F,T1-A27,AT1-24A,AT1-03,682,1.192682927,23,8.28,1094.72,0.037372174,62.35,0.146482068,4.8,1.26
Table,T9,T9-03,H,T9-A03,AT9-33,AT9-23,684,1.171270718,24,6.8,1106.85,0.038415079,54.93,0.184382779,4.54,1
Table,T1,T1-07,F,T1-A07,AT1-48,AT1-20,685,1.119526627,24,7.2,2149.72,0.028885388,54.16,0.15601051,3.92,1.4
Table,T1,T1-16,H,T1-A16,AT1-17,AT1-44,693,0.969760167,27,6.46,2301.91,0.01784952,50.77,0.191844963,4.12,0.84
Table,T9,T9-02,F,T9-A02,AT9-35,AT9-15,694,1.213414634,24,6.49,1219.61,0.036827763,51.19,0.166631062,4.13,1.09
Table,T9,T9-23,H,T9-A23,AT9-08A,AT9-06,697,1.06372549,25,6.33,2402.16,0.01701701,55.42,0.169134542,4.25,1.22
Table,T1,T1-27,H,T1-A27,AT1-24A,AT1-03,700,1.285,25,6.73,1830.87,0.019829793,48.22,0.155147002,6.37,1.07
Table,T9,T9-07,G,T9-A07,AT9-39,AT9-01,704,0.888387824,23,7.45,1005.45,0.036655615,47.81,0.145454545,5.71,1.27
Table,T9,T9-26,G,T9-A26,AT9-21,AT9-16,707,1.107142857,25,7.24,1365.64,0.034029286,63.58,0.154811051,4.47,1.25
Table,T9,T9-23,F,T9-A23,AT9-08A,AT9-06,710,1.392097264,26,7.4,1674.32,0.017049155,58.71,0.201262465,4.07,0.93
Table,T9,T9-03,K,T9-A03,AT9-33,AT9-23,711,1.135080645,27,8.4,1144.17,0.030683225,45.35,0.164654226,5.19,0.97
Table,T1,T1-28,H,T1-A28,AT1-04,AT1-02,715,1.053278689,27,7.54,1077.36,0.034083789,58.1,0.135746606,6.29,1.3
Table,T1,T1-28,G,T1-A28,AT1-04,AT1-02,724,1.127232143,25,6.63,1549.52,0.027701821,49.58,0.158976347,5.21,1.17
Table,T9,T9-26,K,T9-A26,AT9-21,AT9-16,725,0.963934426,24,7.06,2547.42,0.01863409,58.17,0.138034163,4.75,1.4
Table,T9,T9-02,H,T9-A02,AT9-35,AT9-15,728,1.526627219,25,6.37,1482.03,0.03470714,64.35,0.195581311,4.75,1.29
Table,T9,T9-01,H,T9-A01,AT9-25,AT9-01,729,1.265,22,6.58,1766.7,0.022638606,56.15,0.176811376,4.59,1.17
Table,T9,T9-19,K,T9-A19,AT9-39,AT9-07,732,0.992992993,27,7.23,2380.98,0.024801706,47.34,0.144011521,4.77,1.36
Table,T1,T1-11,G,T1-A11,AT1-16,AT1-26,769,1.25958379,26,7.35,1803.5,0.017926441,49.95,0.149086843,5.56,1.05
Table,T9,T9-21,F,T9-A21,AT9-28,AT9-24A,864,0.584269663,27,9.54,1902.81,0.026466641,50.06,0.145367619,4.89,1.44
Wood,W2,W2-20,H,W2-A20,AW2-41,AW2-01,164,0.238341969,17,5.19,501.61,2.019083438,12.46,0.033671923,15.36,4.51
Wood,W2,W2-16,G,W2-A16,AW2-62,AW2-17,168,0.181229773,18,4.48,246.64,4.706985696,9.33,0.054195477,8.26,3.05
Wood,W2,W2-27,G,W2-A27,AW2-41,AW2-30,175,0.134117647,17,3.81,293.94,3.069231258,12.13,0.058256952,10.53,1.78
Wood,W2,W2-19,H,W2-A19,AW2-34,AW2-51,185,0.180574555,19,5,208.63,4.487785247,11.8,0.058827522,9.4,2.35
Wood,W2,W2-09,F,W2-A09,AW2-35,AW2-16,193,0.192207792,16,4.84,367.06,3.456442785,11.14,0.061545676,8.91,1.92
Wood,W2,W2-05,G,W2-A05,AW2-24,AW2-57,205,0.278518519,19,5.25,245.9,4.476519811,16.73,0.069194841,7,1.66
Wood,W2,W2-02,H,W2-A02,AW2-32,AW2-51,217,0.167832168,19,3.97,305.35,4.724554614,9.95,0.058760603,9.94,1.79
Wood,W2,W2-35,H,W2-A35,AW2-43,AW2-13,222,0.256,16,5.67,547.83,5.49644543,18.18,0.052944657,7.97,1.73
Wood,W4,W4-12,G,W4-A12,AW4-44,AW4-04,224,0.348868176,16,5.39,369.78,4.856601371,13.65,0.084671927,6.16,1.71
Wood,W4,W4-12,F,W4-A12,AW4-44,AW4-04,227,0.271698113,17,5.2,408.26,5.939092922,29.58,0.048244115,6.72,2.58
Wood,W2,W2-19,G,W2-A19,AW2-34,AW2-51,228,0.17630854,16,4.94,599.6,2.516636174,9.76,0.059924306,11.89,1.83
