Ecotype,Population,VegHeight,MSL_W,SB,MSD,Area,P2A2,Circularity,Nindents.Peri,IndentWidth,IndentDepth
Tableland,T9,584,0.826427772,25,6.52,860.4564701,0.070511587,42.84274229,0.16193569,4.272749057,1.096010691
Tableland,T9,505,1.112021858,26,6.97,1556.869668,0.029728543,53.31213123,0.178814268,3.868036389,1.156170192
Tableland,T9,713,0.951284322,26,8.57,1631.290789,0.041373982,45.97490688,0.132604307,4.660570054,1.594759094
Tableland,T9,695,0.392354125,22,8.43,2076.276099,0.026601671,58.44268762,0.165366854,4.704788776,1.110618857
Tableland,T9,725,1.117913832,29,6.35,1338.52178,0.045294115,40.15293653,0.154456556,4.262142002,0.895872626
Tableland,T9,917,0.624889673,25,9.97,2319.194251,0.022887472,45.3430175,0.151056643,4.514653554,1.068831652
Tableland,T9,482,1.136288998,25,6.55,889.7646254,0.108909379,43.8032809,0.160062679,3.85501509,1.451865855
Woodland,W1,334,0.182912154,19,3.14,222.1978688,3.688037577,12.74580093,0.049213215,12.848126,2.059202506
Woodland,W1,321,0.339393939,19,4.41,169.7330033,7.477506895,8.28460688,0.034472698,13.86220033,2.767242957
Woodland,W1,236,0.259574468,17,4.06,194.6655348,6.901957341,7.447200048,0.066481945,8.661945947,1.264630724
Woodland,W1,255,0.157740993,22,4.05,276.8150298,5.826492752,10.12615205,0.053877722,10.00620795,2.267816239
Woodland,W1,265,0.144690782,18,4.25,305.1784482,4.083359813,10.53747962,0.035674673,8.118849622,2.439729701
Woodland,W1,197,0.114666667,17,4.24,219.2286955,5.418670668,9.04851745,0.064665131,8.485305864,2.339391561
Woodland,W1,325,0.368544601,20,4.58,134.252093,11.44546648,7.632598218,0.055043012,8.49761507,3.153167658
Woodland,W1,303,0.552803129,21,4.11,163.8088633,17.32104693,6.171775302,0.045471285,11.46120178,1.779511432
Woodland,W1,313,0.360655738,17,3.72,181.6452128,10.15481277,11.31189491,0.057010391,8.492393102,1.971366003
Woodland,W1,262,0.211829436,15,5.22,175.6429367,6.242708218,9.456488988,0.04785222,12.7023447,1.785339759
Woodland,W1,275,0.220072551,21,3.55,302.5928523,3.007185117,20.09733256,0.045737508,9.872683579,1.459174244
Woodland,W1,163,0.147465438,21,3.81,358.2186799,3.69945991,9.253565086,0.040638778,11.58271822,4.143572084
Woodland,W1,277,0.181556196,16,4.87,262.928107,4.882045116,12.26039588,0.053360979,7.739271652,3.197641486
Woodland,W1,293,0.402898551,18,3.39,178.214326,4.037825051,17.19645509,0.058641211,8.548796987,1.459322154
Woodland,W1,242,0.395437262,18,4.21,203.6227776,9.117108825,9.99842203,0.039035192,11.15272025,2.495274427
Woodland,W2,215,0.26691042,15,3.91,95.41843202,25.26805891,5.790072964,0.05420697,7.851321974,1.809311647
Woodland,W2,242,0.221453287,18,5.42,194.8644268,8.151050759,5.596664065,0.046734111,10.34994193,3.465001318
Woodland,W2,209,0.309597523,19,4.15,301.0514394,6.070743546,7.892799045,0.056622317,8.217518533,2.084112648
Woodland,W2,257,0.182730924,22,5.46,446.8179579,3.803251917,9.210512498,0.060822981,11.10267384,2.577473092
Woodland,W2,271,0.297345133,20,4.56,132.7888162,16.73851265,6.064153785,0.051539251,6.56160179,1.156179206
Woodland,W2,291,0.261111111,15,4.66,355.3276427,2.36530573,8.059715982,0.040257801,11.0301599,4.780534584
Woodland,W2,255,0.234930448,23,3.81,384.6642112,3.208272287,10.05708142,0.050798472,12.710019,1.88643777
Woodland,W2,371,0.286445013,16,4.13,208.6163872,14.25653466,5.692371551,0.052050925,8.866471197,1.954590352
Woodland,W2,289,0.283410138,18,4.58,466.5508846,3.588919875,9.880393022,0.070147273,8.849559043,1.884568639
Woodland,W2,248,0.243281471,21,4.74,151.1934285,13.93650991,5.330951279,0.047835887,9.043045079,1.926736069
Woodland,W2,272,0.200980392,14,3.54,328.6690128,7.28565281,7.454905139,0.064251291,8.999689096,2.440491325
Woodland,W2,345,0.308333333,19,4.34,480.6366995,7.0332935,7.748944553,0.06746867,9.12465117,1.939028181
Woodland,W2,312,0.379362671,19,4.49,317.594991,4.637554438,9.804254119,0.05556041,9.924276188,1.896397564
Woodland,W2,242,0.294762485,17,4.33,298.5297731,8.861245191,7.302286436,0.064141606,9.497459205,1.828059781
Woodland,W2,262,0.247162673,18,4.17,320.9974647,4.03756459,6.902571356,0.041860308,12.51282129,6.06400864
Woodland,W3,295,0.292046936,21,3.46,227.404577,15.33203707,5.151790031,0.043799129,10.87002269,2.055667951
Woodland,W3,237,0.288888889,22,3.15,247.6844566,13.58811583,5.285482906,0.053668284,11.22923909,2.23153512
Woodland,W3,315,0.195050946,18,3.42,240.2118005,7.391999106,13.15991665,0.091870474,6.413883072,1.656091221
Woodland,W3,187,0.193343899,18,3.8,298.3806041,4.449658709,8.121652404,0.047663652,11.42367714,4.5571344
Woodland,W3,226,0.150627615,20,3.77,251.8611884,12.10001063,10.08695006,0.068485263,6.13801229,1.798405372
Woodland,W3,195,0.187586207,21,3.31,120.137865,7.566466718,9.424861443,0.039338417,13.62193573,3.875360115
Woodland,W3,226,0.154054054,19,3.28,85.20390769,24.72623572,5.457566382,0.035404034,13.40876064,3.491460094
Woodland,W3,232,0.259629101,22,3.02,148.5012834,22.63590065,5.929682763,0.052368801,9.895845727,1.470740504
Woodland,W3,273,0.302777778,18,4.96,406.1090296,4.268315346,9.606295741,0.048866694,10.71710998,1.79906334
Woodland,W3,251,0.217331499,18,4.43,305.696988,6.471396098,9.965973012,0.046292683,12.71031192,0.997781056
Woodland,W3,265,0.255952381,19,3.46,160.1719812,7.483862519,9.155063295,0.047925853,8.542417561,0.617264268
Woodland,W3,239,0.376470588,18,3.45,129.6420608,12.90592599,5.892200224,0.045089849,10.08373225,3.068783189
Woodland,W3,227,0.317991632,19,2.9,199.8154167,10.94094792,9.27251586,0.062033658,6.921118086,1.500862011
Woodland,W3,257,0.26746988,17,3.8,411.6211791,7.775964616,10.69717982,0.073182027,8.667137228,1.962137425
Woodland,W3,225,0.243809524,17,3.32,146.2850584,9.352358595,6.23825002,0.044706374,11.26837898,5.119156812
Woodland,W4,306,0.327917282,17,4.5,497.4217627,2.080045938,19.39618207,0.087817143,7.123820514,1.828191449
Woodland,W4,426,0.487062405,19,5.4,452.2661778,2.054171323,18.98251644,0.064794307,7.475136975,2.657559645
Woodland,W4,404,0.591780822,19,5.2,370.8128048,3.27569341,12.94712053,0.074501267,7.222834071,1.579104668
Woodland,W4,323,0.516666667,20,4.05,355.8745957,7.582294215,9.556607104,0.077556158,7.164318427,1.795275967
Woodland,W4,441,0.238596491,15,3.92,388.6136378,3.124963667,15.72797375,0.069871604,6.283140692,2.12900168
Woodland,W4,216,0.304,16,5.03,481.3399247,5.218874032,13.68553371,0.085484536,6.048366608,1.651369094
Woodland,W4,352,0.420118343,19,5.07,247.2653628,7.396557243,9.902888892,0.06989076,7.836905251,1.059838205
Woodland,W4,275,0.503888025,19,6.19,713.2906043,2.034963647,24.82170519,0.090415522,5.423203056,1.523162268
Woodland,W4,471,0.593508501,20,5.82,289.3310186,5.567231833,14.50252042,0.068846713,6.477108935,2.244923091
