"","Focal","Other","NN","QGr","Rr","LRr","Wr"
"2021","52","68","0",-0.048,0.011,-0.033,-0.084
"2022","52","69","0",-0.099,0.002,-0.032,-0.153
"2023","52","70","0",-0.042,0.004,-0.028,-0.085
"2024","52","71","0",0.023,0.028,-0.017,-0.014
"2025","52","72","0",-0.069,-0.003,-0.042,-0.144
"2026","52","73","0",0.313,0.27,0.162,0.231
"2027","52","74","0",0.183,0.126,0.058,0.147
"2028","52","75","0",-0.057,-0.004,-0.033,-0.128
"2029","52","76","0",-0.022,0.018,-0.025,-0.057
"2030","52","77","0",-0.033,0.023,-0.021,-0.089
"2031","52","78","0",-0.085,0.011,-0.023,-0.122
"2032","52","79","0",-0.072,0.016,-0.022,-0.101
"2033","52","80","0",-0.155,-0.006,-0.038,-0.191
"2034","52","81","0",-0.068,0.017,-0.025,-0.095
"2035","52","82","0",0.046,0.028,-0.017,-0.034
"2036","52","83","0",0.091,0.235,0.139,0.014
"2037","52","84","0",0.047,0.038,-0.009,-0.056
"2038","52","85","0",0.023,0.028,-0.017,-0.014
"2039","52","86","0",-0.153,-0.014,-0.052,-0.178
"2040","52","2D","0",-0.054,0.005,-0.031,-0.115
"2041","52","N1","0",0.192,0.262,0.189,0.172
"2042","52","N2","0",0.091,0.14,0.067,0.047
"2043","52","N6","0",-0.09,0.009,-0.031,-0.144
"2044","52","N3","0",-0.045,0.007,-0.033,-0.115
"2045","52","N5","0",0,0.029,-0.016,-0.05
"2046","52","N8","0",0.106,0.069,0.008,0.068
"2047","53","54","0",0.161,0.067,0.01,0.036
"2048","53","55","0",-0.008,0.048,-0.012,-0.069
"2049","53","56","0",0.028,0.027,-0.025,-0.042
"2050","53","58","0",-0.009,0.028,-0.022,-0.084
"2051","53","59","0",-0.034,0.011,-0.032,-0.065
"2052","53","60","0",-0.178,0.005,-0.04,-0.17
"2053","53","66","0",0.045,0.038,-0.013,-0.054
"2054","53","67","0",-0.065,0.031,-0.019,-0.123
"2055","53","68","0",0.101,0.089,0.048,0.052
"2056","53","69","0",0.119,0.084,0.024,0.055
"2057","53","70","0",-0.048,0.02,-0.023,-0.071
"2058","53","71","0",-0.122,0.012,-0.035,-0.136
"2059","53","72","0",0.117,0.064,0.006,0.023
"2060","53","73","0",0.015,0.021,-0.049,-0.078
"2061","53","74","0",0.003,0.015,-0.03,-0.099
"2062","53","75","0",-0.003,0.004,-0.031,-0.084
"2063","53","76","0",-0.009,0.015,-0.032,-0.08
"2064","53","77","0",0.032,0.017,-0.026,-0.054
"2065","53","78","0",0.021,0.203,0.119,0.087
"2066","53","79","0",0.033,0.206,0.128,0.091
"2067","53","80","0",0.008,0.052,-0.001,-0.032
"2068","53","81","0",0.02,0.036,-0.015,-0.004
"2069","53","82","0",0.076,0.07,0.013,-0.008
"2070","53","83","0",-0.065,0.02,-0.028,-0.131
"2071","53","84","0",0.07,0.105,0.039,0.041
"2072","53","85","0",-0.009,0.069,0.012,-0.009
"2073","53","86","0",0.091,0.079,0.044,-0.057
"2074","53","2D","0",0.101,0.031,-0.018,-0.013
"2075","53","N1","0",-0.145,0.004,-0.039,-0.157
"2076","53","N2","0",-0.037,0.009,-0.037,-0.1
"2077","53","N6","0",-0.009,0.038,-0.013,-0.057
"2078","53","N3","0",0.048,0.043,-0.009,-0.056
"2079","53","N5","0",-0.037,0.044,-0.009,-0.057
"2080","53","N8","0",0.081,0.038,-0.041,-0.007
"2081","54","55","0",-0.054,0.021,-0.02,-0.116
"2082","54","56","0",0.009,0.032,-0.026,-0.026
"2083","54","58","0",0.033,0.029,-0.017,-0.051
"2084","54","59","0",-0.013,0.026,-0.016,-0.007
"2085","54","60","0",-0.226,0.106,0.034,-0.141
"2086","54","66","0",0.124,0.052,-0.003,0.065
"2087","54","67","0",-0.2,-0.006,-0.039,-0.181
"2088","54","68","0",0.038,0.031,-0.014,-0.017
"2089","54","69","0",-0.041,0.024,-0.018,-0.066
"2090","54","70","0",-0.119,0.001,-0.043,-0.128
"2091","54","71","0",-0.019,0.038,-0.011,-0.062
"2092","54","72","0",0.139,0.085,0.025,0.101
"2093","54","73","0",0.074,0.033,-0.012,-0.059
"2094","54","74","0",0.047,0.039,-0.017,-0.03
"2095","54","75","0",0.03,0.021,-0.013,-0.022
"2096","54","76","0",-0.045,0.015,-0.026,-0.078
"2097","54","77","0",0.058,0.039,-0.013,0.024
"2098","54","78","0",-0.229,-0.007,-0.034,-0.168
"2099","54","79","0",-0.194,0,-0.033,-0.145
"2100","54","80","0",0.003,0.058,0.002,-0.02
"2101","54","81","0",-0.097,0.012,-0.028,-0.089
"2102","54","82","0",0.085,0.037,-0.011,-0.019
"2103","54","83","0",-0.123,0.012,-0.027,-0.152
"2104","54","84","0",0.032,0.027,-0.016,-0.072
"2105","54","85","0",0.033,0.075,0.013,0.043
"2106","54","86","0",-0.1,0.006,-0.031,-0.126
"2107","54","2D","0",0.149,0.053,-0.001,0.054
"2108","54","N1","0",-0.081,0.026,-0.027,-0.088
"2109","54","N2","0",0.085,0.044,-0.007,0.021
"2110","54","N6","0",0.059,0.084,0.02,0.024
"2111","54","N3","0",-0.045,0.022,-0.021,-0.062
"2112","54","N5","0",0.033,0.107,0.034,0.041
"2113","54","N8","0",0.188,0.067,0.002,0.095
"2114","55","56","0",0.086,0.074,0.016,0.083
"2115","55","58","0",-0.051,0.018,-0.035,-0.109
"2116","55","59","0",-0.027,0.024,-0.025,-0.048
"2117","55","60","0",-0.026,0.051,-0.005,-0.02
"2118","55","66","0",-0.056,0.032,-0.038,-0.069
"2119","55","67","0",0.149,0.079,0.021,0.075
"2120","55","68","0",-0.076,0.017,-0.036,-0.092
"2121","55","69","0",0.114,0.114,0.06,0.141
"2122","55","70","0",-0.041,0.019,-0.028,-0.065
"2123","55","71","0",-0.001,0.034,-0.02,-0.051
"2124","55","72","0",0.026,0.052,-0.007,0.003
"2125","55","73","0",0.015,0.035,-0.018,-0.067
"2126","55","74","0",0.096,0.074,0.015,0.03
"2127","55","75","0",0.072,0.041,-0.003,0.043
"2128","55","76","0",-0.026,0.037,-0.017,-0.019
"2129","55","77","0",-0.109,0.009,-0.07,-0.145
"2130","55","78","0",-0.101,0.012,-0.033,-0.102
"2131","55","79","0",-0.137,0.025,-0.024,-0.142
"2132","55","80","0",-0.147,0.011,-0.039,-0.172
"2133","55","81","0",-0.026,0.029,-0.025,-0.037
"2134","55","82","0",0.049,0.037,-0.017,-0.045
"2135","55","83","0",0.199,0.083,0.025,0.056
"2136","55","84","0",-0.093,0.017,-0.034,-0.14
"2137","55","85","0",0.024,0.04,-0.015,0.01
"2138","55","86","0",-0.041,0.049,-0.002,-0.071
"2139","55","2D","0",-0.039,0.023,-0.029,-0.09
"2140","55","N1","0",0.068,0.058,0.002,-0.022
"2141","55","N2","0",0.099,0.059,0.003,0.065
"2142","55","N6","0",-0.101,0.02,-0.033,-0.133
"2143","55","N3","0",-0.001,0.035,-0.02,-0.072
"2144","55","N5","0",0.024,0.044,-0.011,-0.012
"2145","55","N8","0",-0.057,0.026,-0.038,-0.088
"2146","56","58","0",0.1,0.039,-0.024,-0.008
"2147","56","59","0",-0.035,0.033,-0.024,0
"2148","56","60","0",-0.299,0.029,-0.035,-0.051
"2149","56","66","0",0.072,0.034,-0.023,0.033
"2150","56","67","0",-0.033,0.044,-0.018,-0.024
"2151","56","68","0",0.134,0.081,0.051,0.201
"2152","56","69","0",0.176,0.092,0.03,0.171
"2153","56","70","0",-0.098,0.015,-0.04,-0.078
"2154","56","71","0",-0.122,0.04,-0.023,-0.007
"2155","56","72","0",0.27,0.093,0.037,0.198
"2156","56","73","0",0.276,0.086,0.056,0.081
"2157","56","74","0",0.214,0.064,0.005,0.121
"2158","56","75","0",0.145,0.061,0.011,0.164
"2159","56","76","0",0.189,0.149,0.098,0.253
"2160","56","77","0",0.097,0.055,0,0.113
"2161","56","78","0",-0.363,-0.007,-0.06,-0.196
"2162","56","79","0",-0.356,-0.003,-0.064,-0.166
"2163","56","80","0",-0.207,0.013,-0.047,-0.148
"2164","56","81","0",-0.077,0.039,-0.023,0.016
"2165","56","82","0",0.145,0.055,-0.005,0.08
"2166","56","83","0",0.056,0.075,0.016,-0.003
"2167","56","84","0",0.123,0.083,0.022,0.081
"2168","56","85","0",-0.033,0.054,-0.007,0.049
"2169","56","86","0",-0.013,0.039,-0.031,-0.006
"2170","56","2D","0",0.076,0.06,-0.001,0.087
"2171","56","N1","0",-0.249,0.009,-0.051,-0.111
"2172","56","N2","0",0.1,0.062,0.002,0.093
"2173","56","N6","0",-0.255,0.012,-0.054,-0.144
"2174","56","N3","0",0.1,0.048,-0.013,-0.003
"2175","56","N5","0",-0.033,0.074,0.015,0.046
"2176","56","N8","0",0.184,0.091,0.074,0.213
"2177","58","59","0",-0.025,0.007,-0.016,-0.099
"2178","58","60","0",-0.216,-0.011,-0.024,-0.24
"2179","58","66","0",0.137,0.054,0,-0.006
"2180","58","67","0",-0.049,0.025,-0.011,-0.122
"2181","58","68","0",0.031,0.023,-0.012,-0.057
"2182","58","69","0",-0.024,0.073,0.006,-0.095
"2183","58","70","0",0.029,0.095,0.017,0.001
"2184","58","71","0",-0.049,0.011,-0.016,-0.105
"2185","58","72","0",0.037,0.012,-0.014,-0.105
"2186","58","73","0",0.147,0.039,-0.005,-0.005
"2187","58","74","0",0.193,0.094,0.012,0.052
"2188","58","75","0",-0.025,-0.004,-0.016,-0.128
"2189","58","76","0",0.047,0.038,-0.006,-0.03
"2190","58","77","0",0.115,0.092,0.013,0.046
"2191","58","78","0",-0.152,-0.011,-0.02,-0.207
"2192","58","79","0",-0.13,-0.004,-0.02,-0.182
"2193","58","80","0",-0.112,0.001,-0.018,-0.172
"2194","58","81","0",-0.073,0.004,-0.019,-0.123
"2195","58","82","0",0.071,0.028,-0.01,-0.028
"2196","58","83","0",-0.073,0.01,-0.017,-0.145
"2197","58","84","0",0.021,0.016,-0.013,-0.088
"2198","58","85","0",-0.049,0.011,-0.016,-0.105
"2199","58","86","0",0.062,0.079,0.009,-0.057
"2200","58","2D","0",-0.006,0.011,-0.015,-0.1
"2201","58","N1","0",-0.094,0.009,-0.017,-0.155
"2202","58","N2","0",0.047,0.025,-0.011,-0.035
"2203","58","N6","0",-0.097,0.009,-0.017,-0.147
"2204","58","N3","0",0.047,0.037,-0.007,-0.055
"2205","58","N5","0",-0.073,0.038,-0.006,-0.078
"2206","58","N8","0",0.125,0.049,-0.004,0.027
"2207","59","60","0",-0.098,0.036,-0.02,-0.037
"2208","59","66","0",0.145,0.049,-0.011,0.071
"2209","59","67","0",0.068,0.044,-0.009,-0.003
"2210","59","68","0",0.105,0.042,-0.011,0.044
"2211","59","69","0",-0.023,0.049,-0.007,-0.025
"2212","59","70","0",-0.078,0.006,-0.049,-0.071
"2213","59","71","0",0.035,0.042,-0.011,0.034
"2214","59","72","0",0.123,0.052,-0.004,0.096
"2215","59","73","0",0.048,0.094,0.05,0.05
"2216","59","74","0",-0.025,0.085,0.053,0.066
"2217","59","75","0",0.15,0.047,0.002,0.073
"2218","59","76","0",0.135,0.054,0.006,0.084
"2219","59","77","0",0.123,0.047,-0.013,0.062
"2220","59","78","0",-0.125,0.02,-0.037,-0.063
"2221","59","79","0",-0.164,0.015,-0.049,-0.092
"2222","59","80","0",0.049,0.147,0.125,0.11
"2223","59","81","0",0.035,0.043,-0.01,0.053
"2224","59","82","0",-0.065,0.01,-0.056,-0.062
"2225","59","83","0",-0.098,0.023,-0.038,-0.092
"2226","59","84","0",-0.055,0.022,-0.034,-0.077
"2227","59","85","0",0.035,0.041,-0.012,0.058
"2228","59","86","0",-0.086,0.065,0.022,0.006
"2229","59","2D","0",0.049,0.028,-0.027,0.014
"2230","59","N1","0",-0.166,0.042,-0.025,-0.015
"2231","59","N2","0",0.002,0.024,-0.036,0
"2232","59","N6","0",0.035,0.122,0.1,0.106
"2233","59","N3","0",-0.031,0.027,-0.032,-0.021
"2234","59","N5","0",0.002,0.047,-0.005,-0.007
"2235","59","N8","0",0.051,0.035,-0.024,0.027
"2236","60","66","0",-0.044,0.01,-0.026,-0.141
"2237","60","67","0",0.126,0.049,-0.003,-0.01
"2238","60","68","0",0.016,0.03,-0.014,-0.035
"2239","60","69","0",0.113,0.071,0.008,-0.043
"2240","60","70","0",-0.052,0.074,0.014,-0.096
"2241","60","71","0",-0.034,0.011,-0.025,-0.154
"2242","60","72","0",0.1,0.073,0.011,0.078
"2243","60","73","0",-0.144,-0.01,-0.036,-0.238
"2244","60","74","0",-0.113,0.007,-0.034,-0.118
"2245","60","75","0",0.15,0.052,0.004,0.081
"2246","60","76","0",0.046,0.047,-0.004,0.026
"2247","60","77","0",-0.033,0.018,-0.022,-0.097
"2248","60","78","0",0.086,0.113,0.038,0.001
"2249","60","79","0",0.012,0.09,0.023,-0.077
"2250","60","80","0",0.035,0.101,0.029,-0.072
"2251","60","81","0",0.126,0.185,0.076,0.027
"2252","60","84","0",-0.139,0.008,-0.028,-0.182
"2253","60","85","0",-0.007,0.018,-0.021,-0.075
"2254","60","86","0",-0.105,0.016,-0.023,-0.13
"2255","60","2D","0",-0.052,0.014,-0.024,-0.101
"2256","60","N1","0",0.046,0.103,0.027,-0.123
"2257","60","N2","0",-0.007,0.066,0.007,-0.052
"2258","60","N6","0",0.1,0.106,0.03,-0.033
"2259","60","N3","0",-0.06,0.009,-0.027,-0.168
"2260","60","N5","0",0.073,0.142,0.051,0.013
"2261","60","N8","0",-0.077,0.004,-0.027,-0.184
"2262","66","68","0",0.233,0.188,0.188,0.159
"2263","66","69","0",-0.102,0.033,-0.057,-0.044
"2264","66","70","0",-0.12,0.007,-0.06,-0.097
"2265","66","71","0",-0.055,0.034,-0.032,-0.045
"2266","66","72","0",0.213,0.06,0.007,0.142
"2267","66","73","0",-0.051,0.018,-0.05,-0.093
"2268","66","74","0",-0.007,0.028,-0.035,0.009
"2269","66","75","0",0.33,0.188,0.187,0.243
"2270","66","76","0",0.183,0.059,0.006,0.109
"2271","66","77","0",0.213,0.056,0.002,0.088
"2272","66","78","0",-0.313,-0.007,-0.085,-0.196
"2273","66","79","0",-0.253,0.002,-0.081,-0.164
"2274","66","80","0",-0.074,0.023,-0.043,-0.089
"2275","66","81","0",-0.094,0.018,-0.057,-0.052
"2276","66","82","0",0.064,0.061,0.009,0.022
"2277","66","83","0",-0.293,-0.004,-0.09,-0.21
"2278","66","84","0",-0.074,0.012,-0.059,-0.105
"2279","66","85","0",-0.055,0.029,-0.039,-0.015
"2280","66","86","0",0.123,0.111,0.077,0.063
"2281","66","2D","0",0.165,0.047,-0.011,0.069
"2282","66","N1","0",-0.213,0.033,-0.033,-0.079
"2283","66","N2","0",0.183,0.191,0.207,0.241
"2284","66","N6","0",-0.055,0.031,-0.037,-0.062
"2285","66","N3","0",-0.015,0.048,-0.011,-0.001
"2286","66","N5","0",-0.213,0.012,-0.066,-0.149
"2287","66","N8","0",0.235,0.081,0.026,0.175
"2288","67","69","0",-0.008,0.049,-0.004,-0.066
"2289","67","70","0",-0.039,0.014,-0.029,-0.078
"2290","67","71","0",0.006,0.029,-0.022,-0.064
"2291","67","72","0",0.022,0.031,-0.016,-0.014
"2292","67","73","0",-0.073,0.011,-0.038,-0.137
"2293","67","74","0",-0.051,0.016,-0.03,-0.097
"2294","67","75","0",0.11,0.037,-0.006,0.042
"2295","67","76","0",0.048,0.046,-0.007,0.006
"2296","67","77","0",0.022,0.028,-0.019,-0.068
"2297","67","78","0",-0.097,0.004,-0.036,-0.113
"2298","67","79","0",-0.147,-0.009,-0.049,-0.183
"2299","67","80","0",-0.161,0,-0.043,-0.192
"2300","67","81","0",0.027,0.038,-0.014,-0.011
"2301","67","82","0",-0.035,0.058,0.003,-0.082
"2302","67","83","0",0.089,0.062,0.006,-0.025
"2303","67","84","0",-0.161,-0.008,-0.05,-0.204
"2304","67","85","0",0.027,0.038,-0.014,-0.011
"2305","67","86","0",-0.008,0.089,0.026,-0.061
"2306","67","2D","0",0.028,0.085,0.025,0.009
"2307","67","N1","0",-0.005,0.082,0.02,-0.005
"2308","67","N2","0",0.027,0.074,0.017,0.052
"2309","67","N6","0",-0.117,0.009,-0.039,-0.156
"2310","67","N3","0",0.048,0.062,0.006,-0.042
"2311","67","N5","0",0.006,0.036,-0.016,-0.069
"2312","67","N8","0",-0.063,0.021,-0.036,-0.091
"2313","68","70","0",-0.106,0.008,-0.052,-0.08
"2314","68","71","0",-0.11,0.028,-0.031,-0.044
"2315","68","72","0",0.282,0.089,0.037,0.202
"2316","68","73","0",-0.027,0.018,-0.038,-0.075
"2317","68","74","0",-0.034,0.023,-0.047,-0.029
"2318","68","75","0",0.235,0.07,0.024,0.161
"2319","68","76","0",0.249,0.147,0.101,0.212
"2320","68","77","0",0.337,0.104,0.054,0.27
"2321","68","78","0",-0.232,-0.006,-0.055,-0.168
"2322","68","79","0",-0.234,-0.003,-0.059,-0.145
"2323","68","80","0",-0.064,0.026,-0.03,-0.075
"2324","68","81","0",0.105,0.133,0.086,0.164
"2325","68","82","0",0.034,0.079,0.026,0.042
"2326","68","83","0",-0.146,0.021,-0.038,-0.124
"2327","68","84","0",-0.027,0.039,-0.016,-0.021
"2328","68","85","0",0.034,0.104,0.054,0.124
"2329","68","86","0",-0.112,0.006,-0.05,-0.126
"2330","68","2D","0",0.124,0.052,-0.003,0.084
"2331","68","N1","0",-0.314,-0.001,-0.077,-0.166
"2332","68","N2","0",-0.002,0.117,0.069,0.009
"2333","68","N6","0",-0.074,0.029,-0.03,-0.064
"2334","68","N3","0",0.034,0.037,-0.021,-0.017
"2335","68","N5","0",-0.146,0.025,-0.034,-0.045
"2336","68","N8","0",0.175,0.074,0.011,0.162
"2337","69","70","0",-0.076,0.081,0.023,-0.097
"2338","69","71","0",-0.185,0.011,-0.04,-0.154
"2339","69","72","0",0.242,0.093,0.022,0.161
"2340","69","73","0",0.013,0.027,-0.023,-0.074
"2341","69","74","0",0.058,0.051,-0.022,0.061
"2342","69","75","0",0.194,0.075,0.021,0.133
"2343","69","76","0",0.123,0.068,0.012,0.067
"2344","69","77","0",0.036,0.053,-0.008,0.005
"2345","69","78","0",-0.024,0.101,0.041,0.037
"2346","69","79","0",-0.048,0.087,0.03,-0.001
"2347","69","80","0",0.107,0.053,-0.001,0.002
"2348","69","81","0",0.123,0.091,0.033,0.075
"2349","69","82","0",0.089,0.032,-0.02,-0.039
"2350","69","83","0",0.055,0.056,0.001,-0.029
"2351","69","84","0",0.02,0.071,0.015,0.005
"2352","69","85","0",-0.048,0.041,-0.012,-0.054
"2353","69","86","0",0.002,0.063,0.01,0.041
"2354","69","2D","0",0.107,0.032,-0.019,-0.021
"2355","69","N1","0",-0.163,0.01,-0.042,-0.157
"2356","69","N2","0",0.02,0.03,-0.023,-0.01
"2357","69","N6","0",-0.014,0.037,-0.016,-0.057
"2358","69","N3","0",0.089,0.054,-0.001,-0.044
"2359","69","N5","0",-0.151,0.014,-0.037,-0.172
"2360","69","N8","0",0.059,0.045,-0.01,0.016
"2361","70","71","0",0.061,0.057,0.005,0.038
"2362","70","72","0",-0.007,0.007,-0.055,-0.097
"2363","70","73","0",0.03,0.013,-0.048,-0.065
"2364","70","74","0",0.119,0.074,0.017,-0.028
"2365","70","75","0",-0.035,-0.002,-0.052,-0.1
"2366","70","76","0",0.061,0.055,0.003,0.01
"2367","70","77","0",0.12,0.073,0.025,0.047
"2368","70","78","0",-0.028,0.113,0.08,0.015
"2369","70","79","0",-0.08,0.107,0.072,-0.033
"2370","70","80","0",-0.134,0.037,-0.018,-0.085
"2371","70","81","0",0.012,0.027,-0.03,-0.014
"2372","70","82","0",0.061,0.044,-0.009,0.053
"2373","70","83","0",0.012,0.033,-0.023,-0.03
"2374","70","84","0",-0.086,0.001,-0.061,-0.128
"2375","70","85","0",-0.086,0.004,-0.057,-0.101
"2376","70","86","0",-0.068,0.002,-0.071,-0.074
"2377","70","2D","0",-0.037,0.024,-0.034,-0.091
"2378","70","N1","0",-0.07,0.041,-0.014,-0.064
"2379","70","N2","0",0.012,0.035,-0.021,0.001
"2380","70","N6","0",-0.134,0.187,0.161,-0.045
"2381","70","N3","0",0.158,0.145,0.11,0.041
"2382","70","N5","0",-0.037,0.01,-0.05,-0.091
"2383","70","N8","0",-0.02,0.015,-0.056,-0.082
"2384","71","72","0",-0.048,0.023,-0.024,-0.081
"2385","71","73","0",0.058,0.038,-0.009,-0.06
"2386","71","74","0",-0.045,0.021,-0.028,-0.083
"2387","71","75","0",0.082,0.042,-0.002,0.042
"2388","71","76","0",-0.014,0.048,-0.004,-0.046
"2389","71","77","0",0.036,0.051,-0.003,0.009
"2390","71","78","0",-0.071,0.037,-0.007,-0.08
"2391","71","79","0",-0.13,0.025,-0.016,-0.116
"2392","71","80","0",-0.223,-0.007,-0.036,-0.215
"2393","71","81","0",-0.014,0.04,-0.009,-0.008
"2394","71","82","0",0.015,0.083,0.018,0.006
"2395","71","83","0",-0.014,0.024,-0.019,-0.094
"2396","71","84","0",0.018,0.09,0.021,-0.073
"2397","71","85","0",0.1,0.057,0.002,0.094
"2398","71","86","0",-0.208,-0.017,-0.04,-0.25
"2399","71","2D","0",-0.042,0.019,-0.02,-0.087
"2400","71","N1","0",-0.009,0.031,-0.02,-0.068
"2401","71","N2","0",0.1,0.085,0.02,0.075
"2402","71","N6","0",-0.099,0.026,-0.018,-0.091
"2403","71","N3","0",-0.071,0.013,-0.026,-0.12
"2404","71","N5","0",0.157,0.069,0.009,0.027
"2405","71","N8","0",0.027,0.043,-0.011,-0.008
"2406","72","73","0",-0.087,0.018,-0.113,-0.093
"2407","72","74","0",-0.02,0.028,-0.072,-0.004
"2408","72","75","0",0.346,0.108,0.19,0.345
"2409","72","76","0",0.236,0.097,0.137,0.272
"2410","72","77","0",0.192,0.081,0.086,0.198
"2411","72","78","0",-0.204,0.026,-0.094,-0.115
"2412","72","79","0",-0.204,0.026,-0.094,-0.115
"2413","72","80","0",0.016,0.081,0.086,0.056
"2414","72","81","0",0.016,0.048,-0.021,0.046
"2415","72","82","0",0.06,0.032,-0.072,-0.022
"2416","72","83","0",-0.204,0.008,-0.15,-0.164
"2417","72","84","0",0.06,0.081,0.085,0.079
"2418","72","85","0",-0.116,0.022,-0.104,-0.045
"2419","72","86","0",0.025,0.051,0.007,0.047
"2420","72","2D","0",0.236,0.084,0.096,0.212
"2421","72","N1","0",-0.292,-0.002,-0.183,-0.192
"2422","72","N2","0",0.104,0.07,0.05,0.129
"2423","72","N6","0",-0.116,0.031,-0.076,-0.044
"2424","72","N3","0",0.016,0.033,-0.07,0.008
"2425","72","N5","0",-0.028,0.115,0.194,0.123
"2426","72","N8","0",0.134,0.062,-0.027,0.09
"2427","73","75","0",-0.077,-0.003,-0.057,-0.122
"2428","73","76","0",0.041,0.042,-0.017,-0.029
"2429","73","77","0",-0.011,0.018,-0.048,-0.093
"2430","73","78","0",-0.209,-0.011,-0.075,-0.214
"2431","73","79","0",-0.209,-0.011,-0.075,-0.214
"2432","73","80","0",-0.131,0.009,-0.057,-0.16
"2433","73","81","0",-0.074,0.01,-0.057,-0.096
"2434","73","82","0",0.099,0.042,-0.017,-0.005
"2435","73","83","0",0.041,0.161,0.131,-0.025
"2436","73","84","0",0.156,0.082,0.033,0.011
"2437","73","85","0",-0.016,0.038,-0.021,-0.06
"2438","73","86","0",0.021,0.011,-0.039,-0.089
"2439","73","2D","0",-0.016,0.021,-0.043,-0.078
"2440","73","N1","0",-0.011,0.11,0.066,-0.007
"2441","73","N2","0",-0.016,0.022,-0.042,-0.046
"2442","73","N6","0",-0.188,0.002,-0.067,-0.181
"2443","73","N3","0",0.041,0.026,-0.036,-0.055
"2444","73","N5","0",0.041,0.063,0.009,-0.036
"2445","73","N8","0",0.063,0.042,-0.029,-0.006
"2446","74","75","0",-0.046,0.012,-0.045,-0.038
"2447","74","76","0",0.076,0.096,0.044,0.115
"2448","74","77","0",0.021,0.073,0.026,-0.003
"2449","74","78","0",-0.201,-0.012,-0.086,-0.188
"2450","74","79","0",-0.185,-0.007,-0.072,-0.158
"2451","74","80","0",-0.017,0.025,-0.046,-0.068
"2452","74","81","0",-0.136,0.003,-0.067,-0.119
"2453","74","82","0",0.106,0.047,-0.014,0.029
"2454","74","83","0",0.015,0.035,-0.029,-0.085
"2455","74","84","0",0.048,0.059,-0.001,-0.046
"2456","74","85","0",-0.076,0.026,-0.04,-0.054
"2457","74","86","0",0.028,0.039,-0.014,-0.006
"2458","74","2D","0",-0.017,0.025,-0.046,-0.068
"2459","74","N1","0",0.054,0.192,0.163,0.079
"2460","74","N2","0",0.046,0.044,-0.019,0.053
"2461","74","N6","0",-0.045,0.022,-0.044,-0.072
"2462","74","N3","0",-0.015,0.021,-0.046,-0.075
"2463","74","N5","0",-0.106,0.029,-0.036,-0.126
"2464","74","N8","0",0.118,0.069,-0.012,0.096
"2465","75","77","0",0.232,0.088,0.095,0.243
"2466","75","78","0",-0.106,0.021,-0.029,-0.057
"2467","75","79","0",-0.106,0.021,-0.029,-0.057
"2468","75","80","0",-0.068,0.024,-0.025,-0.045
"2469","75","81","0",0.083,0.055,0.012,0.086
"2470","75","82","0",-0.03,0.012,-0.04,-0.061
"2471","75","83","0",-0.106,0.007,-0.047,-0.096
"2472","75","84","0",-0.106,0.024,-0.026,-0.024
"2473","75","85","0",0.045,0.041,-0.005,0.07
"2474","75","86","0",-0.112,0.03,-0.018,0.004
"2475","75","2D","0",0.121,0.046,0.002,0.109
"2476","75","N1","0",-0.25,0.001,-0.119,-0.133
"2477","75","N2","0",0.045,0.031,-0.017,0.045
"2478","75","N6","0",-0.068,0.024,-0.025,-0.045
"2479","75","N3","0",0.008,0.142,0.119,0.048
"2480","75","N5","0",-0.068,0.027,-0.021,0.009
"2481","75","N8","0",0.068,0.057,0.008,0.107
"2482","76","78","0",-0.217,0.014,-0.07,-0.109
"2483","76","79","0",-0.22,0.015,-0.075,-0.092
"2484","76","80","0",-0.091,0.025,-0.054,-0.078
"2485","76","81","0",0.05,0.078,0.046,0.092
"2486","76","82","0",0.013,0.048,-0.013,-0.018
"2487","76","83","0",-0.175,0.017,-0.074,-0.129
"2488","76","84","0",0.106,0.12,0.12,0.048
"2489","76","85","0",-0.062,0.029,-0.049,-0.028
"2490","76","86","0",-0.005,0.039,-0.029,-0.006
"2491","76","2D","0",0.066,0.037,-0.031,0.019
"2492","76","N1","0",-0.297,0.024,-0.086,-0.099
"2493","76","N2","0",0.013,0.055,0,0.016
"2494","76","N6","0",-0.137,0.022,-0.064,-0.08
"2495","76","N3","0",0.05,0.085,0.061,0.029
"2496","76","N5","0",-0.137,0.034,-0.041,-0.048
"2497","76","N8","0",0.11,0.045,-0.037,0.046
"2498","77","79","0",-0.285,0.018,-0.105,-0.164
"2499","77","80","0",-0.089,0.023,-0.09,-0.089
"2500","77","81","0",0.058,0.068,0.037,0.087
"2501","77","82","0",0.009,0.022,-0.092,-0.051
"2502","77","83","0",-0.285,-0.002,-0.162,-0.192
"2503","77","84","0",0.009,0.047,-0.023,0.025
"2504","77","85","0",-0.04,0.045,-0.028,0.041
"2505","77","86","0",-0.039,0.011,-0.095,-0.089
"2506","77","2D","0",0.206,0.064,0.027,0.162
"2507","77","N1","0",-0.236,0.049,-0.017,-0.09
"2508","77","N2","0",-0.04,0.024,-0.087,-0.018
"2509","77","N6","0",-0.187,0.015,-0.115,-0.115
"2510","77","N3","0",0.009,0.028,-0.076,0.004
"2511","77","N5","0",-0.089,0.085,0.086,0.058
"2512","77","N8","0",0.293,0.145,0.244,0.322
"2513","78","80","0",-0.042,0.013,-0.029,-0.149
"2514","78","81","0",0.169,0.098,0.039,0.06
"2515","78","82","0",-0.042,-0.003,-0.042,-0.166
