TYPE;IDENTITY;IDNO;LEN;TIP;MAX;MIN;TEETH
INBR;46;346;52;14;10;3;11
INBR;46;346;48;15;10;3;11
INBR;46;346;44;13;10;2;12
INBR;46;346;47;12;10;2;11
INBR;48;348;66;15;12;1;17
INBR;48;348;73;30;16;1;9
INBR;48;348;66;17;12;0.5;15
INBR;48;348;59;13;11;4;12
INBR;48;348;72;17;15;1;13
INBR;48;348;63;15;14;2;12
INBR;49;349;51;26;10;1;16
INBR;49;349;60;17;13;1;14
INBR;49;349;52;15;9;1;12
INBR;49;349;53;17;10;0.5;13
INBR;49;349;60;16;12;2;8
INBR;50;350;56;17;11;2;21
INBR;50;350;53;20;14;2;22
INBR;50;350;66;15;13;2;12
INBR;50;350;63;23;16;2;19
INBR;50;350;62;20;13;1;15
INBR;50;350;59;23;14;3;15
INBR;51;351;56;15;11;1;9
INBR;51;351;61;20;17;0.5;17
INBR;51;351;60;18;7;1;17
INBR;51;351;66;20;13;0.5;13
INBR;51;351;59;18;14;0.5;13
INBR;51;351;56;30;18;1;19
INBR;51;351;54;29;17;1;14
INBR;52;352;53;20;10;0.5;15
INBR;52;352;40;18;10;1;11
INBR;52;352;46;19;7;1;10
INBR;52;352;45;18;8;0.5;11
INBR;52;352;44;17;8;0.5;13
INBR;52;352;51;24;9;1;12
INBR;53;353;54;20;10;0.5;16
INBR;53;353;56;21;11;0.5;14
INBR;53;353;60;18;10;0.5;9
INBR;53;353;58;17;11;0.5;15
INBR;53;353;58;21;16;0.5;16
INBR;53;353;66;26;15;1;12
INBR;53;353;63;24;15;0.5;13
INBR;55;355;54;13;9;2;11
INBR;55;355;50;11;8;3;14
INBR;55;355;52;11;8;3;12
INBR;55;355;53;15;11;4;10
INBR;55;355;47;12;9;2;10
INBR;55;355;51;14;9;2;12
INBR;55;355;51;13;8;5;13
INBR;56;356;74;25;17;1;15
INBR;56;356;71;24;16;1;16
INBR;56;356;66;19;15;2;19
INBR;56;356;55;20;12;0.5;15
INBR;56;356;60;16;14;1;21
INBR;57;357;55;17;10;1;13
INBR;57;357;68;17;13;1;16
INBR;57;357;60;18;10;0.5;16
INBR;57;357;56;16;9;0.5;11
INBR;57;357;64;21;12;0.5;13
INBR;59;359;64;21;12;2;15
INBR;59;359;65;19;12;2;13
INBR;59;359;58;15;9;1;14
INBR;59;359;57;22;10;1;12
INBR;59;359;57;17;9;1;16
INBR;59;359;52;18;8;1;15
INBR;60;360;21;7;4;3;2
INBR;60;360;17;6;3;2;3
INBR;60;360;55;22;11;3;9
INBR;60;360;58;23;12;3;9
INBR;60;360;50;18;10;3;13
INBR;60;360;57;22;10;3;11
INBR;61;361;42;10;10;7;6
INBR;61;361;37;12;8;4;7
INBR;61;361;41;11;10;5;8
INBR;61;361;37;15;9;5;8
INBR;62;362;71;33;16;1;22
INBR;62;362;22;5;1;0.5;5
INBR;62;362;58;23;11;1;21
INBR;62;362;51;13;8;2;11
INBR;62;362;55;18;11;1;16
INBR;62;362;63;21;12;1;17
INBR;62;362;54;26;12;2;16
INBR;63;363;63;23;14;1;13
INBR;63;363;61;20;14;1;16
INBR;63;363;49;16;10;1;17
INBR;63;363;51;19;9;1;14
INBR;63;363;49;14;11;2;18
INBR;63;363;68;22;13;1;16
INBR;63;363;50;18;12;2;19
INBR;64;364;45;15;10;1;12
INBR;64;364;52;19;10;1;12
INBR;64;364;61;18;15;1;10
INBR;64;364;53;18;12;1;12
INBR;64;364;56;20;12;1;11
INBR;64;364;57;20;14;2;10
INBR;64;364;61;29;11;2;12
INBR;65;365;55;20;10;2;7
INBR;65;365;65;23;13;1;10
INBR;65;365;52;27;10;1;9
INBR;65;365;58;20;11;1;8
INBR;65;365;69;28;12;2;11
INBR;65;365;70;22;13;2;9
INBR;65;365;71;29;14;3;11
INBR;66;366;56;20;13;0.5;22
INBR;66;366;56;24;13;0.5;12
INBR;66;366;63;22;12;0.5;17
INBR;66;366;64;22;13;1;24
INBR;66;366;59;23;13;0.5;12
INBR;66;366;58;24;11;0.5;20
INBR;66;366;63;22;11;1;12
INBR;67;367;52;14;13;2;9
INBR;67;367;45;14;11;1;10
INBR;67;367;50;26;14;1;12
INBR;67;367;41;13;9;1;11
INBR;67;367;45;12;11;0.5;13
INBR;67;367;50;26;13;1;10
INBR;67;367;41;15;10;2;12
INBR;68;368;71;28;20;0.5;19
INBR;68;368;67;27;16;0.5;20
INBR;68;368;58;25;14;0.5;22
INBR;68;368;58;25;16;0.5;15
INBR;68;368;61;25;15;0.5;19
INBR;68;368;59;26;11;0.5;16
INBR;68;368;58;26;15;0.5;22
INBR;69;369;60;24;15;1;15
INBR;69;369;48;18;12;0.5;16
INBR;69;369;48;16;12;0.5;12
INBR;69;369;49;12;11;0.5;17
INBR;69;369;40;14;10;0.5;13
INBR;69;369;44;18;10;0.5;14
INBR;70;370;56;24;12;2;20
INBR;70;370;58;20;12;2;18
INBR;70;370;53;15;12;1;13
INBR;70;370;50;15;11;1;14
INBR;71;371;55;16;12;1;18
INBR;71;371;52;22;11;1;11
INBR;71;371;54;22;11;1;15
INBR;71;371;54;20;9;1;12
INBR;71;371;47;14;9;1;13
INBR;71;371;43;28;8;1;15
INBR;72;372;49;14;9;1;14
INBR;72;372;57;22;13;1;20
INBR;72;372;62;22;10;1;17
INBR;72;372;61;23;12;1;19
INBR;72;372;63;24;11;1;13
INBR;72;372;48;19;9;2;12
INBR;72;372;50;18;12;1;9
INBR;73;373;60;22;9;0.5;12
INBR;73;373;60;23;11;0.5;14
INBR;73;373;58;20;10;0.5;12
INBR;73;373;58;21;10;0.5;8
INBR;73;373;54;20;7;0.5;10
INBR;73;373;61;21;7;0.5;10
INBR;73;373;43;16;7;0.5;12
INBR;75;375;45;12;9;0.5;16
INBR;75;375;49;16;10;0.5;13
INBR;75;375;46;16;8;0.5;14
INBR;76;376;45;15;7;1;12
INBR;76;376;39;13;8;1;14
INBR;76;376;41;16;7;2;7
INBR;76;376;42;9;9;5;9
INBR;76;376;40;10;9;4;10
INBR;77;377;64;24;12;2;12
INBR;77;377;70;22;13;0.5;20
INBR;77;377;62;18;11;0.5;14
INBR;77;377;61;18;12;0.5;20
INBR;77;377;62;19;13;0.5;20
INBR;77;377;57;16;11;0.5;17
INBR;78;378;60;19;10;0.5;15
INBR;78;378;68;18;9;0.5;7
INBR;78;378;53;17;9;0.5;12
INBR;78;378;59;22;10;0.5;10
INBR;78;378;53;17;11;0.5;12
INBR;78;378;48;16;9;0.5;9
INBR;78;378;54;15;7;0.5;11
INBR;79;379;74;25;15;1;15
INBR;79;379;60;21;13;1;12
INBR;79;379;65;24;13;1;13
INBR;79;379;72;39;13;1;11
INBR;79;379;55;19;9;1;13
INBR;79;379;62;22;11;1;11
INBR;79;379;62;19;10;2;5
