Pop	Patch	Blossom	Seed	ID	GHblossom	Date	ASD	GAD	MF	GSDl	GSDc	GSDr	GW	GHl	GHr	SWl	SWc	SWr	SLl	SLc	SLr	UBL	UBW	LBL	LBW
S7	2	2	i	S7.2.2.i	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S7	2	2	i	S7.2.2.i	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S7	3	1	c	S7.3.1.c	1	19.01.2016	3.90	6.13	10	3.80	5.07	4.55	7.59	3.69	3.78	1.41	1.28	1.32	6.46	6.28	6.60	19.48	19.77	18.78	16.95
S7	3	1	c	S7.3.1.c	2	07.02.2016	4.04	3.69	10	3.78	4.27	3.50	5.91	3.16	2.91	1.05	1.05	1.09	5.69	5.82	5.48	16.86	16.31	17.67	16.20
S7	3	2	c	S7.3.2.c	1	05.01.2016	2.78	7.16	10	6.54	7.56	7.54	7.42	4.62	4.95	1.62	1.52	1.54	8.12	7.51	7.94	27.79	26.21	31.17	30.06
S7	3	2	c	S7.3.2.c	2	22.01.2016	4.70	6.12	10	4.58	6.34	4.49	7.17	4.12	4.05	1.01	1.08	1.06	5.38	5.88	5.78	22.61	20.59	24.05	22.59
S7	3	2	c	S7.3.2.c	3	24.01.2016	3.65	5.65	10	5.18	6.28	4.91	7.24	3.95	3.75	1.29	1.30	1.37	6.57	6.56	6.60	24.03	21.64	24.94	23.01
S7	3	3	b	S7.3.3.b	1	02.02.2016	2.18	5.81	10	5.20	5.75	5.11	6.22	3.49	3.20	1.22	1.30	1.28	6.21	6.00	6.32	23.33	21.40	23.54	23.36
S7	3	3	b	S7.3.3.b	2	07.02.2016	3.16	5.68	10	3.87	5.31	4.83	7.99	3.53	4.06	1.32	1.28	1.37	6.32	5.86	6.54	20.18	19.86	21.37	18.85
S7	3	4	c	S7.3.4.c	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S7	3	4	c	S7.3.4.c	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	1	1	a	S8.1.1.a	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	1	1	a	S8.1.1.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	2	2	a	S8.2-2.a	1	05.01.2016	5.12	7.98	10	6.08	6.84	6.28	8.53	5.12	4.82	1.78	1.67	1.71	8.85	8.14	8.94	32.77	27.27	36.54	29.86
S8	2	2	a	S8.2-2.a	2	23.01.2016	3.11	8.40	10	7.22	7.58	7.70	8.24	4.82	4.52	1.45	1.72	1.75	8.15	8.45	8.84	33.45	27.58	34.63	28.10
S8	2	2	b	S8.2-2.b	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	2	2	b	S8.2-2.b	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	5	2	b	S8.5.2.b	1	07.01.2016	4.28	5.65	10	5.96	7.41	6.59	7.14	3.46	2.97	1.83	1.86	1.85	6.79	7.35	6.67	33.05	25.69	35.80	28.53
S8	5	2	b	S8.5.2.b	2	11.01.2016	2.79	6.37	10	6.45	6.66	6.10	7.27	3.29	3.24	1.58	1.86	1.74	7.91	6.93	7.64	24.56	19.92	26.41	21.84
S8	5	2	e	S8.5.2.e	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	5	2	e	S8.5.2.e	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	6	1	d	S8.6.1.d	1	02.02.2016	4.94	7.66	10	5.55	5.89	5.12	7.77	4.44	4.61	1.67	1.52	1.70	7.42	6.76	6.98	33.07	31.09	31.25	28.89
S8	6	1	d	S8.6.1.d	2	04.02.2016	3.00	7.88	10	6.58	7.66	5.99	7.87	4.44	4.40	1.88	1.74	1.68	7.87	8.22	7.54	34.03	31.88	34.51	30.66
S8	6	1	g	S8.6.1.g	1	14.06.2015	4.91	7.89	10	5.28	6.77	5.12	9.24	5.10	4.64	2.02	2.18	2.35	7.20	6.89	6.87	26.29	24.66	27.31	23.63
S8	6	1	g	S8.6.1.g	2	15.06.2015	3.98	5.78	10	5.04	5.72	5.48	7.34	4.01	4.18	1.46	1.65	1.63	6.45	5.92	6.74	24.01	21.59	25.55	22.22
S8	6	1	g	S8.6.1.g	3	29.06.2015	5.77	7.66	10	4.68	6.22	5.36	9.35	4.67	4.35	2.34	2.16	2.13	7.57	6.92	7.30	22.66	22.93	20.19	NA
S8	7	5	g	S8.7-5.g	1	12.01.2016	3.91	5.57	10	3.90	5.16	4.25	6.08	3.23	3.10	1.45	1.67	1.50	5.59	5.64	5.59	21.84	18.67	23.10	18.91
S8	7	5	g	S8.7-5.g	2	18.01.2016	5.23	6.68	8	5.69	7.03	5.76	7.64	3.95	4.40	2.00	1.81	2.22	7.50	7.45	8.07	31.12	27.87	31.72	25.97
S8	7	6	e	S8.7-6.e	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	7	6	e	S8.7-6.e	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	8	1	d	S8.8.1.d	1	06.01.2016	3.44	6.57	9	4.78	5.22	4.48	5.67	2.60	2.45	1.20	1.25	1.24	5.63	5.77	5.30	21.83	17.22	21.55	18.05
S8	8	1	d	S8.8.1.d	2	13.01.2016	2.23	6.48	10	5.96	6.16	5.28	6.00	2.27	2.05	1.34	1.41	1.43	7.50	7.16	7.26	27.08	21.15	24.77	22.59
S8	8	1	i	S8.8.1.i	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	8	1	i	S8.8.1.i	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	8b	1	h	S8.8b.1.h	1	13.01.2016	2.84	7.68	6	6.05	6.87	6.83	7.85	3.89	4.08	1.60	1.72	1.68	7.79	8.10	8.24	31.70	23.58	32.78	24.38
S8	8b	1	h	S8.8b.1.h	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	10b	1	d	S8.10b.1.d	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	10b	1	d	S8.10b.1.d	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	o10	1	b	S8.o10.1.b	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	o10	1	b	S8.o10.1.b	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	12	4	c	S8.12-4.c	1	06.06.2015	5.61	6.37	10	4.81	4.93	3.91	8.79	4.64	4.36	2.33	2.56	2.33	7.96	8.04	8.70	20.04	23.03	19.36	20.28
S8	12	4	c	S8.12-4.c	2	25.06.2015	2.47	5.80	11	5.61	6.58	5.81	8.02	4.09	4.02	2.02	2.18	2.25	8.26	8.28	8.40	23.93	26.59	28.31	30.28
S8	12	4	d	S8.12-4.d	1	07.07.2015	4.94	7.96	10	6.59	7.08	6.27	8.38	4.11	4.06	2.01	2.13	2.00	7.86	7.53	7.99	29.61	30.20	30.70	32.91
S8	12	4	d	S8.12-4.d	2	09.02.2016	6.32	7.61	10	5.75	6.53	4.24	7.52	4.30	4.26	1.73	1.82	1.69	7.68	7.34	7.92	30.27	28.95	27.17	28.76
S8	15b	2	a	S8.15b.2.a	1	30.06.2015	3.88	6.96	10	5.61	6.68	5.71	9.03	4.25	3.90	1.63	1.60	1.73	7.93	7.50	7.46	26.86	26.64	26.69	26.35
S8	15b	2	a	S8.15b.2.a	2	05.01.2016	2.72	7.51	10	6.70	8.30	7.32	8.96	4.90	4.64	1.81	1.89	1.75	10.05	9.81	9.78	33.61	29.75	34.31	30.67
S8	15b	2	f	S8.15b.2.f	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	15b	2	f	S8.15b.2.f	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	16	1	b	S8.16.1.b	1	05.01.2016	3.70	5.79	10	5.22	6.29	6.19	8.42	4.16	4.08	1.82	2.07	1.75	7.44	7.55	7.61	29.22	24.08	31.79	25.76
S8	16	1	b	S8.16.1.b	2	13.01.2016	3.49	6.41	10	5.09	6.07	5.32	7.59	3.78	3.93	1.60	1.98	1.56	6.39	6.45	6.98	22.71	18.29	25.22	18.85
S8	17	3	e	S8.17.3.e	1	07.07.2015	4.92	6.87	10	4.74	5.52	4.90	8.33	4.42	4.27	1.37	1.41	1.30	7.42	6.94	7.47	27.87	25.27	25.86	24.85
S8	17	3	e	S8.17.3.e	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	17	11	e	S8.17-11.e	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	17	11	e	S8.17-11.e	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	18	1	a	S8.18.1.a	1	24.01.2016	5.15	7.36	10	4.59	5.35	4.08	8.08	4.07	4.31	1.51	1.51	1.48	6.95	6.68	6.42	24.63	23.60	23.31	22.47
S8	18	1	a	S8.18.1.a	2	02.02.2016	5.00	7.16	10	4.59	5.08	4.63	7.78	4.67	4.34	1.40	1.63	1.36	6.72	6.77	6.72	22.69	22.48	20.92	20.37
S8	18	1	g	S8.18.1.g	1	15.01.2016	6.01	8.01	7	5.50	5.32	4.27	7.82	3.07	3.36	1.92	1.91	2.01	6.21	5.90	6.53	27.30	22.82	29.50	23.63
S8	18	1	g	S8.18.1.g	2	15.01.2016	4.85	8.40	10	5.25	5.48	4.58	7.40	3.54	3.88	1.96	1.91	1.96	6.74	6.56	6.61	28.58	23.87	31.00	26.15
S8	20	1	a	S8.20-1.a	1	DEAD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	20	1	a	S8.20-1.a	2	DEAD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	21	1	a	S8.21-1.a	1	06.01.2016	4.48	8.67	10	4.20	5.86	4.62	6.30	3.70	3.43	1.50	1.69	1.53	6.85	6.82	6.93	24.16	20.15	23.54	18.69
S8	21	1	a	S8.21-1.a	2	18.01.2016	5.41	6.30	10	4.71	4.94	4.22	6.19	2.92	2.59	1.16	1.27	1.13	5.30	5.19	5.47	20.70	18.04	21.31	17.31
S8	21	1	b	S8.21-1.b	1	06.01.2016	4.79	6.96	13	3.23	4.28	4.51	7.76	3.62	3.24	1.51	1.73	1.89	5.75	5.94	7.19	25.63	22.87	27.89	24.17
S8	21	1	b	S8.21-1.b	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	22	1.2	e	S8.22.1.2.e	1	10.01.2016	5.24	8.49	6	4.25	5.09	4.17	6.29	3.32	3.25	1.21	1.02	1.24	7.18	7.17	6.56	25.62	18.40	26.08	18.18
S8	22	1.2	e	S8.22.1.2.e	2	13.01.2016	4.71	7.52	10	4.88	5.15	4.51	6.12	2.99	2.99	1.18	1.24	1.32	6.26	6.32	6.62	22.00	17.72	22.96	18.74
S8	22	1.2	f	S8.22.1.2.f	1	07.01.2016	3.70	8.46	7	6.88	6.69	6.29	7.40	3.23	3.29	1.28	1.43	1.31	8.32	8.52	8.37	29.34	23.87	29.09	22.30
S8	22	1.2	f	S8.22.1.2.f	2	11.01.2016	4.41	8.56	10	6.43	7.41	6.05	7.01	3.41	3.34	1.40	1.66	1.57	7.84	7.69	8.10	29.31	25.40	29.96	24.09
S8	24	1	d	S8.24-1.d	1	05.01.2016	3.20	7.81	10	4.85	5.30	4.41	7.72	3.50	3.61	1.47	1.41	1.46	6.28	6.55	6.32	26.24	25.84	29.90	27.09
S8	24	1	d	S8.24-1.d	2	15.02.2016	4.25	6.71	10	5.78	5.97	5.37	7.43	3.48	3.51	1.42	1.42	1.37	6.91	6.56	6.36	22.83	24.99	25.63	23.24
S8	24	1	f	S8.24-1.f	1	05.01.2016	3.11	6.64	10	5.42	6.02	5.14	7.29	3.84	3.85	1.73	1.96	1.78	7.20	7.33	7.38	23.74	22.34	28.43	23.49
S8	24	1	f	S8.24-1.f	2	12.01.2016	3.34	5.56	10	4.91	5.17	4.80	6.21	3.27	3.09	1.31	1.57	1.39	5.82	6.14	5.74	20.78	18.99	19.55	17.46
S8	25	1	a	S8.25.1.a	1	09.02.2016	7.27	7.40	10	5.37	5.85	4.49	9.17	4.51	4.50	2.26	2.45	2.32	7.86	7.86	7.82	37.45	32.54	37.34	36.78
S8	25	1	a	S8.25.1.a	2	14.02.2016	8.25	8.14	8	4.03	5.95	3.60	9.93	4.54	4.74	2.12	2.39	2.19	7.92	8.19	7.75	38.69	37.08	42.43	44.56
S8	25	1	c	S8.25.1.c	1	21.01.2016	6.22	5.47	10	3.93	3.61	3.32	6.32	3.21	3.56	1.46	1.42	1.37	5.97	5.79	5.28	27.50	21.93	27.63	25.11
S8	25	1	c	S8.25.1.c	2	24.01.2016	5.81	8.74	10	5.64	6.37	4.97	6.97	4.22	4.19	1.61	1.78	1.81	7.14	7.63	7.40	34.94	28.12	35.61	30.95
S8	e1	a	d	S8.e1.a.d	1	05.01.2016	6.48	6.59	10	4.14	4.80	4.41	7.08	3.65	3.67	1.57	1.60	1.71	6.61	NA	NA	23.88	21.20	25.59	21.90
S8	e1	a	d	S8.e1.a.d	2	07.01.2016	4.46	5.48	10	4.42	4.41	3.81	6.17	3.12	3.28	1.32	1.42	1.23	5.63	5.59	5.77	18.01	17.50	18.60	16.72
S8	e1	b	a	S8.e1.b.a	1	08.02.2016	5.53	5.70	8	3.69	3.73	3.65	6.89	3.62	3.58	1.13	1.04	1.16	4.90	4.97	5.23	19.91	15.81	19.07	15.46
S8	e1	b	a	S8.e1.b.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S8	e2	1	c	S8.e2.1.c	1	11.01.2016	4.52	7.02	10	4.71	4.73	4.24	8.56	3.61	3.73	1.69	1.69	1.68	7.14	6.51	7.32	28.41	28.16	28.07	26.75
S8	e2	1	c	S8.e2.1.c	2	18.01.2016	5.08	6.97	10	4.62	5.72	4.24	8.90	4.34	4.21	1.85	1.89	1.89	8.29	7.81	7.78	27.42	27.07	27.73	25.81
S8	e2	1	e	S8.e2.1.e	1	19.01.2016	5.56	7.10	10	3.31	4.53	3.36	7.14	3.46	3.38	1.74	1.89	1.82	6.26	5.63	5.68	33.18	25.68	33.33	27.96
S8	e2	1	e	S8.e2.1.e	2	04.02.2016	4.67	5.97	11	3.34	4.17	3.98	7.68	3.47	3.38	1.68	1.79	1.64	5.89	5.77	5.85	27.96	26.49	29.03	23.28
S9	14	3.1	d	S9.14.3.1.d	1	09.05.2015	2.60	3.96	10	4.89	5.51	4.88	9.19	4.35	4.76	1.75	1.70	1.80	9.27	8.85	9.49	24.20	22.01	23.84	22.93
S9	14	3.1	d	S9.14.3.1.d	2	16.01.2016	3.47	5.69	10	6.24	5.62	5.05	7.61	4.18	4.19	1.89	1.76	1.80	8.72	8.04	8.27	24.91	22.21	25.79	22.65
S9	14	3.2	a	S9.14.3.2.a	1	10.05.2015	2.44	5.22	10	4.73	6.31	5.86	8.98	4.70	5.48	1.72	2.02	1.57	9.29	9.41	9.50	25.56	22.11	26.41	24.35
S9	14	3.2	a	S9.14.3.2.a	2	13.01.2016	3.18	4.71	10	4.14	4.67	4.48	6.39	3.19	3.25	0.96	1.20	0.97	5.55	6.29	5.53	21.23	18.71	19.78	17.83
S9	17	1.1	a	S9.17.1.1.a	1	07.01.2016	2.04	6.59	8	6.32	6.46	5.72	8.06	4.13	3.52	2.11	2.52	2.19	8.42	8.12	8.06	27.32	24.90	30.31	26.58
S9	17	1.1	a	S9.17.1.1.a	2	07.01.2016	2.64	6.35	10	4.91	5.99	5.48	7.80	4.16	3.90	1.95	1.99	2.02	7.78	8.39	7.68	23.94	22.31	24.69	23.61
S9	17	1.1	a	S9.17.1.1.a	3	10.01.2016	2.95	5.90	8	5.97	6.45	6.02	8.45	3.36	3.47	1.80	1.75	1.75	7.26	7.67	7.43	22.08	20.47	24.41	21.29
S9	s	1	c	S9.s.1.c	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S9	s	1	c	S9.s.1.c	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S9	S10.1	1	h	S9.S10.1.1.h	1	09.02.2016	4.14	7.38	10	6.30	7.01	5.99	7.43	3.27	3.32	1.63	1.59	1.47	8.41	7.91	8.02	22.95	21.96	23.01	22.52
S9	S10.1	1	h	S9.S10.1.1.h	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S9	S10.1	2	g	S9.S10.1.2.g	1	11.01.2016	0.63	5.71	10	5.81	6.02	5.12	5.44	2.68	2.73	1.31	1.34	1.37	7.09	7.21	6.69	19.89	18.30	20.89	17.41
S9	S10.1	2	g	S9.S10.1.2.g	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S9	S10.2	1.2	b	S9.S10.2.1.2.b	1	11.01.2016	0.00	7.20	9	6.79	8.17	7.57	7.34	3.62	3.36	1.70	1.67	1.58	10.45	10.02	9.97	31.19	21.76	31.29	22.00
S9	S10.2	1.2	b	S9.S10.2.1.2.b	2	18.01.2016	1.89	6.58	7	5.14	5.48	6.04	8.47	4.29	4.56	1.39	1.54	1.44	9.09	9.30	9.33	27.38	20.37	28.03	20.01
S9	S10.2	3	d	S9.S10.2.3.d	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S9	S10.2	3	d	S9.S10.2.3.d	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S9	S10.2	4	f	S9.S10.2.4.f	1	21.01.2016	2.21	6.39	10	5.12	5.72	5.53	6.86	3.43	3.12	1.91	1.85	1.98	7.51	7.23	7.29	28.29	21.81	26.29	20.65
S9	S10.2	4	f	S9.S10.2.4.f	2	22.01.2016	2.07	5.73	10	6.47	6.58	5.74	6.40	3.58	3.18	1.86	1.88	1.71	8.43	8.20	8.07	26.17	19.10	27.64	20.48
S9	S10b.1	B	a	S9.S10b.1.B.a	1	19.02.2016	2.98	5.10	10	4.72	7.07	3.91	6.64	3.50	3.59	1.53	1.80	1.58	7.41	7.89	7.61	17.44	16.95	18.53	16.71
S9	S10b.1	B	a	S9.S10b.1.B.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S9	S10b.3	A	f	S9.S10b.3.A.f	1	07.01.2016	4.08	6.62	10	5.20	4.49	4.90	7.26	4.40	4.25	1.41	1.67	1.56	8.73	8.12	8.09	29.37	29.54	32.59	31.97
S9	S10b.3	A	f	S9.S10b.3.A.f	2	12.01.2016	4.15	6.51	11	4.44	5.25	4.26	8.61	4.56	4.43	1.41	1.46	1.49	8.26	8.32	8.93	30.83	30.26	31.96	31.85
S9	S10b.3	B	b	S9.S10b.3.B.b	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S9	S10b.3	B	b	S9.S10b.3.B.b	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S9	S10b.4	B	c	S9.S10b.4.B.c	1	01.02.2016	5.75	8.10	9	5.25	5.73	5.07	7.42	4.36	3.86	1.26	1.33	1.42	8.82	9.01	9.11	32.97	27.86	36.25	30.80
S9	S10b.4	B	c	S9.S10b.4.B.c	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S9	S10b.6	A.2	a	S9.S10b.6.A.2.a	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S9	S10b.6	A.2	a	S9.S10b.6.A.2.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S9	S10b.7	A	e	S9.S10b.7.A.e	1	12.01.2016	4.45	8.81	10	8.24	8.01	7.60	7.78	3.72	3.92	1.85	1.80	1.89	9.50	7.12	8.73	37.36	30.39	36.93	33.02
S9	S10b.7	A	e	S9.S10b.7.A.e	2	15.02.2016	2.18	7.89	NA	6.93	7.97	7.07	7.68	4.21	4.02	1.69	2.06	1.80	8.50	8.37	8.92	30.32	25.51	31.54	27.77
S9	S10b.8	B	c	S9.S10b.8.B.c	1	12.01.2016	4.21	6.68	10	7.23	7.32	7.88	5.95	2.86	3.48	1.95	1.59	1.70	9.50	9.07	9.28	27.19	22.12	28.05	23.98
S9	S10b.8	B	c	S9.S10b.8.B.c	2	12.01.2016	3.83	5.78	10	5.06	7.36	6.06	6.10	3.02	3.17	1.52	1.61	1.40	8.01	9.41	7.88	31.39	23.62	24.87	20.42
S9	S10b.8	B	c	S9.S10b.8.B.c	3	13.01.2016	4.85	6.40	10	10.07	9.94	8.24	8.28	3.87	4.04	1.82	1.79	1.82	11.54	10.66	10.78	31.20	28.67	32.97	28.06
S11	2	3	g	S11.2.3.g	1	24.05.2015	3.92	5.50	10	5.85	7.60	5.94	7.01	2.91	2.97	1.65	1.70	1.55	8.09	7.73	7.80	24.30	21.14	23.73	19.84
S11	2	3	g	S11.2.3.g	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S11	2	3	i	S11.2.3.i	1	06.01.2016	2.96	6.26	10	7.02	8.36	7.44	6.38	3.37	3.17	1.55	1.77	1.54	10.09	10.31	10.83	34.37	26.49	36.42	28.05
S11	2	3	i	S11.2.3.i	2	09.01.2016	2.62	6.88	10	8.49	8.72	8.87	7.14	3.45	3.69	1.52	2.03	1.71	12.23	11.09	12.15	36.81	30.55	40.06	34.58
S11	2	3	i	S11.2.3.i	3	12.01.2016	3.04	6.98	10	6.71	7.76	7.47	7.01	3.23	3.38	1.68	1.96	1.81	10.52	10.76	11.19	34.90	27.78	40.05	31.25
S11	5	2.1	d	S11.5.2.1.d	1	DEAD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S11	5	2.1	d	S11.5.2.1.d	2	DEAD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S11	5	2.2	h	S11.5.2.2.h	1	09.01.2016	2.93	5.09	10	NA	NA	NA	NA	NA	NA	1.29	1.34	1.37	8.30	8.28	8.03	25.08	23.37	27.16	26.13
S11	5	2.2	h	S11.5.2.2.h	2	15.01.2016	3.39	5.53	10	6.10	NA	6.53	5.74	2.68	3.18	1.34	NA	1.46	8.68	NA	9.00	24.22	22.31	23.34	21.73
S11	7	1.1	a	S11.7.1.1.a	1	09.01.2016	2.85	5.89	10	5.38	6.75	6.15	6.09	2.79	2.92	1.38	1.45	1.47	7.92	8.10	8.34	28.26	26.25	28.16	26.83
S11	7	1.1	a	S11.7.1.1.a	2	09.01.2016	2.42	6.90	10	6.16	7.06	5.97	5.86	2.92	2.95	1.42	1.48	1.41	8.58	8.77	8.78	24.39	24.41	26.64	26.36
S11	7	1.1	b	S11.7.1.1.b	1	07.05.2015	2.67	5.84	10	6.24	6.05	5.96	6.67	3.04	3.14	1.47	1.63	1.30	7.99	7.86	7.98	23.89	21.93	25.00	22.34
S11	7	1.1	b	S11.7.1.1.b	2	17.05.2015	2.57	6.50	10	6.15	7.03	6.59	7.12	3.60	3.74	1.68	1.94	2.01	8.86	8.59	9.32	25.25	23.18	25.15	22.47
S11	7	1.1	b	S11.7.1.1.b	3	26.05.2015	2.15	7.21	10	6.50	6.77	7.04	7.04	3.12	3.14	1.69	1.84	1.66	9.32	9.02	9.55	26.76	24.76	27.98	25.79
S11	7	1.1	b	S11.7.1.1.b	4	31.05.2015	2.10	7.04	10	7.92	7.64	6.96	6.91	3.80	3.34	1.71	1.66	1.62	9.48	9.16	9.26	24.45	25.51	26.36	26.46
S11	9	1	e	S11.9.1.e	1	17.05.2015	2.76	6.63	10	6.80	7.27	6.17	7.72	3.34	3.35	1.70	2.05	1.75	9.10	8.26	9.06	25.10	23.59	22.79	23.26
S11	9	1	e	S11.9.1.e	2	14.06.2015	3.74	6.57	11	6.98	8.35	7.13	6.83	3.33	3.36	1.82	1.83	1.87	9.38	9.38	9.58	27.73	23.73	27.91	25.99
S11	9	1	h	S11.9.1.h	1	09.05.2015	2.61	6.03	10	6.89	8.07	8.02	8.37	3.56	3.47	1.82	1.75	1.84	9.09	9.70	9.57	28.79	27.21	29.63	28.27
S11	9	1	h	S11.9.1.h	2	23.05.2015	2.63	6.82	10	5.94	7.32	6.94	5.86	2.65	2.63	1.55	1.60	1.61	8.57	8.19	8.64	31.15	27.86	33.90	30.81
S11	9	1	h	S11.9.1.h	3	02.06.2015	2.00	7.03	10	7.17	8.12	7.97	6.47	3.43	3.06	1.61	1.48	1.59	8.90	8.79	9.15	27.79	26.57	29.21	28.25
S11	10	1	a	S11.10.1.a	1	15.01.2016	3.26	6.21	10	6.77	7.32	6.37	5.81	3.05	3.09	1.55	1.64	1.44	8.34	8.32	8.42	29.40	24.48	33.32	28.57
S11	10	1	a	S11.10.1.a	2	22.01.2016	2.49	6.88	10	6.90	7.32	5.62	5.70	2.82	3.01	1.37	1.46	1.48	8.63	8.38	8.02	31.29	27.08	34.41	29.87
S11	10	1	c	S11.10.1.c	1	15.01.2016	3.69	6.32	10	6.83	7.57	7.36	7.29	3.78	3.82	1.66	1.62	1.67	9.52	9.52	9.52	30.28	27.59	32.88	25.96
S11	10	1	c	S11.10.1.c	2	25.01.2016	4.28	6.13	10	6.53	7.07	6.29	6.25	2.92	3.06	1.49	1.62	1.37	8.20	7.80	7.86	29.13	25.53	32.51	28.68
S11	11	1.2	d	S11.11.1.2.d	1	01.02.2016	1.70	6.36	10	6.07	6.46	6.21	6.63	3.51	3.26	1.63	1.63	1.57	9.02	8.24	8.60	24.68	23.13	25.93	25.49
