Pop	Patch	Blossom	Seed	ID	GHblossom	Date	ASD	GAD	MF	GSDl	GSDc	GSDr	GW	GHl	GHr	SWl	SWc	SWr	SLl	SLc	SLr	UBL	UBW	LBL	LBW
S11	11	1.2	d	S11.11.1.2.d	2	02.02.2016	1.44	7.13	10	5.98	6.08	5.99	6.31	3.17	3.31	1.46	1.69	1.56	8.19	8.08	8.02	24.26	23.83	27.56	27.51
S11	11	1.3	b	S11.11.1.3.b	1	18.05.2015	2.56	5.97	10	6.26	6.94	6.49	7.20	3.98	3.89	1.63	1.65	1.56	8.35	8.54	8.15	25.24	25.22	24.40	24.60
S11	11	1.3	b	S11.11.1.3.b	2	26.05.2015	1.71	6.27	10	6.25	7.30	7.60	6.87	3.29	3.25	1.60	1.76	1.52	8.57	8.22	8.90	24.55	25.07	24.40	24.91
S11	11	1.3	b	S11.11.1.3.b	3	10.01.2016	1.39	6.57	10	5.83	6.69	5.98	5.82	3.12	2.70	1.37	1.40	1.43	7.86	8.00	7.65	26.58	23.22	27.53	24.41
S11	12	1.1	a	S11.12.1.1.a	1	14.05.2015	3.08	6.79	10	6.03	6.80	5.62	8.32	3.91	4.15	2.05	1.81	1.97	9.47	9.07	9.58	24.17	23.58	25.82	23.02
S11	12	1.1	a	S11.12.1.1.a	2	15.05.2015	1.79	5.72	10	6.60	6.91	6.59	6.75	3.01	3.20	1.44	1.49	1.41	8.41	8.15	8.25	23.68	23.54	27.81	25.79
S11	12	1.1	a	S11.12.1.1.a	3	28.05.2015	2.39	6.86	10	6.86	7.49	6.16	6.57	3.45	2.90	1.44	1.44	1.37	8.12	7.92	8.13	23.52	23.19	25.92	23.46
S11	12	1.2	f	S11.12.1.2.f	1	13.05.2015	3.21	6.27	10	6.87	8.07	6.32	6.57	3.13	2.89	1.16	1.31	1.24	7.83	7.85	7.63	26.60	28.28	27.01	28.96
S11	12	1.2	f	S11.12.1.2.f	2	21.05.2015	2.98	5.19	10	5.94	6.20	6.10	6.23	2.77	3.19	1.11	1.26	1.18	6.23	6.92	7.22	25.52	26.42	26.77	26.92
S11	13	1.1	a	S11.13.1.1.a	1	07.05.2015	2.94	5.40	10	6.05	7.51	6.53	6.95	3.46	3.24	1.75	1.67	1.50	8.83	9.36	8.75	23.23	20.60	22.96	22.11
S11	13	1.1	a	S11.13.1.1.a	2	10.01.2016	2.55	6.03	8	6.49	8.16	5.78	5.76	2.80	2.60	1.50	1.62	1.38	8.10	7.80	7.53	27.94	26.60	30.78	28.15
S11	13	1.2	g	S11.13.1.2.g	1	02.07.2015	3.46	5.98	10	4.44	5.17	4.47	5.77	2.66	2.35	1.25	1.42	1.21	5.64	6.33	5.48	22.68	19.92	21.72	19.04
S11	13	1.2	g	S11.13.1.2.g	2	04.02.2016	2.88	5.80	10	5.61	6.54	5.82	6.10	2.90	2.93	1.29	1.41	1.30	7.56	8.11	8.00	29.52	26.58	31.08	27.84
S11	14	1	c	S11.14.1.c	1	09.05.2015	3.50	6.47	11	5.81	6.03	6.05	7.75	3.44	3.84	1.46	1.52	1.60	7.34	7.96	7.48	28.71	25.27	29.19	27.27
S11	14	1	c	S11.14.1.c	2	17.05.2015	4.49	6.82	10	5.76	6.21	5.43	6.69	3.28	3.36	1.51	1.49	1.70	7.20	7.36	7.47	26.24	24.33	27.09	25.19
S11	14	1	h	S11.14.1.h	1	04.02.2016	4.41	8.08	10	8.19	9.00	8.56	7.57	4.03	4.02	1.79	1.63	1.60	9.96	10.03	10.31	33.50	32.52	36.13	33.70
S11	14	1	h	S11.14.1.h	2	05.02.2016	5.21	5.36	10	6.26	7.10	6.00	6.26	2.81	3.13	1.19	1.18	1.15	7.52	7.68	6.86	30.31	28.54	33.22	30.26
S12	1	1	b	S12.1.1.b	1	22.01.2016	2.51	6.46	10	7.33	7.93	7.81	7.43	3.55	3.61	1.47	1.64	1.86	8.68	8.86	9.14	24.37	21.92	25.88	22.76
S12	1	1	b	S12.1.1.b	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S12	1	1	d	S12.1.1.d	1	21.01.2016	1.02	5.69	11	6.89	7.24	5.97	7.17	3.18	2.60	1.43	1.54	1.56	8.32	8.30	8.42	25.55	20.88	27.57	22.65
S12	1	1	d	S12.1.1.d	2	21.01.2016	2.40	2.64	8	4.83	6.17	5.51	6.25	2.62	2.59	1.36	1.51	1.32	7.52	7.70	7.48	21.12	19.42	23.49	20.71
S12	1	1	d	S12.1.1.d	3	25.01.2016	4.15	5.64	10	8.15	8.41	7.43	6.84	3.51	3.16	1.21	1.45	1.52	8.92	8.76	8.47	25.42	NA	24.70	20.28
S12	1	2.2	c	S12.1.2.2.c	1	10.01.2016	0.20	5.69	9	6.87	6.78	6.69	6.97	3.38	3.35	1.51	2.03	1.93	9.69	9.59	9.32	24.17	20.91	24.99	23.19
S12	1	2.2	c	S12.1.2.2.c	2	22.01.2016	2.26	6.24	10	8.14	8.00	7.81	7.87	4.01	3.49	1.47	1.79	1.80	9.44	8.92	10.34	24.08	22.55	20.38	19.29
S12	1	2.2	d	S12.1.2.2.d	1	11.01.2016	2.09	6.35	10	8.82	8.81	8.59	7.13	3.71	3.16	1.77	1.92	1.79	10.60	11.09	10.76	24.59	21.47	24.82	22.18
S12	1	2.2	d	S12.1.2.2.d	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S12	1	5.2	e	S12.1.5.2.e	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S12	1	5.2	e	S12.1.5.2.e	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S12	1	5.3	c	S12.1.5.3.c	1	09.01.2016	3.97	5.60	10	8.70	9.66	9.30	7.65	4.35	3.97	2.06	1.71	1.75	10.65	10.76	11.19	23.97	23.89	24.10	22.30
S12	1	5.3	c	S12.1.5.3.c	2	23.01.2016	1.75	6.27	10	8.94	9.34	8.58	7.57	4.02	3.94	1.64	1.66	1.42	10.71	9.67	10.12	29.67	26.60	30.08	26.74
S12	1	5.3	c	S12.1.5.3.c	3	24.01.2016	2.74	5.75	10	7.84	8.62	7.36	7.36	4.02	4.06	1.67	1.80	1.81	10.05	9.79	9.39	28.21	24.41	28.31	25.63
S12	1	5.3	g	S12.1.5.3.g	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S12	1	5.3	g	S12.1.5.3.g	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S12	1	6.1	a	S12.1.6.1.a	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S12	1	6.1	a	S12.1.6.1.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S12	1	6.2	d	S12.1.6.2.d	1	18.01.2016	1.86	6.65	10	7.83	7.96	7.13	7.55	4.40	4.13	2.01	1.91	2.08	9.25	8.72	9.07	24.80	21.80	23.44	21.27
S12	1	6.2	d	S12.1.6.2.d	2	18.02.2016	1.47	5.58	10	6.43	6.85	6.89	7.51	3.76	3.87	1.68	1.95	1.75	8.38	8.58	8.70	22.89	21.55	24.52	21.70
S12	2	1	b	S12.2.1.b	1	21.01.2016	0.97	6.20	10	6.53	6.20	6.16	5.90	2.88	2.70	1.50	1.43	1.41	7.55	7.15	7.44	22.16	19.04	22.11	19.08
S12	2	1	b	S12.2.1.b	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	1	a	a	S13.1.a.a	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	1	a	a	S13.1.a.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	1	c	f	S13.1.c.f	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	1	c	f	S13.1.c.f	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	1	d	a	S13.1.d.a	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	1	d	a	S13.1.d.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	4	a	a	S13.4.a.a	1	22.01.2016	5.62	7.76	10	5.85	5.89	5.38	6.88	3.40	3.42	1.32	1.29	1.31	6.10	5.81	5.63	18.75	18.50	20.96	20.78
S13	4	a	a	S13.4.a.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	4	a	b	S13.4.a.b	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	4	a	b	S13.4.a.b	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	4	b	c	S13.4.b.c	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	4	b	c	S13.4.b.c	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	10	b	c	S13.10.b.c	1	22.01.2016	3.99	6.54	10	5.57	6.40	5.33	7.20	3.50	3.48	1.28	1.33	1.41	6.78	7.76	6.68	24.83	21.81	27.90	21.08
S13	10	b	c	S13.10.b.c	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	10	b	f	S13.10.b.f	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	10	b	f	S13.10.b.f	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	14	c	e	S13.14.c.e	1	DEAD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	14	c	e	S13.14.c.e	2	DEAD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	14	c	f	S13.14.c.f	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S13	14	c	f	S13.14.c.f	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S16	12	1	h	S16.12.1.h	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S16	12	1	h	S16.12.1.h	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S16	12	3	d	S16.12.3.d	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S16	12	3	d	S16.12.3.d	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S16	12	3	i	S16.12.3.i	1	12.01.2016	4.29	5.95	9	4.58	5.97	5.33	5.44	2.26	2.64	0.94	0.88	1.02	5.44	6.14	6.19	33.00	23.31	32.55	23.69
S16	12	3	i	S16.12.3.i	2	15.01.2016	3.76	5.28	10	6.43	6.77	6.53	6.70	2.45	2.27	1.05	1.05	1.15	7.12	7.13	7.20	28.31	20.89	34.72	22.27
S16	12	3	i	S16.12.3.i	3	22.01.2016	5.45	6.11	10	5.55	7.15	6.65	6.71	3.13	2.89	1.00	1.21	1.17	6.39	7.36	6.91	34.31	22.73	38.16	25.29
S17	1	b	c	S17.1.b.c	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S17	1	b	c	S17.1.b.c	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S17	1	d	a	S17.1.d.a	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S17	1	d	a	S17.1.d.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	6	a	c	S18.6.a.c	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	6	a	c	S18.6.a.c	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	6	b	a	S18.6.b.a	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	6	b	a	S18.6.b.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	6	c	d	S18.6.c.d	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	6	c	d	S18.6.c.d	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	6	d	c	S18.6.d.c	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	6	d	c	S18.6.d.c	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	8	a	b	S18.8.a.b	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	8	a	b	S18.8.a.b	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	8	a	d	S18.8.a.d	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	8	a	d	S18.8.a.d	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	8	b	a	S18.8.b.a	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	8	b	a	S18.8.b.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	9	a	c	S18.9.a.c	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	9	a	c	S18.9.a.c	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	9	a	e	S18.9.a.e	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	9	a	e	S18.9.a.e	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	9	a	f	S18.9.a.f	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S18	9	a	f	S18.9.a.f	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	1	a	i	S19.1.a.i	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	1	a	i	S19.1.a.i	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	1	b	c	S19.1.b.c	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	1	b	c	S19.1.b.c	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	2	a	b	S19.2.a.b	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	2	a	b	S19.2.a.b	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	2	b	b	S19.2.b.b	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	2	b	b	S19.2.b.b	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	2	c	a	S19.2.c.a	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	2	c	a	S19.2.c.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	5	1	a	S19.5.1.a	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	5	1	a	S19.5.1.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	5	2	c	S19.5.2.c	1	22.01.2016	3.55	7.39	10	5.37	6.24	4.96	6.32	3.87	3.58	1.38	1.56	1.43	6.35	6.77	6.63	25.01	22.95	25.20	24.85
S19	5	2	c	S19.5.2.c	2	08.02.2016	2.86	4.76	10	4.61	5.40	4.44	5.45	2.78	2.61	0.92	1.30	1.02	5.65	5.93	5.41	19.28	18.78	18.70	17.77
S19	8	1	b	S19.8.1.b	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	8	1	b	S19.8.1.b	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	8	1	c	S19.8.1.c	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	8	1	c	S19.8.1.c	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	8	2	a	S19.8.2.a	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S19	8	2	a	S19.8.2.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S20	5	a	a	S20.5.a.a	1	03.02.2016	7.74	7.93	10	5.63	5.24	4.61	8.50	4.74	4.78	1.57	1.53	1.61	5.60	5.58	5.74	30.70	28.09	32.44	27.68
S20	5	a	a	S20.5.a.a	2	04.02.2016	8.33	7.20	10	5.95	6.08	4.76	8.75	4.75	4.46	1.60	1.71	1.59	7.01	6.45	6.84	33.15	28.04	35.17	28.64
S20	5	a	a	S20.5.a.a	3	04.02.2016	7.99	7.21	10	4.97	5.41	4.68	8.04	4.71	4.46	1.50	1.53	1.65	5.58	5.58	6.06	34.06	31.24	35.27	29.70
S20	5	a	a	S20.5.a.a	4	15.02.2016	4.47	4.53	10	4.02	4.67	3.79	7.31	3.92	3.77	1.27	1.37	1.29	4.73	4.87	4.66	27.56	24.10	30.14	24.13
S20	5	a	b	S20.5.a.b	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S20	5	a	b	S20.5.a.b	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S20	5	b	a	S20.5.b.a	1	16.01.2016	8.66	9.35	10	5.47	6.17	5.60	9.01	5.07	4.69	1.77	1.70	1.68	6.26	6.18	6.26	35.12	31.09	35.09	30.21
S20	5	b	a	S20.5.b.a	2	19.01.2016	7.98	7.88	10	5.86	6.90	6.57	8.28	4.81	4.56	1.60	1.60	1.65	6.32	6.49	6.24	31.75	28.31	32.98	28.37
S20	5	b	a	S20.5.b.a	3	19.01.2016	9.08	8.16	10	4.80	5.41	5.26	8.26	4.99	4.94	1.60	1.49	1.53	5.30	5.88	5.63	33.22	30.33	31.33	28.27
S20	5	b	a	S20.5.b.a	4	01.02.2016	7.65	7.11	10	4.91	5.22	4.78	8.24	4.70	4.26	1.45	1.44	1.44	5.68	5.54	5.64	28.83	25.44	30.24	24.58
S20	5	b	b	S20.5.b.b	1	25.01.2016	NA	7.72	10	NA	NA	NA	7.77	4.15	4.08	NA	NA	NA	NA	NA	NA	31.65	27.39	34.34	27.09
S20	5	b	b	S20.5.b.b	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S20	5	b	c	S20.5.b.c	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S20	5	b	c	S20.5.b.c	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S20	5	b	f	S20.5.b.f	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S20	5	b	f	S20.5.b.f	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S21	2	b	a	S21.2.b.a	1	13.05.2015	1.74	6.23	10	6.71	7.58	6.43	6.81	3.53	3.61	1.57	1.59	1.70	7.88	8.04	7.60	27.68	25.94	29.56	27.77
S21	2	b	a	S21.2.b.a	2	18.05.2015	2.85	6.17	10	5.21	6.13	5.39	6.39	3.24	3.26	1.61	1.51	1.59	6.81	6.66	6.38	20.06	19.11	22.13	20.54
S21	2	b	a	S21.2.b.a	3	02.06.2015	4.33	7.12	10	4.35	5.24	3.75	7.61	4.20	4.00	1.71	1.75	1.47	6.10	6.47	6.27	21.34	23.49	20.20	20.68
S21	8	1	a	S21.8.1.a	1	14.05.2015	2.59	6.67	10	6.21	7.90	6.67	6.53	3.44	3.40	1.52	1.53	1.66	7.58	8.15	7.94	27.05	22.44	28.48	22.92
S21	8	1	a	S21.8.1.a	2	14.05.2015	4.74	6.59	10	7.19	7.76	6.70	7.19	3.68	3.47	1.71	1.78	1.69	8.16	7.78	8.32	26.47	23.92	27.66	23.75
S21	8	1	b	S21.8.1.b	1	18.05.2015	4.80	6.97	10	7.13	8.26	7.07	7.34	4.02	3.85	1.70	1.83	1.99	8.17	8.42	8.42	24.60	24.58	25.16	24.06
S21	8	1	b	S21.8.1.b	2	20.05.2015	3.74	6.12	10	6.45	6.92	6.87	6.20	2.88	2.90	1.38	1.55	1.43	7.50	7.54	7.52	25.30	21.68	26.49	21.47
S21	8	1	b	S21.8.1.b	3	26.05.2015	3.46	7.02	10	6.60	7.10	6.55	6.30	3.35	3.51	1.62	1.86	1.59	8.25	7.93	8.27	25.07	22.08	24.87	22.59
S21	8	1	b	S21.8.1.b	4	28.05.2015	2.97	7.02	10	6.09	7.08	6.12	6.50	4.00	3.30	1.45	1.58	1.51	6.98	7.66	7.86	25.65	22.96	26.46	22.44
S21	8	1	c	S21.8.1.c	1	10.05.2015	3.64	6.53	10	6.07	7.35	6.34	6.80	3.59	3.60	1.64	1.62	1.48	8.50	8.60	8.10	27.42	24.18	28.49	25.55
S21	8	1	c	S21.8.1.c	2	12.05.2015	4.09	6.80	10	6.93	7.45	7.35	7.23	3.92	3.89	1.67	1.77	1.65	8.67	8.66	8.56	26.02	23.76	26.62	22.93
S21	8	1	c	S21.8.1.c	3	29.05.2015	4.83	7.44	10	7.66	8.83	7.74	7.07	3.63	3.97	1.69	1.72	1.74	8.00	8.06	8.34	28.09	27.07	28.77	27.98
S21	11	b	a	S21.11.b.a	1	17.05.2015	4.76	6.75	10	6.21	7.17	6.20	7.81	4.27	4.19	2.12	1.69	2.13	7.88	7.95	7.19	27.01	26.39	27.03	26.21
S21	11	b	a	S21.11.b.a	2	18.05.2015	4.89	7.08	10	5.60	7.44	5.99	7.72	3.89	3.79	1.74	1.62	1.84	7.12	7.51	7.46	24.23	24.54	23.55	24.44
S21	11	b	e	S21.11.b.e	1	15.05.2015	3.64	6.09	10	6.60	8.43	6.85	6.84	3.78	4.04	1.78	1.81	1.82	7.85	7.91	7.46	27.83	25.51	28.57	22.38
S21	11	b	e	S21.11.b.e	2	25.05.2015	1.33	6.35	10	6.87	6.93	6.35	6.26	3.39	3.60	1.71	1.70	1.87	7.85	7.56	7.77	25.84	22.78	26.52	22.79
S21	11	b	e	S21.11.b.e	3	26.05.2015	3.68	6.39	10	4.43	5.33	5.40	7.03	3.70	3.61	1.84	1.81	1.86	6.38	6.73	7.07	26.41	24.59	26.50	23.12
S21	11	b	h	S21.11.b.h	1	23.05.2015	4.10	7.34	9	6.56	7.82	6.43	6.78	3.51	3.85	1.40	1.60	1.66	7.42	7.25	7.36	26.52	21.84	27.78	24.95
S21	11	b	h	S21.11.b.h	2	02.07.2015	1.49	8.29	10	6.60	7.91	7.16	7.54	4.03	3.64	1.49	1.68	1.60	7.93	8.41	7.84	25.72	22.78	27.28	22.35
S21	12	1	a	S21.12.1.a	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S21	12	1	a	S21.12.1.a	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S21	12	1	b	S21.12.1.b	1	18.01.2016	2.44	8.13	10	7.02	7.69	6.69	9.20	4.73	4.99	1.42	1.66	1.56	10.21	9.45	10.40	32.96	32.89	31.59	33.91
S21	12	1	b	S21.12.1.b	2	01.02.2016	3.04	NA	10	7.44	6.95	7.04	8.90	4.10	4.03	1.40	1.49	1.46	9.51	8.84	9.09	28.12	27.70	29.80	26.95
S21	12	1	c	S21.12.1.c	1	15.05.2015	2.51	6.92	10	5.92	7.39	6.41	6.34	3.48	3.28	2.02	1.87	2.13	7.48	7.89	7.94	29.54	25.02	33.01	31.18
S21	12	1	c	S21.12.1.c	2	16.06.2015	2.89	7.00	10	5.15	7.04	6.17	5.88	3.25	3.08	1.70	2.03	1.73	6.50	6.63	6.97	30.04	29.64	29.64	29.01
S21	12	1	c	S21.12.1.c	3	16.06.2015	2.07	6.47	10	6.04	7.07	6.27	6.53	3.30	3.13	2.01	2.38	2.01	7.83	7.58	7.73	28.31	27.42	27.73	25.29
S22	2	1	a	S22.2.1.a	1	09.02.2016	5.36	7.30	10	4.73	5.36	4.94	8.76	4.07	4.08	1.32	1.19	1.30	7.46	7.38	7.31	23.90	21.98	22.18	18.76
