country,pop,sire,dam,flowering.start.jd,petal.width.mm,petal.length.mm,fruits,flowers,rosette.size.cm2,inflorescences,leaf.damage.percent
sweden,STUS,STUS15,STUS151,144,3.7666666667,3.7666666667,0,2,2.842513033,1,0
norway,SPIT,SPIT51,SPIT513,140,3.05,1.8,9,26,3.913874668,4,10
norway,VIS,VIS19,VIS191,137,3.1666666667,3.2666666667,18,40,4.037645564,2,0
sweden,STUC,STUC46,STUC463,140,2.7333333333,2.8666666667,3,20,2.126229908,3,0
sweden,STUC,STUC58,STUC585,140,2.4,2.0333333333,4,21,0.5674501731,1,0
norway,SPIT,SPIT2,SPIT23,140,2.3666666667,2.5333333333,11,23,2.897553736,3,0
sweden,STUC,STUC58,STUC585,151,2.7,2.3,0,3,0.4901669938,1,0
sweden,STUC,STUC1,STUC12,144,2.8666666667,3.5333333333,4,10,1.1085738,2,0
sweden,STUC,STUC66,STUC662,140,3.1666666667,3.3666666667,2,4,1.232760957,7,0
norway,VIS,VIS57,VIS575,140,3.4333333333,3.6,8,18,2.139243956,2,0
sweden,STUS,STUS49,STUS496,140,3.4333333333,3.6,20,59,4.897428788,6,0
norway,SPIT,SPIT52,SPIT525,137,3.7,3.9,13,31,5.441112812,2,0
sweden,STUC,STUC26,STUC265,146,3.25,1.8333333333,3,9,0.8342499292,1,0
norway,SPIT,SPIT10,SPIT104,140,3.15,1.6666666667,6,16,3.365564648,3,0
sweden,STUS,STUS36,STUS363,137,3,3.5666666667,14,38,1.668185699,2,0
sweden,STUS,STUS38,STUS384,140,3.7333333333,3.5333333333,15,40,4.523579262,5,0
sweden,STUC,STUC68,STUC684,140,2.9666666667,3.4333333333,9,18,1.341263714,1,0
norway,SPIT,SPIT9,SPIT93,148,2.45,1.9,1,4,2.56504757,1,0
sweden,STUC,STUC58,STUC581,140,3.6666666667,3.6,9,30,2.805520779,3,0
norway,SPIT,SPIT31,SPIT312,140,2.9333333333,3.1666666667,7,14,6.749154184,1,0
sweden,STUC,STUC20,STUC203,144,3.1666666667,2.8666666667,5,12,1.052087964,2,0
norway,VIS,VIS25,VIS255,144,3.6333333333,3.5666666667,4,8,3.530757444,1,0
norway,SPIT,SPIT51,SPIT513,137,3.15,1.7666666667,8,18,39.85309772,2,0
norway,SPIT,SPIT33,SPIT334,140,2.6,2.8333333333,11,22,10.8719212,3,5
sweden,STUS,STUS69,STUS695,144,2.8666666667,2.8,4,12,9.540891225,1,0
sweden,STUS,STUS23,STUS235,140,2.7,2.0333333333,9,26,6.293866722,5,0
norway,SPIT,SPIT8,SPIT84,151,2.25,1.7333333333,11,27,58.66971404,3,0
sweden,STUS,STUS24,STUS243,140,2.4,2.8,10,24,7.249225048,3,0
norway,VIS,VIS48,VIS481,137,2.3333333333,2.4333333333,16,32,9.231004526,4,5
sweden,STUC,STUC68,STUC683,155,2.5666666667,2.8666666667,2,3,5.043010191,3,0
norway,VIS,VIS67,VIS671,137,2.8333333333,3.0666666667,38,75,39.25804866,6,0
sweden,STUC,STUC12,STUC121,140,3.5666666667,3.6333333333,9,23,9.078323123,5,0
sweden,STUC,STUC20,STUC203,137,2.8333333333,3.0333333333,5,15,2.744495342,2,0
sweden,STUS,STUS42,STUS422,140,3.45,2.2333333333,18,45,4.748203137,5,0
sweden,STUC,STUC26,STUC264,140,2.9333333333,2.8333333333,5,18,2.627251104,4,10
sweden,STUC,STUC66,STUC664,140,2.45,1.7333333333,10,43,4.053408505,4,0
sweden,STUS,STUS48,STUS482,144,2.8666666667,2.7,2,10,5.971539316,1,0
norway,VIS,VIS48,VIS481,140,3.2666666667,3.1,8,18,14.06648111,1,5
sweden,STUC,STUC18,STUC181,148,2.5,1.6666666667,3,4,7.261791419,1,0
sweden,STUS,STUS5,STUS55,137,3.1333333333,3.1666666667,2,34,4.599605804,6,0
sweden,STUS,STUS37,STUS374,144,3.1,3.2666666667,7,26,4.363043877,4,0
sweden,STUC,STUC54,STUC541,140,2.6,2.9,7,18,6.904592334,4,0
sweden,STUS,STUS37,STUS374,144,3.0333333333,3,4,13,7.238229474,2,0
sweden,STUC,STUC18,STUC184,151,3.3,3.2,9,21,7.837645352,7,5
norway,SPIT,SPIT65,SPIT654,137,3.5666666667,3.4666666667,16,38,13.88034174,5,10
sweden,STUC,STUC42,STUC424,157,2.7,2.6,3,9,3.475701032,5,0
sweden,STUS,STUS40,STUS402,144,2.8333333333,2.6,0,4,2.432770811,2,0
norway,VIS,VIS64,VIS641,140,3.3666666667,3.1333333333,5,19,33.11175825,2,0
sweden,STUC,STUC54,STUC541,144,2.9333333333,3,7,13,1.696318661,1,10
sweden,STUS,STUS1,STUS11,140,3.8,3.6333333333,9,34,12.95404315,5,0
norway,SPIT,SPIT31,SPIT312,140,2.9,2.6,5,10,2.742374767,1,10
norway,SPIT,SPIT47,SPIT471,140,3.1666666667,3.3666666667,8,14,3.170259687,1,0
norway,VIS,VIS59,VIS594,140,3.5333333333,3.5,6,17,11.29716718,1,0
norway,SPIT,SPIT30,SPIT305,140,2.6333333333,2.8,29,55,19.02045856,5,0
norway,VIS,VIS45,VIS452,140,2.7,2.7,8,12,16.16883491,2,0
sweden,STUC,STUC15,STUC154,140,3.1666666667,3.6,2,10,2.601238717,2,0
norway,VIS,VIS47,VIS471,140,2.5333333333,3.0333333333,5,19,8.010590028,4,5
norway,SPIT,SPIT31,SPIT314,140,2.4,2.1,6,11,1.615218447,1,15
sweden,STUS,STUS20,STUS203,140,3.7333333333,3.7333333333,24,56,7.401513752,5,10
sweden,STUS,STUS35,STUS352,151,2.9333333333,3.5333333333,1,6,4.282147866,2,0
sweden,STUC,STUC59,STUC593,146,3.0333333333,3.0666666667,2,9,3.45123588,2,5
sweden,STUS,STUS18,STUS183,144,2.0333333333,2.2333333333,0,3,1.767145868,3,0
sweden,STUS,STUS9,STUS91,140,3.1666666667,3.4333333333,4,12,4.581934345,1,0
norway,VIS,VIS20,VIS201,140,2.8,3.0333333333,11,21,14.54813438,2,0
norway,SPIT,SPIT46,SPIT465,140,3.2,3.0666666667,5,10,2.993050299,1,0
sweden,STUS,STUS51,STUS512,144,3.5333333333,3.2,23,61,5.006442053,8,0
sweden,STUC,STUC26,STUC261,144,3.0333333333,2.6,7,16,1.889149618,4,0
norway,SPIT,SPIT3,SPIT32,140,2.2,2.2,5,11,2.005215759,1,0
sweden,STUS,STUS60,STUS601,140,2.8,3.4333333333,11,28,3.405643516,3,0
norway,VIS,VIS7,VIS75,137,3.0333333333,3.0666666667,9,21,7.02108259,3,20
sweden,STUC,STUC59,STUC593,144,3.3333333333,3.2666666667,3,9,3.541124699,1,10
norway,SPIT,SPIT30,SPIT303,137,3.0666666667,4.1666666667,29,78,72.15822064,11,0
sweden,STUC,STUC45,STUC452,144,3.9666666667,3.2333333333,5,11,2.181082116,1,0
sweden,STUC,STUC38,STUC381,144,3,2.2,2,6,2.058371507,1,0
sweden,STUC,STUC26,STUC262,144,2.9,2.5666666667,5,13,7.215327263,3,0
sweden,STUC,STUC49,STUC493,146,2.5666666667,2.6,0,2,3.13105261,2,0
norway,SPIT,SPIT64,SPIT642,137,3.3,3.2333333333,17,53,10.58654678,4,10
norway,VIS,VIS20,VIS202,137,3.35,2.0666666667,12,24,31.0876301,2,20
norway,SPIT,SPIT8,SPIT81,144,2.3,2.7,0,3,7.671604326,1,10
norway,SPIT,SPIT7,SPIT71,137,2.0666666667,2.7,45,109,32.78592797,8,0
sweden,STUC,STUC68,STUC684,140,3,3.5333333333,5,12,5.526312805,2,10
sweden,STUS,STUS32,STUS321,140,3.2,3.0333333333,6,18,8.437626717,1,10
sweden,STUS,STUS8,STUS85,140,3.6,3.8,18,48,7.13707019,5,0
sweden,STUC,STUC2,STUC23,148,3.0333333333,2.9666666667,7,19,4.69650823,2,0
sweden,STUS,STUS6,STUS61,140,3.1,3.3,10,25,7.07487451,2,0
sweden,STUS,STUS8,STUS82,140,3.1,3.4,9,36,8.364678936,3,0
sweden,STUC,STUC40,STUC401,157,2.6,2.6,0,4,2.872318893,1,0
norway,SPIT,SPIT47,SPIT471,137,2.7333333333,2.7666666667,16,36,27.43748429,84,0
sweden,STUS,STUS30,STUS304,157,2.3,2.9666666667,2,8,11.02535659,2,10
sweden,STUC,STUC65,STUC651,137,3.1,3.8,15,39,7.286484337,4,0
sweden,STUC,STUC33,STUC332,146,2.6333333333,2.9666666667,6,12,1.10752922,1,0
norway,SPIT,SPIT2,SPIT25,144,2.15,1.7333333333,4,7,4.469669532,1,10
norway,SPIT,SPIT39,SPIT392,137,2.8,2.8,10,20,28.92049666,4,0
norway,VIS,VIS63,VIS634,134,3.2666666667,2.9666666667,2,8,4.97854471,1,0
sweden,STUS,STUS1,STUS14,140,3.1,3.6333333333,8,17,1.173007865,1,0
norway,VIS,VIS20,VIS204,140,3.1333333333,3.7333333333,7,13,3.566807219,3,10
norway,SPIT,SPIT11,SPIT111,137,2.8666666667,3.2,7,14,7.974069013,3,20
norway,SPIT,SPIT33,SPIT334,137,2.5333333333,3.0333333333,10,18,1.253330535,2,0
norway,VIS,VIS45,VIS455,144,3.2,3.4,4,9,4.087408392,1,0
sweden,STUC,STUC40,STUC401,140,3.5666666667,3.5666666667,13,32,7.691372798,2,0
norway,SPIT,SPIT11,SPIT112,137,2.8,2.7333333333,37,98,24.47461684,9,0
sweden,STUC,STUC58,STUC584,144,2.7,2.9,18,51,6.06802548,6,0
sweden,STUS,STUS3,STUS35,140,3.05,2,9,17,5.594108375,2,10
sweden,STUS,STUS35,STUS352,155,3.2,2.5,2,6,3.976785061,2,0
norway,SPIT,SPIT64,SPIT641,137,2.1,1.5666666667,5,9,0.4675946506,1,0
norway,SPIT,SPIT37,SPIT372,144,2.2666666667,2.4,0,6,7.241292527,2,10
norway,SPIT,SPIT11,SPIT112,137,3.0666666667,3.3,19,43,19.75904699,4,0
sweden,STUC,STUC42,STUC421,140,2.6666666667,2.8666666667,3,8,3.454997937,1,10
sweden,STUS,STUS38,STUS382,146,3.8333333333,4.3,3,11,1.329270684,1,0
norway,SPIT,SPIT23,SPIT232,140,3.2666666667,3.3333333333,14,38,4.885804895,6,20
norway,SPIT,SPIT1,SPIT14,137,2.9,3,12,25,3.806290827,2,10
sweden,STUC,STUC65,STUC651,144,2,2.7,2,5,1.983601601,1,0
sweden,STUC,STUC1,STUC15,146,3.35,2.5666666667,4,8,1.710220209,1,0
norway,SPIT,SPIT9,SPIT93,174,2.3,2.9,9,24,2.65566681,2,0
norway,SPIT,SPIT58,SPIT581,140,3,2.3333333333,2,7,7.087472296,1,0
sweden,STUS,STUS37,STUS373,144,2.8333333333,3.5333333333,10,23,5.809982914,3,0
norway,SPIT,SPIT13,SPIT131,137,3.1,2.8666666667,6,12,5.206954204,1,10
sweden,STUC,STUC13,STUC131,144,3.1,2.0666666667,5,14,6.914456935,1,10
sweden,STUS,STUS69,STUS692,140,3.3,2.6,4,11,8.381926279,1,0
sweden,STUS,STUS8,STUS81,146,3.1333333333,3.3333333333,6,13,3.953128868,1,0
sweden,STUS,STUS54,STUS543,140,2.55,2.0333333333,4,11,7.114529263,1,0
sweden,STUC,STUC47,STUC474,151,3.25,1.8,3,8,3.219818311,1,0
norway,SPIT,SPIT19,SPIT195,137,3.0666666667,3.0333333333,13,29,5.149533744,5,0
norway,VIS,VIS65,VIS652,140,3.2,2.1333333333,4,10,6.958384254,1,0
sweden,STUC,STUC59,STUC593,140,2.7666666667,2.6,6,26,5.654615449,4,0
sweden,STUS,STUS35,STUS354,140,2.5,2.9333333333,13,37,5.641043769,4,0
sweden,STUC,STUC60,STUC601,140,4.05,2.6666666667,4,12,3.61854925,3,0
norway,VIS,VIS63,VIS634,140,3.7,3.8333333333,6,16,10.96239907,3,10
sweden,STUS,STUS3,STUS35,140,3.4,3.8,4,12,2.536396245,1,0
sweden,STUC,STUC31,STUC311,137,3.3666666667,3.2,15,36,3.284346624,7,0
sweden,STUC,STUC38,STUC382,144,2.65,1.9666666667,5,10,2.73679844,1,0
sweden,STUC,STUC42,STUC422,137,3.4666666667,3.5666666667,10,19,2.323521927,2,0
norway,SPIT,SPIT44,SPIT441,137,2.85,2.1666666667,6,11,2.019211554,1,0
norway,SPIT,SPIT4,SPIT41,140,3.3,2.9,2,9,1.038689071,1,0
sweden,STUS,STUS36,STUS363,140,2.7,2.95,7,17,2.696240479,1,0
sweden,STUS,STUS48,STUS481,140,3.1333333333,3.3666666667,12,34,7.865636943,4,0
sweden,STUC,STUC69,STUC694,140,3.25,2.1666666667,0,5,2.770633393,1,0
norway,SPIT,SPIT8,SPIT85,144,2.7333333333,2.8,2,8,6.738967569,1,0
norway,VIS,VIS18,VIS185,137,3.6,3.6666666667,17,39,7.882884286,5,0
sweden,STUS,STUS18,STUS185,144,3.5666666667,3.5333333333,8,43,11.2638663,5,0
sweden,STUC,STUC44,STUC443,140,3.1,3.4666666667,5,10,7.880905083,3,0
sweden,STUC,STUC21,STUC212,140,2.7,1.6666666667,8,29,6.640227312,5,0
norway,VIS,VIS70,VIS704,137,3.4333333333,3.3666666667,0,2,10.36883441,1,20
norway,SPIT,SPIT8,SPIT83,140,2.5,3,3,7,2.137963757,1,20
norway,SPIT,SPIT47,SPIT473,140,2.6666666667,2.7333333333,18,46,6.906288794,3,0
sweden,STUC,STUC68,STUC683,140,3.0333333333,3.3,11,30,2.106045175,3,0
norway,VIS,VIS7,VIS72,144,2.8,3.1666666667,14,30,2.33414051,3,5
norway,SPIT,SPIT7,SPIT71,137,3.9666666667,4.1333333333,75,178,35.70482883,12,5
sweden,STUS,STUS15,STUS151,140,3.6,3.9,21,58,7.16283125,4,0
norway,SPIT,SPIT12,SPIT123,140,3.3666666667,3,11,23,16.94339458,3,0
sweden,STUC,STUC41,STUC412,140,2.65,1.9,3,9,4.604318193,2,0
sweden,STUC,STUC32,STUC323,146,3.25,2.5333333333,4,7,0.567889996,1,0
norway,SPIT,SPIT58,SPIT582,137,4.0666666667,3.5333333333,9,30,9.507778839,2,5
norway,VIS,VIS64,VIS642,137,3.2,3.5,10,15,11.557778,2,0
norway,SPIT,SPIT33,SPIT332,137,3.1,3.3,10,20,0.5639630052,2,15
norway,SPIT,SPIT2,SPIT21,137,2.7,1.9,10,17,2.494856536,2,10
norway,SPIT,SPIT44,SPIT444,137,3.0333333333,3.8666666667,5,11,11.25946807,4,0
sweden,STUS,STUS35,STUS352,140,3.5,3.4333333333,12,25,4.139833719,2,0
sweden,STUC,STUC65,STUC651,140,3.0333333333,3.4333333333,12,35,15.06707837,6,0
norway,VIS,VIS15,VIS152,140,2.8333333333,3.0666666667,14,29,7.501620602,2,5
sweden,STUC,STUC44,STUC441,140,2.6,2.7,8,15,5.398387152,1,0
sweden,STUC,STUC25,STUC253,140,2.8666666667,3.9,13,23,3.88786228,3,0
sweden,STUC,STUC61,STUC612,140,2.2666666667,2.4,5,12,3.5357997,2,0
norway,SPIT,SPIT69,SPIT694,140,2.65,1.8666666667,9,25,5.954197724,2,0
norway,SPIT,SPIT30,SPIT302,146,2.65,1.9333333333,1,2,5.023689396,1,10
norway,SPIT,SPIT12,SPIT125,140,4.1,2.3,4,10,3.572085095,1,5
norway,SPIT,SPIT58,SPIT582,137,3.5,3.2,7,14,2.080990974,2,15
norway,VIS,VIS60,VIS601,140,2.8,3,5,18,9.067767372,3,0
norway,SPIT,SPIT10,SPIT102,137,2.5666666667,2.6,7,14,2.085444181,2,5
sweden,STUS,STUS2,STUS21,140,2.5,3,3,12,3.842403435,1,0
sweden,STUC,STUC26,STUC262,144,2.4,2.9666666667,2,6,3.656813849,2,0
sweden,STUS,STUS24,STUS244,140,3.8,3.7666666667,8,22,4.577457576,4,0
sweden,STUC,STUC65,STUC653,140,3.4666666667,3.5333333333,11,20,1.317018472,7,0
sweden,STUC,STUC50,STUC501,140,2.95,2.2333333333,5,8,1.540008719,1,0
norway,SPIT,SPIT4,SPIT43,140,3.1333333333,3.2666666667,9,18,10.56428074,1,0
sweden,STUS,STUS42,STUS424,155,2.7,3.2666666667,2,6,4.920794383,1,5
norway,SPIT,SPIT64,SPIT644,137,2.9666666667,2.9,36,86,17.87835611,5,0
sweden,STUS,STUS8,STUS85,148,3.9,3.4666666667,5,25,4.064749655,3,0
norway,VIS,VIS66,VIS664,137,3.6,3.3,10,26,2.648174111,3,0
sweden,STUC,STUC18,STUC183,144,2.9666666667,3.0333333333,10,18,1.381978754,1,0
norway,VIS,VIS65,VIS654,137,3.9333333333,3.9333333333,24,67,23.81971258,7,20
sweden,STUS,STUS26,STUS263,140,2.6,3.2,6,22,3.294274057,3,0
sweden,STUC,STUC66,STUC663,155,3.6666666667,3.0666666667,3,8,2.56173319,1,0
sweden,STUS,STUS54,STUS542,140,3.4666666667,3.5,12,34,3.905706527,4,0
sweden,STUS,STUS24,STUS242,140,3.7333333333,3.3,34,82,4.664416861,5,10
sweden,STUC,STUC59,STUC594,140,2.6666666667,2.7,3,9,3.641734204,2,0
norway,SPIT,SPIT62,SPIT624,137,3.3333333333,3.4,24,58,6.823020881,4,0
sweden,STUS,STUS13,STUS132,140,3,3.0666666667,7,43,6.742564693,5,0
sweden,STUS,STUS49,STUS493,140,3.2,3.1,10,46,2.641372563,5,0
norway,SPIT,SPIT4,SPIT43,140,2.4,3.3,4,19,4.277623973,1,0
sweden,STUS,STUS60,STUS605,148,2.9666666667,3.1333333333,3,8,1.413363265,1,0
norway,SPIT,SPIT44,SPIT442,137,2.6666666667,2.7666666667,9,20,11.45152934,3,10
sweden,STUS,STUS38,STUS384,144,3.3333333333,3.7,6,12,3.955108071,1,0
sweden,STUS,STUS13,STUS133,151,3.3333333333,3.3666666667,6,17,2.70255508,1,0
sweden,STUC,STUC44,STUC443,151,3.1,3.6,5,16,2.911761589,1,0
sweden,STUC,STUC7,STUC72,140,2.7,2.6,5,9,1.286717811,1,10
norway,VIS,VIS70,VIS705,137,3.9333333333,3.9333333333,0,2,8.787348811,2,10
norway,SPIT,SPIT26,SPIT264,140,3.1,3,7,17,8.577160555,1,0
sweden,STUC,STUC61,STUC614,134,3.5666666667,3.6666666667,3,7,1.483302971,1,0
sweden,STUS,STUS48,STUS483,140,2.55,1.9333333333,5,13,1.144874903,2,0
norway,VIS,VIS15,VIS154,140,3.2666666667,3.1666666667,10,24,3.891679316,1,0
sweden,STUS,STUS23,STUS235,140,2.8,3.4666666667,3,13,1.88589807,3,0
sweden,STUC,STUC40,STUC405,140,3.1,3.3,3,14,2.150420171,3,0
sweden,STUS,STUS66,STUS665,144,2.8,3.6,3,6,1.985565097,1,0
norway,VIS,VIS15,VIS152,140,2.7,2.4666666667,12,28,5.9037516,2,10
sweden,STUC,STUC30,STUC301,148,3.0333333333,3.1666666667,3,8,0.7282211771,1,0
sweden,STUC,STUC61,STUC615,155,2.9333333333,2.5333333333,30,33,0.5216614601,1,0
norway,SPIT,SPIT30,SPIT301,137,2.9,3.2,39,82,5.577583597,8,0
norway,VIS,VIS2,VIS25,140,2.6333333333,2.9333333333,9,31,17.89451175,6,0
sweden,STUS,STUS40,STUS402,134,2.5333333333,2.4,3,14,2.323521927,1,0
sweden,STUS,STUS1,STUS14,140,2.85,1.7666666667,3,6,2.239609987,1,0
norway,VIS,VIS70,VIS705,134,2.9666666667,3.0666666667,1,5,3.628515953,1,10
norway,VIS,VIS3,VIS31,137,3,3.3,8,24,3.375955466,3,0
sweden,STUC,STUC38,STUC383,144,3.3,3.5,0,2,1.093588403,1,0
sweden,STUC,STUC44,STUC445,148,3.2,3.9333333333,2,14,3.012159036,3,0
norway,SPIT,SPIT24,SPIT241,137,2.7333333333,2.9333333333,22,45,4.099354298,4,0
sweden,STUS,STUS66,STUS661,148,3.4666666667,4,3,11,3.993278422,1,0
sweden,STUS,STUS3,STUS35,151,2.9666666667,3.4333333333,4,9,2.620559512,1,0
sweden,STUC,STUC31,STUC313,146,3.3,3.5,3,9,1.790786352,2,0
sweden,STUC,STUC45,STUC452,144,2.8,3.2,4,7,1.269164162,1,0
sweden,STUS,STUS2,STUS21,144,4,3.5,9,26,0.9338541242,3,30
sweden,STUS,STUS1,STUS15,148,3.1333333333,3.6333333333,2,7,2.551758633,1,0
norway,SPIT,SPIT9,SPIT91,140,3.1666666667,3.5,9,58,7.18874939,6,0
sweden,STUS,STUS42,STUS422,130,3.3,2.3666666667,1,9,2.600107744,1,50
sweden,STUC,STUC69,STUC692,140,3.3,3.3666666667,3,17,4.745375703,4,0
sweden,STUC,STUC42,STUC422,148,3.0666666667,3.0666666667,3,11,3.940813825,3,0
norway,SPIT,SPIT44,SPIT442,137,3.4666666667,3.7,28,86,53.5066636,10,19
sweden,STUS,STUS5,STUS54,140,3.4,2.3666666667,5,10,3.947725329,1,0
sweden,STUS,STUS1,STUS13,144,3.3,2.1333333333,7,15,2.448494482,1,30
sweden,STUS,STUS8,STUS85,140,3.1333333333,3.3,13,17,2.203230344,2,0
sweden,STUS,STUS33,STUS334,144,3.05,2.3,0,13,1.589300308,1,0
norway,SPIT,SPIT52,SPIT524,140,3.5,3.2333333333,28,65,10.5026584,5,5
sweden,STUS,STUS51,STUS512,148,3,2.6,1,10,1.547077302,1,0
norway,VIS,VIS26,VIS262,144,3,3.4,4,8,4.831730231,1,20
norway,VIS,VIS26,VIS263,171,3.2,3.2,0,5,0.8527539099,1,0
norway,VIS,VIS59,VIS594,140,2.9666666667,3.1,11,29,16.04599864,5,0
norway,VIS,VIS66,VIS663,148,3.5333333333,3.1,3,7,2.744558174,1,0
norway,SPIT,SPIT58,SPIT584,140,2.85,1.8,7,12,3.032634366,1,5
norway,SPIT,SPIT52,SPIT524,137,3.1,2.9333333333,27,65,1.076403891,6,10
sweden,STUC,STUC26,STUC264,144,3.3,2.9333333333,4,14,1.648472205,1,0
norway,VIS,VIS19,VIS193,137,3.1,3.7,8,16,3.97035265,1,10
norway,SPIT,SPIT22,SPIT224,137,3.5,3.9,10,22,4.372413677,2,0
norway,VIS,VIS5,VIS52,134,2.7666666667,3.1333333333,3,6,1.787008587,1,0
norway,VIS,VIS66,VIS664,137,3.1666666667,3.3333333333,7,17,1.39492997,3,0
norway,SPIT,SPIT31,SPIT312,137,2.9333333333,3.2666666667,10,24,8.511139985,2,15
sweden,STUC,STUC2,STUC22,148,3.4,2.5666666667,2,7,1.495712262,1,0
sweden,STUS,STUS20,STUS203,140,3.1,1.9333333333,7,15,2.893328294,3,0
norway,SPIT,SPIT61,SPIT612,171,3.3,3.3,1,10,5.143886731,2,0
sweden,STUS,STUS5,STUS53,140,3,3.2666666667,12,46,5.062048243,7,10
sweden,STUC,STUC12,STUC124,140,3.05,2.0333333333,4,15,2.509190052,3,5
sweden,STUC,STUC30,STUC301,140,2.7,3.8,1,8,1.163206096,3,0
norway,SPIT,SPIT2,SPIT23,140,2.7,2.7,9,19,8.414441763,3,0
sweden,STUS,STUS40,STUS403,140,3.2333333333,3.3,11,23,2.563790933,3,10
sweden,STUS,STUS2,STUS25,140,2.7,2.9,7,19,2.875499756,2,0
sweden,STUC,STUC13,STUC132,144,2.8,2.0666666667,2,10,3.706835858,2,0
sweden,STUC,STUC1,STUC13,140,3.0333333333,3.5,10,33,5.001376235,2,0
sweden,STUC,STUC57,STUC573,155,3.1666666667,3.0333333333,0,7,1.39816581,2,0
norway,SPIT,SPIT37,SPIT374,137,3.3333333333,4,25,63,8.092114357,5,30
sweden,STUS,STUS48,STUS483,140,2.5,3.3,5,19,3.017436912,3,0
sweden,STUS,STUS24,STUS242,151,4.9666666667,3.8,5,13,2.714336053,2,20
norway,VIS,VIS3,VIS35,140,4.2,4.3,2,21,15.41403586,6,0
norway,SPIT,SPIT52,SPIT524,137,3.8,3.5,10,19,1.094970703,2,20
norway,SPIT,SPIT33,SPIT331,137,3.7333333333,3.6666666667,14,37,7.646369483,5,10
norway,SPIT,SPIT24,SPIT245,137,3.3666666667,3,36,79,7.98226857,6,10
sweden,STUC,STUC61,STUC611,151,3.1,1.8666666667,3,7,1.08636274,1,0
sweden,STUC,STUC66,STUC664,140,3.7,2.3333333333,1,7,4.226698756,1,0
sweden,STUS,STUS7,STUS74,140,3.5,3.8,39,47,4.333607154,10,20
sweden,STUS,STUS30,STUS304,148,3.9,3.6,0,3,1.30608573,1,10
norway,VIS,VIS14,VIS145,146,3.4666666667,3.3,4,7,3.721185082,1,10
norway,SPIT,SPIT61,SPIT612,137,4.2333333333,4.0333333333,27,61,23.65360087,6,0
sweden,STUC,STUC36,STUC363,144,3.2,1.8,1,7,5.338571228,3,10
norway,SPIT,SPIT7,SPIT73,137,3.7,3.5333333333,25,74,14.34199878,7,0
sweden,STUC,STUC31,STUC313,140,3.2,2.9333333333,11,23,7.25707903,4,0
sweden,STUC,STUC26,STUC264,137,3.2333333333,3.4666666667,19,58,6.92791866,9,5
norway,VIS,VIS55,VIS552,140,3.8666666667,3.6,6,21,14.53175098,2,0
sweden,STUC,STUC27,STUC274,148,3.8666666667,3.2,0,2,1.01791529,1,10
sweden,STUS,STUS34,STUS344,140,3.2666666667,3.8,11,36,5.041078112,4,0
sweden,STUS,STUS54,STUS542,144,2.4333333333,2.8666666667,5,13,2.220666183,1,0
norway,VIS,VIS50,VIS505,144,3.6666666667,3.8,9,19,1.859320196,2,0
norway,SPIT,SPIT31,SPIT315,146,3.5,2.1,3,14,6.626797004,1,10
norway,VIS,VIS56,VIS562,148,2.8666666667,3.2666666667,6,18,6.142881779,2,0
sweden,STUS,STUS45,STUS452,146,2.15,1.6333333333,6,11,0.412239788,2,0
norway,VIS,VIS66,VIS665,140,3,3.0333333333,7,20,7.620718379,3,0
sweden,STUS,STUS48,STUS482,144,3.5666666667,3.9,12,27,2.841256396,2,10
norway,VIS,VIS47,VIS471,148,3.3,2.2333333333,4,9,9.777264657,1,0
sweden,STUC,STUC30,STUC304,144,3.5,3.4,6,13,1.282523785,1,10
norway,SPIT,SPIT6,SPIT62,137,2.45,1.9666666667,10,22,5.353273882,2,0
sweden,STUC,STUC68,STUC683,144,2.65,1.7333333333,7,17,1.259056088,2,0
norway,SPIT,SPIT8,SPIT83,137,2.8666666667,3.3333333333,12,31,11.79039723,3,0
sweden,STUC,STUC41,STUC412,140,2.8,3.1,5,14,1.461091911,1,10
norway,SPIT,SPIT65,SPIT652,137,3.1333333333,3.5666666667,13,28,2.631845684,3,0
norway,SPIT,SPIT39,SPIT395,137,3.1,3.6,11,21,6.821025969,1,0
norway,SPIT,SPIT7,SPIT75,140,3.3,2,10,23,2.735973772,1,0
sweden,STUC,STUC45,STUC455,148,3.6,3.5,5,9,0.7075652054,1,0
norway,VIS,VIS15,VIS152,140,2.1,2.7,14,36,7.879114375,4,0
norway,SPIT,SPIT64,SPIT641,137,2.2666666667,2.1666666667,6,12,1.960856471,1,0
sweden,STUC,STUC65,STUC651,148,2.8666666667,2.7666666667,1,5,2.252474809,3,50
norway,SPIT,SPIT21,SPIT213,144,3.9,2.3,6,12,5.083725232,1,0
sweden,STUC,STUC61,STUC615,144,2.9,2.1666666667,4,10,3.588955447,1,0
sweden,STUC,STUC30,STUC302,144,3.3666666667,3.4333333333,17,45,3.10791478,7,10
norway,VIS,VIS20,VIS202,140,3.3,2,11,24,20.92536327,4,0
sweden,STUS,STUS35,STUS353,140,3.4,3.7333333333,5,12,2.55062766,2,0
norway,VIS,VIS63,VIS635,140,2.9,2.8,8,18,8.437815213,4,0
norway,VIS,VIS70,VIS702,137,3.3,3.4,20,46,7.182466204,2,0
sweden,STUC,STUC42,STUC421,144,2.2,3.3,3,8,1.060004777,1,10
norway,SPIT,SPIT44,SPIT441,137,2.7333333333,2.8666666667,13,32,9.252775763,4,0
norway,VIS,VIS14,VIS141,140,3.3,2.6,4,14,8.459680698,3,0
