country,pop,sire,dam,flowering.start.jd,petal.width.mm,petal.length.mm,fruits,flowers,rosette.size.cm2,inflorescences,leaf.damage.percent
norway,VIS,VIS66,VIS664,137,3.2,4.1,9,16,4.609564653,1,10
sweden,STUC,STUC42,STUC421,146,3.2666666667,2.6666666667,2,4,3.989351431,1,0
sweden,STUS,STUS26,STUS264,140,3.2,3.2666666667,11,25,4.226620216,4,10
norway,SPIT,SPIT51,SPIT515,137,3.5666666667,3.8333333333,9,20,5.435033831,2,0
norway,SPIT,SPIT51,SPIT514,137,3.2666666667,3.2,5,11,3.762685521,1,0
norway,VIS,VIS7,VIS72,140,2.8,2.5,4,8,2.783749542,1,20
sweden,STUS,STUS60,STUS605,140,3.6666666667,4.2333333333,11,25,4.644530579,2,0
norway,SPIT,SPIT46,SPIT464,140,1.7,1.4,6,12,4.269895655,1,0
sweden,STUC,STUC45,STUC451,151,3.3,3.2,4,10,4.506614662,2,0
sweden,STUS,STUS24,STUS244,140,3.2333333333,3.2,11,23,1.737991888,2,10
sweden,STUS,STUS16,STUS162,144,3.6666666667,3.0666666667,13,31,5.511924311,1,0
sweden,STUC,STUC36,STUC365,151,3.5,2.4,3,7,0.221105291,1,0
sweden,STUS,STUS54,STUS545,144,3.2,3.4333333333,8,19,5.580096871,4,5
norway,SPIT,SPIT51,SPIT511,140,3.3,2.8666666667,4,7,3.784990829,2,0
norway,VIS,VIS26,VIS265,140,3.5,2.1333333333,4,11,5.337063264,1,0
sweden,STUS,STUS6,STUS62,148,3.2333333333,2.9666666667,3,19,4.744810217,3,0
sweden,STUS,STUS1,STUS14,144,3.0666666667,3.4666666667,6,14,3.197261675,3,10
sweden,STUC,STUC57,STUC574,157,3.75,2.4333333333,1,4,1.329396347,1,0
sweden,STUC,STUC7,STUC72,148,3.1333333333,3.3,3,8,1.429424657,1,0
sweden,STUC,STUC19,STUC193,140,3.1,3,3,7,1.64619455,3,0
sweden,STUC,STUC32,STUC325,144,2.9333333333,2.7666666667,9,16,2.820364805,1,0
sweden,STUS,STUS33,STUS331,144,3.3,3.0333333333,23,56,8.059441794,7,10
norway,VIS,VIS64,VIS641,137,3,2.8666666667,12,28,8.056991351,4,0
sweden,STUC,STUC20,STUC202,140,3.3666666667,3.2333333333,1,5,0.9391319999,1,10
norway,VIS,VIS28,VIS285,140,2.5333333333,2.7333333333,4,8,1.232006975,1,10
norway,SPIT,SPIT57,SPIT575,137,3.9,3.2333333333,20,47,11.60567158,6,10
sweden,STUC,STUC61,STUC614,140,2.8,3.7,1,5,1.24163203,1,0
norway,SPIT,SPIT21,SPIT215,140,2.9,3,6,14,3.265497068,1,0
sweden,STUC,STUC42,STUC422,154,2.9333333333,3.1666666667,2,10,1.167023131,3,0
norway,SPIT,SPIT62,SPIT624,140,3.0666666667,3.7,16,31,5.806668533,3,0
norway,VIS,VIS7,VIS75,144,2.95,2.2666666667,3,6,3.439101478,1,0
sweden,STUC,STUC25,STUC254,130,2.6,2.8333333333,1,9,2.731065034,2,0
norway,SPIT,SPIT4,SPIT41,140,2.9,3.2333333333,5,14,1.847633471,1,0
sweden,STUC,STUC33,STUC334,144,3.4333333333,3.0333333333,7,17,2.07250082,1,0
norway,VIS,VIS59,VIS593,140,2.9,4,3,8,2.396842772,3,0
sweden,STUC,STUC12,STUC124,140,3.3333333333,3.6333333333,1,14,2.690585612,3,10
norway,VIS,VIS69,VIS693,140,2.9666666667,3.5,15,31,3.846943036,3,0
norway,VIS,VIS14,VIS143,140,2.8666666667,3.2,4,9,1.987685672,1,10
sweden,STUS,STUS35,STUS354,144,2.8,3.7,5,10,1.776829827,1,0
norway,VIS,VIS45,VIS454,144,4.2,4.4,1,5,3.411078471,1,10
sweden,STUC,STUC19,STUC193,140,3.5333333333,3.5,10,29,1.698211471,6,10
norway,SPIT,SPIT57,SPIT573,137,2.6,1.7,26,54,4.115109385,5,15
sweden,STUS,STUS66,STUS662,140,2.9666666667,3.5,9,27,2.80782985,6,0
sweden,STUC,STUC1,STUC13,144,3.1,2.4,1,7,1.375766255,1,0
norway,SPIT,SPIT44,SPIT441,137,2.4,2.8,20,46,5.268144575,5,0
sweden,STUC,STUC27,STUC274,154,3.4,2.1,5,5,0.4936463076,1,0
sweden,STUC,STUC22,STUC224,148,3,2.0666666667,3,6,1.19705283,1,0
norway,VIS,VIS18,VIS182,144,4.2,4,2,6,1.854442874,1,10
norway,SPIT,SPIT64,SPIT644,137,2.9666666667,2.4,19,44,2.962019218,5,0
sweden,STUS,STUS35,STUS352,144,3.9,2.8666666667,4,13,3.198581144,1,20
sweden,STUC,STUC19,STUC191,140,3.2,3.5,1,3,1.830103384,1,0
norway,VIS,VIS20,VIS204,137,2.7333333333,2.5333333333,6,12,1.300776438,2,10
sweden,STUC,STUC30,STUC305,144,3.2,2.9666666667,3,7,3.390163318,1,0
sweden,STUC,STUC38,STUC383,151,2.8333333333,3.2333333333,9,13,1.170683086,1,0
sweden,STUS,STUS20,STUS204,171,3.65,2.3666666667,3,15,1.752019099,3,0
sweden,STUC,STUC50,STUC501,140,3.65,1.9666666667,8,16,1.858566214,1,10
sweden,STUS,STUS32,STUS324,140,3.7666666667,4.1666666667,12,44,3.238416539,4,0
norway,VIS,VIS63,VIS635,137,3.5,3.9666666667,9,33,12.70309273,3,10
norway,SPIT,SPIT69,SPIT693,144,3.05,2.3,4,9,2.578689936,1,10
norway,SPIT,SPIT61,SPIT613,140,2.8,2.7,2,8,1.868870638,1,0
sweden,STUS,STUS17,STUS171,140,2.4,2.6,5,15,1.89438037,1,10
sweden,STUS,STUS35,STUS354,140,3.1,3.2666666667,9,21,4.474130594,1,10
sweden,STUS,STUS3,STUS34,144,3.9333333333,3.9,4,11,4.045491692,1,30
sweden,STUS,STUS9,STUS91,144,3.2666666667,3.7666666667,3,9,1.468694566,1,0
sweden,STUS,STUS60,STUS605,140,3.8333333333,3.8666666667,3,12,2.412154109,1,10
norway,VIS,VIS18,VIS185,146,3.6333333333,3.9,0,7,5.284158843,1,10
norway,VIS,VIS6,VIS62,140,3.4,3.0666666667,8,19,6.91326313,1,0
norway,SPIT,SPIT7,SPIT71,137,2.5,3.0333333333,39,101,14.32406029,11,0
sweden,STUS,STUS36,STUS364,140,2.9666666667,3.2333333333,9,34,4.183470441,1,10
sweden,STUC,STUC57,STUC572,154,2.9,2.1,1,4,0.5615596868,1,0
sweden,STUC,STUC2,STUC24,140,2.95,1.9,7,16,4.31296689,3,0
sweden,STUC,STUC21,STUC214,140,3.5333333333,3.3333333333,10,20,2.199036318,3,10
norway,SPIT,SPIT13,SPIT132,140,1.9,2.7,1,2,2.171009384,1,0
norway,SPIT,SPIT52,SPIT522,140,2.8333333333,3.0333333333,8,20,9.940195505,2,0
norway,VIS,VIS14,VIS145,140,3.1,2.1666666667,4,7,1.255474672,1,0
norway,VIS,VIS56,VIS564,140,3.2333333333,3.4,30,79,10.93559343,7,0
norway,SPIT,SPIT9,SPIT94,144,2.7,2.4666666667,10,28,5.479699424,3,0
sweden,STUS,STUS20,STUS204,146,3.3,2.0333333333,0,7,1.311395021,2,0
sweden,STUS,STUS20,STUS203,144,3.9666666667,3.1666666667,4,19,2.315880002,2,0
sweden,STUS,STUS36,STUS363,140,2.3,1.9,2,8,1.133235302,1,0
sweden,STUS,STUS59,STUS593,144,3.2,3.3333333333,3,13,4.06521304,1,0
sweden,STUS,STUS1,STUS13,144,3.3333333333,3.3333333333,6,15,1.705884811,2,0
norway,SPIT,SPIT37,SPIT373,137,2.1333333333,2.8333333333,12,24,3.639825687,1,0
norway,VIS,VIS48,VIS485,140,2.7333333333,2.8,13,39,4.233845879,3,0
norway,SPIT,SPIT61,SPIT612,140,2.7,1.8,4,9,5.212797566,1,0
sweden,STUS,STUS13,STUS131,140,2.8,2.7333333333,5,12,2.77088472,1,0
sweden,STUC,STUC25,STUC252,146,2.55,1.9333333333,4,10,1.421845565,1,0
sweden,STUS,STUS18,STUS182,146,3.1,3.2333333333,0,5,1.172819369,1,0
norway,VIS,VIS18,VIS184,144,2.8,2.7333333333,4,8,2.984450189,1,5
norway,SPIT,SPIT44,SPIT444,137,2.9333333333,3.0333333333,4,13,24.26390236,5,0
sweden,STUC,STUC49,STUC492,146,2.5,2.8333333333,0,10,1.373995182,2,0
sweden,STUS,STUS33,STUS335,151,3.2666666667,3.1666666667,4,14,2.032311996,2,0
norway,SPIT,SPIT21,SPIT211,140,2.5666666667,2.6666666667,5,11,4.800628464,2,0
sweden,STUC,STUC59,STUC593,146,2.8,3.3,0,3,3.384626261,1,0
norway,VIS,VIS66,VIS663,140,2.9,2.8666666667,6,15,4.06748284,1,0
norway,VIS,VIS27,VIS271,140,2.9333333333,2.7333333333,10,30,18.27002632,2,0
sweden,STUC,STUC54,STUC544,140,2.7,2.6333333333,7,15,2.247872375,2,0
sweden,STUC,STUC22,STUC224,146,3.0333333333,3.1333333333,4,11,4.347461578,1,0
sweden,STUS,STUS37,STUS373,148,2.8333333333,2.8,9,24,3.914934955,1,0
norway,VIS,VIS14,VIS145,137,3.8666666667,3.2666666667,11,29,11.54099404,3,0
norway,SPIT,SPIT6,SPIT63,140,2.5,3.1333333333,7,16,6.5325021,1,10
norway,VIS,VIS55,VIS551,140,2.8,1.8666666667,5,9,2.941661697,2,0
norway,SPIT,SPIT8,SPIT81,140,2.1666666667,2.4,4,8,1.771387018,1,0
norway,SPIT,SPIT26,SPIT261,144,2.45,1.8,7,17,7.302435774,3,0
sweden,STUC,STUC66,STUC665,140,3.3333333333,3.1,6,17,5.179355312,1,0
norway,VIS,VIS26,VIS261,146,3.9666666667,4.1666666667,2,7,4.369327063,1,0
norway,VIS,VIS63,VIS631,140,3.4333333333,3.7333333333,23,55,7.476299365,7,0
norway,SPIT,SPIT19,SPIT195,140,3.15,2.2666666667,5,10,7.54767635,1,0
sweden,STUC,STUC60,STUC601,148,3.2,2.7333333333,2,8,1.490120227,1,0
sweden,STUS,STUS23,STUS235,140,2.6,3.2666666667,14,40,1.809557368,4,0
sweden,STUC,STUC31,STUC315,140,3,3.5666666667,12,33,4.200686369,4,0
norway,VIS,VIS64,VIS644,144,2.8666666667,3.3,5,19,3.154975838,1,0
sweden,STUC,STUC7,STUC73,146,3.4333333333,3.3666666667,5,14,3.110255267,1,0
norway,SPIT,SPIT39,SPIT391,137,2.5333333333,2.3666666667,18,36,2.250990406,3,0
sweden,STUS,STUS51,STUS512,148,3.5,2.1333333333,5,13,2.035830579,2,0
sweden,STUC,STUC41,STUC415,123,3.65,2.1666666667,0,1,1.086865394,1,0
norway,SPIT,SPIT31,SPIT315,140,3.3,2.1,8,23,5.102951779,1,0
norway,SPIT,SPIT12,SPIT125,140,3.8666666667,3.4666666667,7,25,5.446013697,3,0
sweden,STUS,STUS48,STUS482,146,3.1666666667,3.6333333333,6,24,1.70187928,3,0
sweden,STUC,STUC2,STUC25,123,2.9333333333,3.2333333333,2,10,2.601552876,1,0
sweden,STUS,STUS8,STUS84,140,3.8,3.6,6,18,1.929723287,3,0
norway,SPIT,SPIT46,SPIT465,140,3.45,2.3333333333,6,13,2.350618163,1,0
sweden,STUC,STUC44,STUC441,140,3.6,3.5333333333,3,13,2.05271664,3,0
sweden,STUS,STUS16,STUS162,140,2.7,2.7,19,48,3.290127154,8,10
sweden,STUC,STUC65,STUC654,140,3.2333333333,3.1,5,6,2.220729015,1,0
sweden,STUS,STUS54,STUS541,140,3,3.0666666667,4,11,2.955233377,1,0
sweden,STUS,STUS5,STUS55,144,3.2333333333,3.6,2,8,2.488455541,3,0
norway,SPIT,SPIT21,SPIT212,137,2.9666666667,3.3666666667,19,43,6.650830187,7,0
norway,SPIT,SPIT23,SPIT234,140,2.9,3.2666666667,9,19,3.512222047,4,0
norway,VIS,VIS48,VIS485,137,2.8666666667,3.4,5,21,3.873081087,2,0
sweden,STUC,STUC2,STUC24,140,3.9,3.9666666667,17,34,6.97464985,3,0
sweden,STUC,STUC1,STUC13,140,3.4,3.4333333333,12,44,1.377274219,5,0
norway,SPIT,SPIT37,SPIT375,140,2.6666666667,2.9666666667,7,17,6.738716242,2,0
sweden,STUC,STUC46,STUC463,144,3.5,3.6333333333,6,21,2.601552876,2,0
sweden,STUS,STUS37,STUS373,140,3.1666666667,3.1666666667,14,36,16.76408818,3,0
sweden,STUS,STUS22,STUS221,123,3.4333333333,4.1,2,7,1.084163625,1,0
norway,VIS,VIS15,VIS152,140,3.3333333333,3.8333333333,10,24,2.470077224,2,0
sweden,STUS,STUS30,STUS305,146,2.8333333333,3.4333333333,11,25,1.720336137,2,0
norway,SPIT,SPIT3,SPIT33,140,3.15,2.2666666667,6,15,4.080551866,1,0
norway,SPIT,SPIT13,SPIT131,140,2.9,3.3,4,8,1.868462231,2,0
sweden,STUS,STUS18,STUS181,140,3.2666666667,3.2333333333,10,29,2.496780761,3,0
norway,SPIT,SPIT22,SPIT221,157,3.1,2.7,13,25,14.08137226,1,0
sweden,STUS,STUS24,STUS241,140,4,3.7,1,14,4.374039452,1,0
sweden,STUS,STUS6,STUS61,171,3.4666666667,4,11,24,1.9242255,4,0
norway,SPIT,SPIT30,SPIT303,137,2.8,3.3,11,25,7.785117923,2,0
sweden,STUS,STUS38,STUS384,148,2.95,2.1333333333,5,13,7.210661998,6,0
sweden,STUS,STUS54,STUS542,140,3.6333333333,3.7,19,44,3.17308712,3,0
sweden,STUS,STUS15,STUS153,123,3.4,3.7,2,6,4.277623973,2,0
norway,VIS,VIS67,VIS671,137,2.8,3.0333333333,11,31,11.59323087,4,10
sweden,STUC,STUC19,STUC192,137,2.8,2.6,3,6,1.814583917,4,0
sweden,STUC,STUC12,STUC124,140,3.6333333333,3.1333333333,0,23,4.584604699,7,0
sweden,STUS,STUS18,STUS183,140,2.9666666667,3.3333333333,8,23,2.958689129,6,0
norway,SPIT,SPIT31,SPIT311,144,3.6,4,3,8,3.823475339,2,0
norway,VIS,VIS26,VIS263,140,3.5,3.2666666667,8,20,1.973077266,3,0
sweden,STUC,STUC1,STUC14,144,3.2333333333,2.9333333333,8,20,4.003928421,2,0
sweden,STUC,STUC31,STUC311,140,3.0666666667,3.0333333333,10,23,1.684372755,2,0
sweden,STUC,STUC46,STUC461,140,4.1333333333,3.3666666667,12,32,6.578652096,3,0
norway,SPIT,SPIT3,SPIT32,140,2.6,2.4666666667,3,8,1.536238808,1,0
norway,SPIT,SPIT24,SPIT245,140,2.8,2.2,4,7,0.6079688643,1,10
norway,VIS,VIS28,VIS281,144,3.1333333333,3.1666666667,3,11,2.214006007,1,0
sweden,STUS,STUS8,STUS84,140,3.5333333333,4.0666666667,10,27,1.79782352,2,10
norway,SPIT,SPIT19,SPIT195,140,2.8,2.5,5,10,4.733437651,1,0
norway,SPIT,SPIT6,SPIT63,137,2.4333333333,2.9666666667,19,40,7.077851169,3,0
norway,SPIT,SPIT44,SPIT441,137,2.6,2.7,7,14,2.563673123,1,0
norway,VIS,VIS28,VIS285,140,2.8666666667,3.5,4,8,1.55819854,1,10
sweden,STUC,STUC41,STUC415,140,2.8,3,3,18,2.535186732,1,0
sweden,STUS,STUS33,STUS332,140,2.8333333333,2.5,6,15,1.922654704,1,0
sweden,STUS,STUS66,STUS661,140,2.6,2.8333333333,7,25,4.185072653,5,0
sweden,STUC,STUC68,STUC684,140,3.6,2.4666666667,8,20,3.046088237,4,0
sweden,STUS,STUS9,STUS93,144,2.85,2.0333333333,5,12,2.632340484,1,0
norway,VIS,VIS19,VIS191,137,2.8333333333,3.0333333333,6,12,1.47629722,1,0
sweden,STUC,STUC31,STUC313,140,2.4,2.6,14,28,4.112658943,3,0
norway,SPIT,SPIT22,SPIT224,140,2.6,1.8333333333,9,23,4.234364242,1,0
norway,VIS,VIS25,VIS251,140,3.1333333333,2.9,22,44,4.238134153,4,0
sweden,STUC,STUC41,STUC412,148,2.2,2.2,1,5,1.044014071,1,0
sweden,STUS,STUS5,STUS55,157,3.7,3.1,0,3,1.353775106,1,0
sweden,STUC,STUC46,STUC461,144,3.0666666667,2.8666666667,3,14,3.843330205,1,0
norway,SPIT,SPIT4,SPIT43,140,3.2333333333,2.9333333333,9,20,2.336025465,1,0
norway,SPIT,SPIT8,SPIT84,154,2.5,1.6333333333,0,1,2.589175001,1,15
norway,VIS,VIS55,VIS553,154,3.8,3.8,0,3,2.282586974,1,0
norway,VIS,VIS65,VIS652,157,3.6333333333,3.8,0,3,1.250746575,1,0
sweden,STUC,STUC45,STUC451,146,2.9333333333,2.7,3,7,1.848010463,1,0
sweden,STUS,STUS36,STUS364,137,2.8333333333,3.3,11,27,3.17308712,6,0
sweden,STUC,STUC41,STUC414,140,3.3333333333,2.8666666667,5,15,1.446860497,1,0
sweden,STUS,STUS43,STUS435,144,2.9666666667,3.1333333333,5,15,1.434922445,4,0
sweden,STUC,STUC44,STUC443,144,3.4333333333,3.1333333333,3,12,0.4865698702,1,10
norway,VIS,VIS28,VIS285,151,2.7333333333,2.6333333333,7,17,3.138451061,4,0
norway,SPIT,SPIT4,SPIT41,146,3.2333333333,2.8666666667,2,9,3.014358151,1,0
norway,SPIT,SPIT33,SPIT331,140,3.5666666667,4,7,19,13.71776432,3,0
norway,VIS,VIS27,VIS273,140,3.0666666667,2.8333333333,7,18,2.501713062,2,0
sweden,STUS,STUS24,STUS244,140,3.5333333333,3.5,13,38,3.14485991,5,0
sweden,STUS,STUS5,STUS54,144,2.4333333333,2.6666666667,2,16,4.275786141,3,0
norway,VIS,VIS25,VIS251,137,3.1666666667,3.1666666667,16,31,3.910850885,3,0
sweden,STUS,STUS36,STUS363,140,3,2.9666666667,9,27,4.116743013,4,0
sweden,STUC,STUC47,STUC471,157,3.5,2.4,0,4,0.8256498193,1,0
sweden,STUS,STUS3,STUS31,146,3.8,2.4666666667,3,9,1.742405825,1,0
sweden,STUC,STUC15,STUC155,146,2.7333333333,3.0666666667,4,15,1.794006485,2,0
norway,VIS,VIS27,VIS274,171,3.5333333333,3.3,2,12,4.995132319,2,0
norway,VIS,VIS14,VIS142,171,3.1,3.4,3,5,2.21105291,1,0
norway,SPIT,SPIT1,SPIT12,137,2.7,3.7,4,11,3.090321861,1,10
norway,SPIT,SPIT61,SPIT614,140,3.1,3.0666666667,6,15,5.939573611,1,0
sweden,STUC,STUC12,STUC122,148,3.4,2.9,2,11,2.601552876,3,0
sweden,STUS,STUS13,STUS133,171,3.1333333333,3.9333333333,2,6,2.546575005,1,10
sweden,STUC,STUC26,STUC265,157,2.55,1.4,0,4,1.838538561,1,0
norway,SPIT,SPIT37,SPIT375,171,2,2.7,2,6,3.408628029,1,0
norway,SPIT,SPIT58,SPIT581,137,3.4,3.5666666667,14,36,5.524671323,5,15
norway,SPIT,SPIT30,SPIT302,140,2.6,2.5,7,15,6.103863199,2,10
sweden,STUS,STUS32,STUS325,144,3.3,1.9666666667,2,8,2.309541839,1,0
sweden,STUC,STUC38,STUC381,159,2.35,0.9666666667,2,5,1.743662463,2,0
norway,SPIT,SPIT11,SPIT115,140,2.7666666667,3.7666666667,26,70,23.91414885,6,0
sweden,STUS,STUS54,STUS543,140,2.7666666667,3.5666666667,6,22,5.573688022,3,0
sweden,STUC,STUC1,STUC15,140,2.9,2.9,7,16,1.275172458,1,0
sweden,STUC,STUC32,STUC322,157,3.35,2.1333333333,1,3,1.261742149,1,0
norway,VIS,VIS55,VIS551,140,3.45,2.1,2,2,4.29769875,1,0
norway,SPIT,SPIT3,SPIT31,140,2.2,2.6,4,11,3.512771826,1,0
norway,VIS,VIS26,VIS262,144,4.05,2.6666666667,3,8,5.721311461,1,0
sweden,STUS,STUS11,STUS112,171,3.6,2.2,2,9,2.86521104,1,0
sweden,STUC,STUC20,STUC203,151,3.2,2.9666666667,3,11,2.104113096,2,0
norway,SPIT,SPIT22,SPIT224,151,3.4666666667,3.4,3,10,9.800661668,2,0
sweden,STUC,STUC59,STUC593,171,2.6666666667,2.9333333333,6,21,6.529234844,3,0
sweden,STUS,STUS22,STUS224,140,3.7666666667,3.4,5,12,3.783577112,1,0
sweden,STUS,STUS43,STUS434,151,2.8333333333,2.7333333333,1,5,0.4329507376,1,0
sweden,STUS,STUS38,STUS382,140,3,3.2666666667,3,14,5.174831419,1,10
norway,SPIT,SPIT3,SPIT34,171,3.1,2.5,0,3,2.00559275,1,10
norway,SPIT,SPIT12,SPIT125,137,3.7,1.9333333333,9,20,4.515552493,1,0
sweden,STUS,STUS40,STUS405,151,4.0666666667,3.5333333333,1,12,3.642370377,2,10
norway,SPIT,SPIT61,SPIT611,154,2.8,1.7666666667,0,4,2.715184283,1,0
sweden,STUC,STUC25,STUC252,154,2.9666666667,3.1666666667,1,7,1.943137888,1,0
norway,SPIT,SPIT46,SPIT465,146,2.95,1.7666666667,2,5,2.214516515,1,20
norway,VIS,VIS70,VIS702,140,4.1666666667,4.0666666667,22,67,13.45010063,7,10
sweden,STUC,STUC20,STUC202,154,2.1,1.8333333333,2,6,0.3469889086,1,0
norway,SPIT,SPIT6,SPIT62,171,2.6,2.0666666667,1,6,6.729432836,2,30
sweden,STUC,STUC21,STUC213,140,2.1666666667,2.2666666667,0,5,2.091169734,2,0
sweden,STUC,STUC38,STUC383,154,3.3,3.3333333333,0,4,1.743662463,1,0
norway,VIS,VIS27,VIS274,144,3.1333333333,3.3333333333,4,10,1.55928239,1,10
sweden,STUS,STUS34,STUS344,148,3.3333333333,3.4333333333,6,16,2.471812954,1,10
sweden,STUS,STUS22,STUS223,144,2.6,2.4,5,14,1.112202339,1,0
sweden,STUC,STUC50,STUC503,157,3.2666666667,3.0333333333,11,22,0.7450286978,1,0
norway,VIS,VIS65,VIS651,144,4.2333333333,4.4666666667,7,14,5.186298232,1,0
sweden,STUC,STUC38,STUC383,140,2.8666666667,2.9333333333,7,14,2.925529619,2,0
norway,SPIT,SPIT47,SPIT471,140,2.7666666667,2.6666666667,9,21,1.559612257,4,10
sweden,STUC,STUC60,STUC602,140,2.65,1.7666666667,4,11,2.805520779,1,0
norway,VIS,VIS26,VIS262,171,3.8,3.8,1,3,2.099652034,1,10
norway,VIS,VIS55,VIS553,144,3.3,3,5,13,4.166929956,2,0
norway,VIS,VIS25,VIS254,140,3.2,3.6,2,9,3.369122502,1,0
sweden,STUC,STUC42,STUC425,148,2.7,1.9333333333,0,4,1.246898124,1,0
norway,VIS,VIS19,VIS193,140,2.6666666667,2.6666666667,7,17,4.953663296,1,10
norway,SPIT,SPIT37,SPIT372,144,2.9333333333,3,6,27,4.61352306,5,0
sweden,STUS,STUS9,STUS93,140,3.2,3.2333333333,12,25,3.045082927,1,0
norway,SPIT,SPIT11,SPIT115,140,2.5333333333,2.9666666667,6,18,5.673716332,1,0
norway,VIS,VIS7,VIS73,148,3.3666666667,3.2666666667,7,24,9.084543476,6,0
norway,SPIT,SPIT37,SPIT372,151,3.15,2.3,1,7,5.345333506,1,0
sweden,STUC,STUC46,STUC463,132,2.9,1.9333333333,0,3,1.998052928,1,10
sweden,STUC,STUC32,STUC325,144,3.3,2.1,7,7,3.596809429,1,0
sweden,STUC,STUC66,STUC665,144,3.5666666667,3.7,7,10,1.633054839,1,0
sweden,STUC,STUC30,STUC302,146,3.1666666667,3.3333333333,6,22,1.696342223,5,0
sweden,STUC,STUC12,STUC122,140,3.1,3.1,0,3,1.285539714,1,0
sweden,STUC,STUC32,STUC324,159,2.3,1.6666666667,0,3,0.942100805,1,0
norway,SPIT,SPIT52,SPIT522,134,3.1,2.1333333333,2,8,6.940013791,1,0
sweden,STUC,STUC65,STUC653,148,3.2333333333,3.7333333333,4,10,1.609437916,1,0
sweden,STUS,STUS32,STUS325,140,3.2,2.8666666667,0,23,2.556471022,3,0
norway,SPIT,SPIT64,SPIT642,140,2.7,2.3,4,11,1.713974412,1,0
sweden,STUC,STUC60,STUC602,174,3.0666666667,2.6333333333,3,10,2.868713916,3,0
sweden,STUC,STUC31,STUC311,146,2.35,1.6333333333,0,7,1.328893692,2,0
sweden,STUC,STUC21,STUC214,140,2.5333333333,2.5666666667,6,14,1.472150317,2,0
sweden,STUC,STUC25,STUC254,154,3.2666666667,3.5333333333,0,4,2.100594512,1,0
norway,VIS,VIS65,VIS654,146,3.7,3.5333333333,4,7,4.386056043,1,0
norway,VIS,VIS19,VIS192,144,3.2666666667,3.5333333333,2,10,4.055811824,2,5
sweden,STUS,STUS38,STUS385,140,2.8666666667,3.4666666667,4,5,2.049889206,2,0
sweden,STUS,STUS7,STUS75,146,2.7,1.9333333333,5,9,1.749474409,3,0
norway,SPIT,SPIT33,SPIT332,144,3,2.2666666667,2,6,2.305850468,1,0
sweden,STUC,STUC18,STUC184,151,2.7333333333,2.7333333333,1,12,3.187616986,1,0
norway,SPIT,SPIT21,SPIT215,144,3.25,2.6666666667,4,10,1.999309565,1,0
norway,SPIT,SPIT31,SPIT314,137,3.0666666667,3.5,17,47,11.85589944,5,0
norway,VIS,VIS20,VIS202,137,3.3,3.5666666667,15,38,9.363823209,4,5
norway,VIS,VIS48,VIS482,137,2.8,2.9,40,103,14.33225984,7,0
norway,VIS,VIS64,VIS643,140,3.0333333333,3.1333333333,6,13,1.211272464,1,0
sweden,STUC,STUC21,STUC211,146,3.15,2.5,2,10,1.939619304,1,5
norway,VIS,VIS64,VIS643,140,2.9,2.7,5,11,6.17511452,2,0
norway,SPIT,SPIT7,SPIT75,144,3.7,3.6,0,4,2.803682948,2,10
norway,SPIT,SPIT37,SPIT375,137,2.6666666667,3.0333333333,42,94,14.64492685,9,0
sweden,STUC,STUC59,STUC595,146,3.4333333333,3.5,3,9,1.221875339,1,0
sweden,STUS,STUS17,STUS172,140,3,3.5333333333,6,12,4.596346402,1,0
sweden,STUC,STUC36,STUC365,171,2.6,2.7,0,1,0.8992023573,1,0
norway,VIS,VIS19,VIS193,140,2.9,2.3,8,20,9.078323123,4,10
norway,VIS,VIS59,VIS595,144,2.8,3,6,19,8.247371866,1,10
sweden,STUC,STUC2,STUC24,154,3.4,3.3666666667,6,26,5.266330305,4,0
sweden,STUS,STUS30,STUS304,144,2.5333333333,3.1666666667,5,10,2.190396938,1,0
norway,VIS,VIS60,VIS602,144,2.8333333333,2.9666666667,14,33,11.34955324,5,10
sweden,STUC,STUC20,STUC203,140,2.6666666667,2.4,20,53,3.201911233,8,0
sweden,STUS,STUS43,STUS434,140,2.5,2.5,5,22,2.799159054,2,0
sweden,STUS,STUS7,STUS72,140,3.3,2.8,0,13,2.223069501,2,0
sweden,STUC,STUC66,STUC664,144,3.5,3.2666666667,1,11,2.239609987,1,10
sweden,STUS,STUS5,STUS53,140,4.0666666667,3.7,16,135,9.049200559,10,0
norway,SPIT,SPIT9,SPIT91,137,2.7333333333,3.1666666667,11,26,4.40019321,6,10
norway,VIS,VIS25,VIS254,137,2.8,3.3,10,20,2.395590062,2,50
norway,VIS,VIS27,VIS271,159,4.1666666667,3.5333333333,5,13,3.329962549,1,10
norway,SPIT,SPIT23,SPIT233,140,2.7,2.4,3,4,2.715199991,2,10
sweden,STUC,STUC60,STUC601,140,3.4,3.4,5,10,1.074471811,1,20
sweden,STUS,STUS36,STUS361,140,2.65,1.7666666667,4,15,2.604773009,3,0
sweden,STUS,STUS49,STUS493,129,3.0333333333,2.8,5,16,2.16970955,2,0
norway,VIS,VIS63,VIS634,159,3.5,2.8,10,20,15.39710267,2,0
sweden,STUS,STUS24,STUS243,146,3.8666666667,4.0666666667,3,10,1.093588403,1,0
sweden,STUC,STUC66,STUC663,154,3.3333333333,3.5666666667,7,24,2.86521104,4,0
sweden,STUS,STUS33,STUS332,140,2.9,3.4,5,12,0.8741481559,1,0
sweden,STUC,STUC22,STUC222,154,2.8,3.1666666667,3,13,3.266549501,2,0
norway,VIS,VIS11,VIS115,140,2.5666666667,3.4666666667,8,20,7.193061225,4,20
