ind,block,dam,sire,germination,male fl,measdate,bloss,GAD,ASD,GSDl,GSDc,GSDr,mfl,mfc,mfr,GWl,GWr,Gwtot,GHl,GHr,GNl,GNr,SWl,SWc,SWr,SLl,SLc,SLr,UBL,UBC,UBR,UBW,LBL,LBC,LBR,LBW,
70057,5,40148,40044,2/25/2005,1,1/5/2006,2,3.31,0.00,4.57,5.18,4.81,3,3,3,3.25,3.50,6.28,2.30,2.60,8,9,1.16,1.16,1.21,7.38,7.65,7.99,14.31,16.97,14.68,17.31,14.74,17.85,15.87,16.83,
70058,6,40145,40018,2/25/2005,1,5/31/2006,1,2.76,0.00,4.56,4.56,3.80,3,3,3,4.26,3.83,7.38,2.88,2.71,12,12,1.30,1.23,1.17,7.16,7.56,7.17,16.17,18.00,15.25,20.68,17.16,18.57,16.79,19.81,
70058,6,40145,40018,2/25/2005,1,6/13/2006,2,2.40,0.00,5.94,5.06,2.83,2,3,3,4.52,4.27,7.65,2.73,2.96,8,8,1.37,1.35,1.42,8.74,8.56,8.87,17.57,19.28,17.23,21.97,19.00,21.75,19.65,22.32,
70059,8,40022,40028,2/25/2005,1,8/18/2005,1,3.97,1.31,6.24,7.47,5.19,3,3,3,3.14,3.44,6.28,2.82,2.63,10,9,1.20,1.40,1.39,,,,16.82,21.01,19.13,20.97,20.13,23.67,21.10,22.42,
70059,8,40022,40028,2/25/2005,1,8/23/2005,2,3.89,0.00,4.49,6.08,5.11,3,3,3,4.14,3.99,7.76,3.08,3.00,10,10,1.29,1.37,1.31,,,,17.46,20.67,18.83,21.05,19.78,23.50,20.70,22.48,
70060,1,40117,40149,2/25/2005,1,6/14/2005,1,3.51,0.00,6.04,5.44,5.71,3,3,3,3.30,3.84,6.65,2.64,3.14,8,15,1.13,1.19,1.10,,,,15.65,17.04,15.56,18.17,16.62,18.65,16.29,17.97,
70060,1,40117,40149,2/25/2005,1,8/10/2005,2,3.24,0.00,5.60,6.03,5.33,3,3,3,4.12,4.00,7.56,3.15,3.11,9,9,1.45,1.24,1.36,,,,17.32,18.68,16.47,19.17,18.83,21.33,18.49,20.93,
70062,4,40114,40114,2/25/2005,1,8/10/2005,1,3.27,0.59,5.04,5.97,6.46,3,2,3,3.21,3.20,5.95,2.59,2.42,9,8,0.92,0.88,0.94,,,,12.49,15.25,13.08,14.37,14.30,16.84,13.08,15.17,
70062,4,40114,40114,2/25/2005,1,9/2/2005,2,2.98,1.56,6.26,6.69,6.02,3,3,3,2.62,3.00,5.23,2.08,2.33,9,9,0.89,0.85,0.82,,,,14.10,16.24,14.44,16.48,15.76,18.64,16.01,17.14,
70063,4,40114,40114,2/25/2005,1,1/3/2006,1,3.81,0.53,7.13,5.93,5.09,3,3,3,3.61,3.46,6.46,2.84,3.10,11,12,1.22,1.00,1.03,9.37,8.55,9.05,13.68,16.21,13.34,16.15,14.16,17.37,14.13,16.63,
70063,4,40114,40114,2/25/2005,1,1/5/2006,2,3.33,0.97,6.19,6.74,5.58,3,3,3,3.71,3.63,6.52,2.73,2.80,10,12,0.95,1.03,1.02,8.21,8.41,8.46,14.35,17.01,13.74,16.32,14.68,17.08,13.93,15.37,
70064,5,40148,40148,2/25/2005,2,1/6/2006,1,3.56,1.19,5.82,6.74,6.11,3,3,3,3.25,3.12,6.05,2.45,2.55,9,10,1.24,1.21,1.31,8.18,7.89,8.28,15.54,18.96,16.34,18.67,17.02,19.89,16.82,19.78,
70064,5,40148,40148,2/25/2005,1,6/4/2006,2,3.73,0.00,2.96,3.90,4.21,3,3,3,3.34,3.52,6.41,2.63,2.36,11,9,1.27,1.22,1.27,7.18,7.26,7.10,14.62,17.29,14.42,18.09,14.83,18.31,15.89,18.85,
70065,5,40148,40148,2/25/2005,1,5/30/2005,1,2.71,0.74,4.78,5.59,4.64,3,3,3,2.97,3.18,5.81,2.60,2.84,11,11,1.18,1.12,1.26,,,,14.27,16.39,14.73,16.45,15.44,18.06,15.38,17.21,
70065,5,40148,40148,2/25/2005,1,8/4/2005,2,3.57,0.00,3.93,5.56,5.79,3,3,3,4.17,3.96,7.37,2.66,2.55,10,9,1.20,1.10,1.24,,,,15.00,17.27,14.81,18.10,17.34,19.93,17.09,20.58,
70066,6,40145,40018,2/25/2005,1,6/8/2005,1,3.26,0.00,5.59,4.65,5.42,3,3,3,3.76,3.87,7.10,2.79,3.01,10,12,1.14,1.18,1.09,,,,16.44,18.35,16.35,20.12,17.45,21.36,17.62,21.59,
70066,6,40145,40018,2/25/2005,1,8/4/2005,2,3.07,0.00,5.38,5.06,4.74,3,2,3,3.57,3.78,6.14,2.64,2.64,10,11,1.03,0.94,0.96,,,,14.98,16.91,15.76,17.79,16.67,18.90,17.31,20.72,
70067,7,40019,40047,2/25/2005,1,6/1/2006,1,3.16,0.00,4.67,4.96,2.93,3,3,3,4.13,3.80,7.43,2.80,3.14,11,12,1.28,1.27,1.19,8.34,7.66,8.13,17.61,19.91,17.81,23.19,18.39,22.95,19.16,23.12,
70067,7,40019,40047,2/25/2005,1,6/8/2006,2,2.85,0.00,4.90,5.09,3.15,3,1,3,3.86,4.17,7.08,3.13,3.01,13,11,1.31,1.33,1.27,8.01,8.29,8.33,15.78,18.78,15.51,20.34,17.40,20.15,16.87,20.77,
70068,7,40019,40047,2/25/2005,1,6/7/2005,1,3.22,0.00,4.80,3.98,3.95,3,3,3,2.79,3.06,5.39,2.00,2.33,7,10,0.94,0.82,0.94,,,,15.52,17.71,15.73,17.93,17.40,19.85,17.56,18.15,
70068,7,40019,40047,2/25/2005,1,6/8/2005,2,3.41,0.00,5.14,5.31,4.99,3,3,3,3.53,3.27,6.38,2.80,2.50,12,10,0.92,1.06,0.97,,,,16.31,17.53,15.21,17.11,15.71,18.23,15.20,17.03,
70069,9,40109,40025,2/25/2005,1,5/23/2006,1,3.18,1.08,5.35,4.60,5.53,3,3,3,3.03,3.20,5.93,2.30,2.57,9,8,1.34,1.18,1.20,8.99,8.92,9.16,15.45,17.70,15.07,18.51,17.20,18.95,16.55,18.09,
70069,9,40109,40025,2/25/2005,1,5/31/2006,2,2.83,0.00,5.05,4.86,3.64,3,3,3,3.36,3.41,6.36,2.30,2.15,10,10,1.33,1.18,1.18,7.96,7.73,7.62,15.53,17.35,15.04,18.38,16.18,19.43,16.00,17.60,
70070,2,40154,40131,2/25/2005,1,8/23/2005,1,3.26,2.09,7.14,7.86,6.22,3,3,3,4.14,3.93,7.43,2.91,3.38,9,12,0.93,1.05,1.07,,,,17.96,21.08,18.04,20.16,21.99,25.86,22.12,22.36,
70070,2,40154,40131,2/25/2005,1,5/30/2006,2,3.92,0.00,4.16,5.70,5.74,3,3,3,3.41,3.99,6.99,3.04,3.05,12,12,1.14,1.10,1.11,8.72,8.59,8.86,17.31,19.81,18.34,19.79,19.02,22.85,20.25,20.16,
70071,2,40154,40131,2/25/2005,1,8/25/2005,1,2.79,1.83,6.61,6.02,5.39,3,3,3,3.01,3.51,5.75,2.62,2.69,10,10,0.88,0.85,0.88,,,,15.82,17.62,15.91,17.18,17.42,20.07,16.69,17.60,
70071,2,40154,40131,2/25/2005,1,5/31/2006,2,2.69,0.00,3.57,4.43,3.65,3,3,3,3.61,3.52,6.20,2.67,2.70,10,10,0.84,1.06,1.08,6.35,6.41,6.36,14.55,18.59,15.57,17.67,16.85,20.66,16.46,16.91,
70072,3,40144,40023,2/25/2005,1,8/23/2005,1,3.52,0.00,6.68,5.93,7.05,3,3,3,4.11,3.82,7.46,2.85,2.84,11,9,1.21,1.20,1.18,,,,19.47,21.33,18.08,22.15,22.83,25.31,21.80,22.79,3 braclets in common between gland l and r
70072,3,40144,40023,2/25/2005,2,1/9/2006,2,4.03,0.99,6.75,6.89,6.70,3,3,3,4.78,2.77,7.14,2.85,2.84,10,9,1.06,1.18,1.06,9.85,10.00,10.02,17.95,22.01,18.10,20.68,20.94,25.24,21.08,20.40,
70074,4,40075,40153,2/25/2005,1,8/18/2005,1,2.84,0.32,5.20,5.28,6.09,3,3,3,3.36,3.64,6.71,2.53,2.69,9,8,0.96,1.04,0.98,,,,15.75,17.85,16.05,17.96,19.19,22.10,18.28,20.58,
70074,4,40075,40153,2/25/2005,1,8/23/2005,2,3.76,2.21,6.01,7.88,6.71,3,3,3,3.91,4.27,7.60,3.08,2.93,9,8,1.13,1.23,1.12,,,,20.52,24.18,20.48,23.23,23.12,28.13,22.36,24.96,
70076,6,40002,40145,2/25/2005,1,8/18/2005,1,3.41,0.00,6.52,5.77,5.41,3,3,2,3.66,4.44,7.27,2.61,2.92,10,12,1.23,1.18,1.15,,,,15.86,18.45,16.58,19.19,16.42,19.67,16.98,19.18,
70076,6,40002,40145,2/25/2005,1,8/23/2005,2,2.95,0.28,5.37,5.83,7.52,3,3,3,3.83,4.11,7.18,2.73,2.82,9,9,1.29,1.27,1.14,,,,16.17,18.64,16.22,20.20,16.59,19.07,16.89,20.57,
70080,5,40090,40065,2/28/2005,1,6/16/2005,1,3.58,1.89,7.32,7.69,7.75,3,3,3,3.35,3.26,6.35,2.63,2.61,8,8,1.01,1.09,0.94,,,,17.56,20.44,17.30,20.80,20.99,24.02,19.96,22.53,
70080,5,40090,40065,2/28/2005,1,8/10/2005,2,3.62,0.00,6.09,6.78,5.89,3,3,3,3.81,3.97,7.37,3.04,2.96,9,10,1.15,1.22,1.20,,,,17.54,20.73,18.08,19.97,19.68,21.92,19.61,20.13,
70081,9,40109,40118,2/28/2005,1,6/14/2005,1,3.08,3.10,4.77,7.28,5.77,3,3,3,3.57,3.34,6.52,2.87,2.57,11,10,1.06,1.05,0.99,,,,19.24,21.45,20.49,23.10,21.70,24.83,22.41,25.00,
70081,9,40109,40118,2/28/2005,1,6/17/2005,2,3.44,0.42,6.05,5.75,5.58,3,3,3,4.05,3.99,7.15,2.92,2.89,10,11,1.47,1.56,1.48,,,,18.11,21.11,19.02,24.07,19.67,23.86,20.44,24.85,
70082,9,40109,40118,2/28/2005,1,6/5/2006,1,3.22,0.00,6.73,5.55,4.72,3,3,3,4.22,3.89,7.38,3.00,2.74,11,12,1.31,1.27,1.23,9.75,9.14,9.71,19.16,21.03,19.37,25.14,21.37,24.05,20.69,25.77,
70082,9,40109,40118,2/28/2005,1,6/5/2006,2,3.32,1.46,4.97,6.97,5.19,3,3,3,4.45,4.22,7.86,3.41,3.26,12,12,1.40,1.48,1.35,9.56,9.86,9.88,20.80,23.82,20.23,28.10,22.72,26.02,23.17,29.80,
70084,3,40023,40094,2/28/2005,1,8/10/2005,1,2.93,0.45,4.82,5.62,4.71,3,3,3,3.25,3.20,6.26,2.71,2.72,10,9,1.16,1.10,1.15,,,,17.37,18.97,17.06,17.93,19.01,22.79,19.70,19.88,
70084,3,40023,40094,2/28/2005,1,12/8/2005,2,2.44,0.00,2.69,3.59,3.57,3,3,3,3.20,3.17,5.84,2.11,2.16,12,9,1.13,1.03,1.10,,,,17.50,19.62,17.73,18.73,19.34,21.93,18.75,19.20,
70085,3,40023,40094,2/28/2005,1,8/10/2005,1,2.76,0.00,6.30,5.35,5.41,3,3,3,4.04,4.11,7.55,2.90,3.28,11,10,1.39,1.38,1.29,,,,18.66,21.80,18.64,21.68,21.62,25.99,21.69,22.86,
70085,3,40023,40094,2/28/2005,1,8/23/2005,2,3.07,0.49,4.92,5.46,6.19,3,3,3,4.10,3.63,7.37,3.22,3.16,9,11,1.34,1.41,1.37,,,,18.62,22.00,19.25,21.08,20.51,23.47,20.27,21.96,
70086,3,40094,40146,2/28/2005,1,8/23/2005,1,2.59,0.00,4.62,4.52,3.11,3,3,3,3.23,3.58,6.11,2.42,2.41,12,11,0.99,0.92,0.96,,,,14.85,16.15,14.64,17.11,15.17,18.28,15.27,16.24,
70086,3,40094,40146,2/28/2005,1,1/3/2006,2,3.11,0.00,5.15,5.70,5.79,3,3,3,4.33,4.29,7.40,2.61,3.07,9,11,1.20,1.30,1.28,8.40,8.49,9.05,16.73,19.64,17.12,19.79,17.44,21.75,18.92,19.65,
70088,6,40018,40002,2/28/2005,1,5/30/2005,1,2.46,0.00,4.93,4.84,4.06,3,3,3,3.26,2.98,5.68,2.50,2.45,10,10,1.04,1.14,1.03,,,,13.34,14.87,13.50,16.16,14.95,16.60,14.55,16.24,
70088,6,40018,40002,2/28/2005,1,5/31/2006,2,2.28,1.49,5.51,5.37,6.80,3,3,3,3.73,3.23,6.69,2.80,3.14,9,10,1.28,1.28,1.27,9.13,8.52,8.83,16.25,19.18,16.20,19.42,18.13,21.17,17.28,21.87,
70089,7,40047,40047,2/28/2005,1,6/15/2005,1,3.05,1.14,5.60,6.28,5.46,3,3,3,4.60,4.14,7.59,3.15,3.00,13,11,1.10,1.18,0.99,,,,15.80,17.01,15.60,20.29,16.62,18.75,16.20,19.80,
70089,7,40047,40047,2/28/2005,1,12/14/2005,2,3.02,0.00,5.35,5.05,4.59,3,3,3,3.66,3.44,6.58,2.54,2.55,10,8,0.91,0.92,0.92,7.04,6.99,6.91,15.20,16.45,14.06,18.21,15.46,18.29,16.36,18.70,
70092,7,40089,40089,2/28/2005,1,1/3/2006,1,2.93,0.00,5.59,5.40,4.81,3,3,3,3.74,3.67,6.70,2.70,2.88,9,10,1.19,1.09,1.21,8.10,7.60,7.89,15.43,18.37,15.64,18.72,17.16,19.90,17.35,19.12,
70092,7,40089,40089,2/28/2005,1,6/5/2006,2,2.83,0.91,5.39,5.89,4.90,3,3,3,3.15,3.48,6.04,2.30,2.69,11,10,1.11,1.08,1.10,7.84,7.89,7.86,15.84,17.72,15.36,17.99,16.32,19.42,16.78,19.78,
70093,4,40153,40114,2/28/2005,1,12/23/2005,1,3.14,0.94,5.96,6.50,6.15,3,3,3,3.67,3.11,6.26,2.55,2.57,10,9,0.89,0.89,0.95,8.22,7.92,7.84,14.29,16.81,14.05,16.37,14.90,17.44,15.20,16.23,
70093,4,40153,40114,2/28/2005,1,5/23/2006,2,3.61,1.29,6.25,6.19,5.42,3,2,3,2.98,2.96,5.60,2.21,2.19,9,8,1.04,1.03,1.02,8.18,8.67,8.19,16.31,17.14,15.08,18.40,16.29,19.34,17.22,17.10,
70094,8,40028,40028,2/28/2005,1,6/7/2005,1,2.79,2.05,6.59,6.95,6.96,2,3,2,3.51,3.26,6.45,2.57,2.08,9,7,1.02,1.17,1.13,,,,18.12,21.04,18.63,19.76,21.42,23.57,21.57,20.17,
70094,8,40028,40028,2/28/2005,1,12/22/2005,2,2.23,4.40,7.81,8.81,8.55,3,3,2,3.08,4.14,6.75,2.65,2.83,9,10,0.99,1.14,1.02,7.94,8.13,8.22,17.66,19.94,18.28,18.63,19.63,22.45,19.66,18.10,
70096,4,40114,40153,2/28/2005,2,1/3/2006,1,3.09,1.04,5.73,6.36,5.13,3,3,3,3.23,3.67,6.38,2.80,2.96,12,11,1.20,1.19,1.13,9.11,9.01,8.64,15.03,17.31,14.84,17.66,17.13,19.72,16.20,17.55,
70096,4,40114,40153,2/28/2005,2,1/9/2006,2,3.45,0.00,4.74,5.73,5.48,3,3,3,2.91,3.55,6.02,2.59,2.80,11,12,0.97,1.05,1.06,8.03,8.54,8.50,14.31,16.86,15.25,16.91,15.31,17.87,15.53,16.59,
70098,7,40138,40124,2/28/2005,1,6/4/2006,1,3.80,0.00,4.78,5.28,4.02,3,3,3,3.06,3.03,5.68,2.42,2.53,11,11,1.25,1.47,1.27,7.18,7.44,7.03,14.30,17.02,14.97,18.62,16.38,19.20,16.54,17.56,
70098,7,40138,40124,2/28/2005,1,6/4/2006,2,2.81,0.00,4.85,5.05,4.35,3,3,3,3.54,3.82,6.85,2.98,3.05,10,10,1.17,1.46,1.28,8.55,8.42,8.23,16.44,19.19,17.31,20.61,18.97,21.13,18.15,21.06,
70100,9,40118,40060,2/28/2005,1,1/3/2006,1,3.47,0.00,5.12,5.54,5.38,3,3,2,3.15,3.65,6.20,2.19,2.45,10,10,1.17,1.18,1.01,8.09,7.49,7.64,17.05,19.89,17.28,18.58,19.43,22.36,19.81,19.60,
70100,9,40118,40060,2/28/2005,1,6/14/2006,2,3.09,0.32,4.91,3.61,4.67,3,3,3,3.71,4.25,7.11,2.17,2.27,8,8,1.34,1.35,1.20,7.92,8.18,7.91,17.96,20.66,18.48,19.34,20.84,23.30,20.68,20.48,
70108,2,40081,40072,3/11/2005,1,12/8/2005,1,3.91,0.60,4.71,5.98,5.55,3,3,3,3.52,3.82,6.38,2.69,2.76,12,12,1.14,1.02,1.06,,,,16.18,17.26,15.17,19.03,16.39,19.10,16.79,20.41,
70108,2,40081,40072,3/11/2005,1,5/31/2006,2,3.37,0.00,3.70,4.83,2.95,3,3,3,3.47,3.45,6.21,2.17,2.37,11,10,1.14,1.08,1.12,6.84,7.08,6.89,14.37,16.45,14.95,18.97,15.93,17.86,15.08,19.60,
70109,2,40081,40072,3/11/2005,1,6/16/2005,1,2.64,0.00,2.77,4.70,5.33,3,3,3,2.76,2.79,5.45,2.50,2.66,9,9,1.01,0.94,0.91,,,,14.23,16.09,13.81,16.90,14.99,17.50,15.78,18.50,
70109,2,40081,40072,3/11/2005,1,6/10/2006,2,3.18,0.00,3.54,5.30,3.93,3,1,3,3.46,3.76,6.13,2.25,2.84,8,12,0.95,1.02,0.94,7.92,7.54,7.10,13.79,16.30,13.98,16.54,16.32,19.62,16.67,20.06,
70110,3,40144,40142,3/11/2005,1,5/30/2005,1,3.23,1.24,5.24,6.57,5.99,3,3,3,3.08,2.92,5.78,2.49,2.26,11,10,0.86,0.97,0.93,,,,17.46,19.52,18.10,18.84,20.30,23.20,19.50,19.95,
70110,3,40144,40142,3/11/2005,1,6/8/2005,2,3.99,0.37,4.84,6.19,5.19,2,3,3,4.12,2.91,6.70,2.47,2.34,9,10,1.08,1.03,1.04,,,,18.91,21.73,18.55,21.01,21.03,24.13,20.56,22.17,
70111,4,40075,40114,3/11/2005,1,8/23/2005,1,3.04,0.00,5.30,6.02,5.41,3,3,3,4.00,3.84,7.44,2.82,2.84,11,11,1.01,1.09,0.97,,,,18.38,20.50,17.56,20.76,18.76,21.80,18.16,21.18,
70111,4,40075,40114,3/11/2005,1,6/14/2006,2,3.33,0.00,3.45,5.80,2.95,3,3,3,3.96,3.89,7.35,3.00,2.98,9,9,,,,,,,15.99,18.65,16.22,19.27,16.10,19.36,16.67,19.16,
70112,4,40075,40114,3/11/2005,1,6/7/2005,1,3.00,0.00,5.29,6.06,4.23,3,3,3,3.84,3.61,7.06,2.89,2.77,9,9,1.14,1.13,1.18,,,,15.88,17.98,15.19,19.12,17.20,20.74,17.08,18.56,
70112,4,40075,40114,3/11/2005,1,6/16/2005,2,2.79,0.00,5.02,5.40,4.55,3,3,3,3.29,3.48,6.65,2.41,2.73,9,10,1.11,1.26,1.13,,,,14.43,16.50,14.64,16.89,14.99,16.95,15.20,17.53,
70113,5,40065,40148,3/11/2005,1,8/10/2005,1,4.00,0.00,5.74,6.60,6.31,3,3,3,3.99,4.17,7.32,3.19,3.10,11,12,1.24,1.17,1.11,,,,19.74,21.35,19.63,21.81,20.80,23.28,20.12,22.47,
70113,5,40065,40148,3/11/2005,1,12/8/2005,2,4.32,0.00,4.00,5.45,6.08,2,3,3,4.97,4.01,7.86,2.91,2.77,12,9,1.20,1.23,1.26,,,,18.96,21.66,18.86,22.46,20.30,20.91,20.29,21.88,
70114,6,40002,40108,3/11/2005,1,6/3/2006,1,3.17,0.00,6.33,5.28,4.03,3,3,3,2.74,3.16,5.71,2.51,2.38,8,8,1.11,1.17,1.20,8.00,8.44,8.26,16.59,18.81,14.71,17.36,17.82,19.83,16.86,18.97,
70114,6,40002,40108,3/11/2005,1,6/4/2006,2,3.67,0.00,4.94,5.81,5.15,3,3,3,2.81,3.45,5.85,2.13,2.20,8,11,1.14,1.33,1.19,8.06,8.48,8.28,14.70,17.21,14.43,15.79,15.40,19.30,15.77,17.72,
70115,6,40002,40108,3/11/2005,1,1/3/2006,1,3.76,0.00,6.64,6.20,5.67,3,3,3,3.49,3.90,6.92,2.60,2.68,11,10,1.16,1.30,1.35,8.56,8.21,8.67,15.05,19.36,16.33,18.25,17.01,20.12,17.48,16.92,
70115,6,40002,40108,3/11/2005,1,1/9/2006,2,2.85,0.00,4.88,5.50,4.16,3,3,3,3.75,3.74,6.80,2.55,2.46,8,10,1.12,1.37,1.22,7.54,7.78,8.08,13.94,16.83,14.59,14.82,15.07,18.30,14.95,16.78,
70117,9,40118,40128,3/11/2005,1,6/15/2005,1,3.10,0.58,6.31,5.59,5.84,3,3,3,2.91,3.09,5.72,2.66,2.81,9,9,1.04,1.19,1.00,,,,15.93,18.49,16.56,18.89,17.30,19.50,17.62,17.98,
70117,9,40118,40128,3/11/2005,1,12/22/2005,2,2.77,0.81,5.99,5.81,5.90,3,3,3,3.41,3.39,6.10,2.41,2.48,10,10,1.03,1.07,1.04,7.31,7.99,7.68,16.04,18.43,16.52,17.56,17.67,20.46,18.07,19.22,
70118,1,40149,40053,3/11/2005,1,8/25/2005,1,3.94,0.00,6.27,5.98,6.81,3,3,3,3.58,3.29,6.60,3.04,2.78,11,8,1.36,1.38,1.19,,,,19.75,23.49,19.17,22.95,22.24,26.99,21.20,23.13,
70118,1,40149,40053,3/11/2005,1,6/8/2006,2,3.36,0.75,6.04,6.20,7.31,3,3,3,3.25,3.47,6.69,2.49,2.82,10,10,1.16,1.18,1.17,10.05,9.67,9.63,16.91,18.76,16.88,21.84,19.19,22.68,19.16,22.14,
70119,3,40144,40144,3/11/2005,1,6/12/2006,1,4.93,0.22,4.26,6.55,4.80,3,3,3,3.88,4.67,7.95,3.10,2.75,9,8,0.96,1.09,1.05,8.67,8.77,9.21,22.02,24.99,20.55,23.82,21.92,27.51,22.74,22.97,
70119,3,40144,40144,3/11/2005,1,6/14/2006,2,5.27,0.35,6.32,7.55,5.50,3,3,3,5.23,4.85,8.27,3.14,3.26,8,7,1.35,1.38,1.22,9.94,10.42,10.19,21.40,24.96,19.87,24.52,22.88,27.56,21.95,23.65,
70120,4,40103,40036,3/11/2005,1,5/30/2005,1,3.38,1.84,3.31,4.82,3.31,3,3,3,3.13,3.01,5.73,2.28,2.13,9,11,0.85,0.89,0.81,,,,16.26,18.09,16.49,21.17,17.67,19.99,17.34,21.03,
70120,4,40103,40036,3/11/2005,1,6/15/2005,2,3.71,0.16,4.52,5.91,6.29,3,3,3,3.22,3.44,6.53,2.83,2.62,10,9,1.16,1.38,1.30,,,,17.77,20.25,17.01,24.15,19.16,21.18,18.15,22.76,
70121,4,40103,40036,3/11/2005,1,12/23/2005,1,2.63,1.40,7.23,6.60,7.02,3,3,3,4.01,3.71,6.94,2.78,3.07,11,10,1.16,1.19,1.18,8.92,8.34,8.46,18.26,21.68,19.21,21.39,23.10,26.59,23.27,24.27,
70121,4,40103,40036,3/11/2005,1,6/13/2006,2,3.22,1.23,5.49,6.69,5.05,3,3,3,4.75,3.56,7.33,2.97,2.82,11,11,1.31,1.29,1.24,8.96,8.89,8.81,19.15,20.66,18.10,23.18,21.25,24.56,20.05,23.97,
70122,5,40090,40044,3/11/2005,1,12/23/2005,1,3.72,0.00,4.94,5.66,4.77,3,3,3,3.30,3.63,6.43,2.42,2.42,9,10,1.16,1.05,1.06,8.36,8.29,8.62,15.99,18.24,17.03,21.07,19.13,22.24,18.85,21.22,
70122,5,40090,40044,3/11/2005,1,1/6/2006,2,2.62,0.00,3.07,4.68,5.33,3,3,3,3.45,3.11,6.17,2.59,2.79,11,10,1.14,1.12,1.09,8.54,8.81,9.27,13.81,17.56,14.70,16.82,16.92,19.14,15.71,17.47,
70128,7,40089,40019,3/11/2005,1,6/15/2005,1,3.03,0.00,3.80,4.54,4.93,3,2,3,3.33,3.18,6.01,2.61,2.47,11,10,1.32,1.25,1.24,,,,15.13,16.80,15.30,18.46,15.78,17.80,16.33,19.21,
70128,7,40089,40019,3/11/2005,1,6/8/2006,2,3.29,0.00,4.30,4.86,4.28,3,2,3,2.81,3.10,5.52,2.26,2.35,10,9,1.12,1.01,1.09,6.87,6.95,6.83,13.62,15.25,13.96,17.11,15.02,16.47,14.04,17.01,
70129,7,40089,40019,3/11/2005,1,11/16/2005,1,3.84,1.15,6.10,7.06,6.95,3,3,3,3.54,3.96,7.16,2.85,2.83,11,11,1.12,1.20,1.18,,,,17.76,20.29,17.59,20.23,18.39,22.40,19.74,21.84,
70129,7,40089,40019,3/11/2005,1,12/23/2005,2,3.53,0.74,5.20,6.05,6.16,3,3,3,3.22,3.30,5.72,2.28,2.55,10,9,0.85,0.94,0.89,7.65,7.57,7.62,16.09,17.67,15.42,17.88,16.93,19.30,16.34,17.49,
70130,1,40026,40149,3/11/2005,1,12/14/2005,1,3.82,1.02,5.98,6.72,6.01,3,3,3,3.73,3.55,6.52,2.68,2.58,10,10,1.01,1.00,1.09,8.56,8.41,8.33,14.99,17.56,16.26,19.02,17.54,19.79,17.20,19.45,
70130,1,40026,40149,3/11/2005,1,6/9/2006,2,3.30,0.00,7.04,5.63,6.83,3,3,3,3.69,3.69,7.11,2.72,2.78,10,11,1.14,1.19,1.21,10.19,9.19,9.77,16.02,18.16,16.57,20.91,18.23,20.63,16.93,21.04,
70131,2,40131,40131,3/11/2005,1,6/16/2006,1,2.60,1.24,6.91,6.03,6.81,3,3,3,3.28,3.87,6.51,2.53,2.53,8,8,1.39,1.48,1.43,10.01,10.01,10.29,18.17,21.12,18.04,20.23,19.89,24.79,20.34,22.15,
70131,2,40131,40131,3/11/2005,2,6/16/2006,2,3.09,0.84,5.56,3.91,5.18,3,3,3,3.39,3.54,6.39,2.49,2.69,9,10,1.26,1.21,1.16,9.65,9.56,9.98,16.80,20.88,18.40,19.76,20.54,23.27,19.63,19.50,
70132,4,40103,40103,3/11/2005,1,6/13/2005,1,3.66,0.00,6.24,6.56,6.26,3,3,3,3.45,4.08,7.12,3.03,2.92,11,10,1.09,1.04,0.93,,,,18.13,20.88,16.62,21.76,20.57,24.38,20.48,23.62,
70132,4,40103,40103,3/11/2005,1,8/3/2005,2,3.86,0.00,4.53,5.87,4.74,3,3,3,3.50,3.28,6.51,2.57,2.51,10,9,1.01,0.95,0.98,,,,17.16,19.62,17.53,20.12,18.20,21.38,18.76,22.15,
70135,6,40018,40018,3/11/2005,1,1/5/2006,1,3.02,0.00,5.33,5.13,5.67,3,3,3,3.41,3.16,5.77,2.37,2.34,11,11,1.06,1.09,1.08,7.18,7.36,7.14,13.69,15.49,13.80,16.96,14.36,16.09,14.41,15.22,
70135,6,40018,40018,3/11/2005,1,6/12/2006,2,2.85,0.00,4.75,5.25,3.57,3,3,3,4.10,3.66,7.00,2.78,2.75,10,10,1.25,1.27,1.18,6.99,7.01,6.84,15.67,18.24,16.40,20.80,19.26,21.62,19.25,20.14,
70136,7,40124,40019,3/11/2005,1,6/4/2006,1,2.62,0.29,3.54,4.49,3.68,3,3,3,3.19,3.68,6.03,2.58,2.55,11,10,1.10,0.97,1.01,6.98,6.82,6.41,16.19,18.26,16.80,18.90,16.79,19.28,16.71,19.49,
70136,7,40124,40019,3/11/2005,1,6/4/2006,2,3.20,0.00,4.06,5.07,4.99,3,3,3,3.15,2.77,5.66,2.30,2.46,10,8,1.03,0.99,1.00,7.06,7.33,7.30,16.09,18.41,16.18,18.54,18.13,20.91,18.33,20.36,
70137,9,40025,40128,3/11/2005,1,12/20/2005,1,3.51,0.00,4.93,3.99,5.65,3,3,3,3.64,2.75,6.18,2.87,2.54,10,9,1.10,1.29,1.23,8.72,7.96,8.65,15.58,17.81,15.11,17.98,16.03,18.87,15.47,16.88,
70137,9,40025,40128,3/11/2005,1,6/5/2006,2,2.91,0.00,4.11,4.85,3.29,4,3,3,2.91,3.51,6.24,2.02,2.56,11,10,1.29,1.42,1.38,7.30,7.17,7.29,15.08,16.79,14.71,17.70,14.08,18.13,15.38,17.49,
