Latitude	Longitude	Region	Population	Id	Family	Day_of_flower_start
38.6441	122.3735	4	151	4.3	4	25
38.6441	122.3735	4	151	4.4	4	21
38.6441	122.3735	4	151	4.5	4	20
38.6441	122.3735	4	151	5.1	5	25
38.6441	122.3735	4	151	5.2	5	30
38.6441	122.3735	4	151	5.3	5	15
38.6441	122.3735	4	151	5.4	5	23
38.6441	122.3735	4	151	5.5	5	20
38.6441	122.3735	4	151	6.1	6	16
38.6441	122.3735	4	151	6.2	6	25
38.6441	122.3735	4	151	6.3	6	22
38.6441	122.3735	4	151	6.4	6	17
38.6441	122.3735	4	151	7.1	7	15
38.6441	122.3735	4	151	7.2	7	31
38.6441	122.3735	4	151	7.3	7	18
38.6441	122.3735	4	151	8.1	8	16
38.6441	122.3735	4	151	8.2	8	12
38.6441	122.3735	4	151	8.3	8	7
38.6441	122.3735	4	151	8.4	8	18
38.6441	122.3735	4	151	8.5	8	17
38.6441	122.3735	4	151	9.1	9	9
38.6441	122.3735	4	151	9.2	9	15
38.6441	122.3735	4	151	10.1	10	14
38.6441	122.3735	4	151	10.2	10	15
38.6441	122.3735	4	151	10.3	10	22
38.6441	122.3735	4	151	10.4	10	5
38.6441	122.3735	4	151	10.5	10	23
38.6441	122.3735	4	151	11.1	11	22
38.6441	122.3735	4	151	11.2	11	15
38.6441	122.3735	4	151	11.3	11	12
38.6441	122.3735	4	151	11.4	11	17
38.6441	122.3735	4	151	11.5	11	11
38.6441	122.3735	4	151	12.1	12	7
38.6441	122.3735	4	151	12.2	12	15
38.6441	122.3735	4	151	12.3	12	21
38.6441	122.3735	4	151	12.4	12	9
38.6441	122.3735	4	151	12.5	12	18
38.6441	122.3735	4	151	13.1	13	22
38.6441	122.3735	4	151	13.2	13	18
38.6441	122.3735	4	151	13.3	13	27
38.6441	122.3735	4	151	14.1	14	15
38.6441	122.3735	4	151	14.2	14	23
38.6441	122.3735	4	151	14.3	14	22
38.6441	122.3735	4	151	14.4	14	14
38.6441	122.3735	4	151	14.5	14	17
38.6441	122.3735	4	151	15.1	15	14
38.6441	122.3735	4	151	15.2	15	22
38.6441	122.3735	4	151	16.1	16	18
38.6441	122.3735	4	151	16.2	16	11
38.6441	122.3735	4	151	16.3	16	39
38.6441	122.3735	4	151	16.4	16	8
38.6441	122.3735	4	151	16.5	16	22
38.6441	122.3735	4	151	17.1	17	23
38.6441	122.3735	4	151	17.2	17	15
38.6441	122.3735	4	151	17.3	17	21
38.6441	122.3735	4	151	18.1	18	14
38.6441	122.3735	4	151	18.2	18	15
38.6441	122.3735	4	151	18.3	18	8
38.6441	122.3735	4	151	18.4	18	17
38.6441	122.3735	4	151	18.5	18	22
38.6441	122.3735	4	151	19.1	19	18
38.6441	122.3735	4	151	19.2	19	9
38.6441	122.3735	4	151	19.3	19	16
38.6441	122.3735	4	151	19.4	19	21
38.6441	122.3735	4	151	19.5	19	12
38.6441	122.3735	4	151	20.1	20	16
38.6441	122.3735	4	151	20.2	20	11
38.6441	122.3735	4	151	20.3	20	7
38.6441	122.3735	4	151	20.4	20	10
38.6441	122.3735	4	151	20.5	20	39
38.7023	122.4342	4	161	1.1	1	12
38.7023	122.4342	4	161	1.2	1	11
38.7023	122.4342	4	161	4.1	4	16
38.7023	122.4342	4	161	4.2	4	9
38.7023	122.4342	4	161	4.3	4	10
38.7023	122.4342	4	161	4.4	4	18
38.7023	122.4342	4	161	4.5	4	17
38.7023	122.4342	4	161	8.1	8	39
38.7023	122.4342	4	161	8.2	8	16
38.7023	122.4342	4	161	8.4	8	28
38.7023	122.4342	4	161	10.1	10	14
38.7023	122.4342	4	161	10.2	10	7
38.7023	122.4342	4	161	10.4	10	14
38.7023	122.4342	4	161	10.5	10	9
38.7023	122.4342	4	161	15.1	15	8
38.7023	122.4342	4	161	15.2	15	18
38.7023	122.4342	4	161	15.3	15	10
38.7023	122.4342	4	161	15.4	15	9
38.7023	122.4342	4	161	15.5	15	16
38.7023	122.4342	4	161	17.1	17	11
38.7023	122.4342	4	161	17.2	17	15
38.7023	122.4342	4	161	17.3	17	7
38.7023	122.4342	4	161	18.2	18	17
38.7023	122.4342	4	161	18.3	18	17
38.7023	122.4342	4	161	18.4	18	17
38.7023	122.4342	4	161	18.5	18	16
38.7023	122.4342	4	161	19.1	19	8
38.7023	122.4342	4	161	19.2	19	17
38.7023	122.4342	4	161	20.1	20	9
38.7023	122.4342	4	161	20.2	20	7
38.7023	122.4342	4	161	20.3	20	17
38.7023	122.4342	4	161	20.4	20	9
37.3628	121.7552	4	181	9.1	9	11
37.3628	121.7552	4	181	9.2	9	10
37.3628	121.7552	4	181	9.4	9	12
37.3628	121.7552	4	181	11.1	11	17
37.3628	121.7552	4	181	11.2	11	12
37.3628	121.7552	4	181	12.1	12	12
37.3628	121.7552	4	181	12.2	12	18
37.3628	121.7552	4	181	14.1	14	15
37.3628	121.7552	4	181	14.4	14	15
37.3628	121.7552	4	181	16.1	16	15
37.3628	121.7552	4	181	16.2	16	16
37.3628	121.7552	4	181	17.1	17	12
37.3628	121.7552	4	181	17.2	17	15
37.3628	121.7552	4	181	17.3	17	18
37.3628	121.7552	4	181	17.4	17	12
37.3628	121.7552	4	181	18.1	18	17
37.3628	121.7552	4	181	18.3	18	11
37.3628	121.7552	4	181	18.4	18	16
34.1217	118.1218	2	202	1.1	1	14
34.1217	118.1218	2	202	1.4	1	13
34.1217	118.1218	2	202	2.1	2	25
34.1217	118.1218	2	202	2.2	2	12
34.1217	118.1218	2	202	2.3	2	12
34.1217	118.1218	2	202	2.5	2	14
34.1217	118.1218	2	202	3.1	3	12
34.1217	118.1218	2	202	3.2	3	9
34.1217	118.1218	2	202	3.4	3	14
34.1217	118.1218	2	202	3.5	3	12
34.1217	118.1218	2	202	4.1	4	14
34.1217	118.1218	2	202	4.3	4	12
34.1217	118.1218	2	202	4.4	4	12
34.1217	118.1218	2	202	4.5	4	15
34.1217	118.1218	2	202	5.2	5	13
34.1217	118.1218	2	202	5.3	5	15
34.1217	118.1218	2	202	5.5	5	9
34.1217	118.1218	2	202	6.2	6	20
34.1217	118.1218	2	202	6.3	6	11
34.1217	118.1218	2	202	7.1	7	15
34.1217	118.1218	2	202	7.3	7	12
34.1217	118.1218	2	202	7.4	7	15
34.1217	118.1218	2	202	7.5	7	14
34.1217	118.1218	2	202	9.3	9	12
34.1217	118.1218	2	202	9.4	9	14
37.6548	119.8864	3	203	11.1	11	15
37.6548	119.8864	3	203	11.2	11	16
37.6548	119.8864	3	203	11.3	11	14
37.6548	119.8864	3	203	20.1	20	16
37.6548	119.8864	3	203	20.4	20	15
37.6548	119.8864	3	203	20.5	20	13
37.6548	119.8864	3	203	62.1	62	9
37.6548	119.8864	3	203	62.2	62	16
37.6548	119.8864	3	203	62.3	62	13
37.6548	119.8864	3	203	62.4	62	14
37.6548	119.8864	3	203	98.2	98	15
37.6548	119.8864	3	203	98.3	98	14
37.6548	119.8864	3	203	98.4	98	13
37.6548	119.8864	3	203	102.3	102	15
37.6548	119.8864	3	203	102.4	102	14
37.6548	119.8864	3	203	102.5	102	15
37.6548	119.8864	3	203	133.1	133	5
37.6548	119.8864	3	203	133.3	133	10
37.6548	119.8864	3	203	133.4	133	3
37.6548	119.8864	3	203	133.5	133	10
37.6548	119.8864	3	203	139.1	139	12
37.6548	119.8864	3	203	139.5	139	6
37.6548	119.8864	3	203	143.2	143	11
37.6548	119.8864	3	203	143.3	143	14
37.6548	119.8864	3	203	143.4	143	12
37.6548	119.8864	3	203	143.5	143	10
37.6548	119.8864	3	203	150.1	150	14
37.6548	119.8864	3	203	150.2	150	14
37.6548	119.8864	3	203	150.5	150	16
37.6548	119.8864	3	203	165.1	165	12
37.6548	119.8864	3	203	165.3	165	15
37.6548	119.8864	3	203	165.5	165	6
37.6548	119.8864	3	203	168.1	168	13
37.6548	119.8864	3	203	168.2	168	11
37.6548	119.8864	3	203	168.3	168	15
37.6548	119.8864	3	203	168.4	168	15
37.6548	119.8864	3	203	171.2	171	15
37.6548	119.8864	3	203	171.3	171	15
37.6548	119.8864	3	203	174.1	174	14
37.6548	119.8864	3	203	174.3	174	13
37.6548	119.8864	3	203	174.4	174	15
37.6548	119.8864	3	203	177.3	177	10
37.6548	119.8864	3	203	177.4	177	14
37.6548	119.8864	3	203	177.5	177	12
37.6548	119.8864	3	203	193.2	193	7
37.6548	119.8864	3	203	193.5	193	15
37.6548	119.8864	3	203	234.1	234	16
37.6548	119.8864	3	203	234.2	234	18
37.6548	119.8864	3	203	234.5	234	15
37.502	120.1236	3	204	1.1	1	11
37.502	120.1236	3	204	1.2	1	11
37.502	120.1236	3	204	1.3	1	11
37.502	120.1236	3	204	1.4	1	14
37.502	120.1236	3	204	1.5	1	14
37.502	120.1236	3	204	3.1	3	14
37.502	120.1236	3	204	3.2	3	15
37.502	120.1236	3	204	3.3	3	12
37.502	120.1236	3	204	3.4	3	9
37.502	120.1236	3	204	3.5	3	7
37.502	120.1236	3	204	4.1	4	5
37.502	120.1236	3	204	4.2	4	10
37.502	120.1236	3	204	4.3	4	7
37.502	120.1236	3	204	4.4	4	13
37.502	120.1236	3	204	4.5	4	3
37.502	120.1236	3	204	5.2	5	9
37.502	120.1236	3	204	5.3	5	6
37.502	120.1236	3	204	5.4	5	8
37.502	120.1236	3	204	5.5	5	10
37.502	120.1236	3	204	6.1	6	14
37.502	120.1236	3	204	6.2	6	9
37.502	120.1236	3	204	6.3	6	14
37.502	120.1236	3	204	6.4	6	12
37.502	120.1236	3	204	6.5	6	9
37.502	120.1236	3	204	7.1	7	16
37.502	120.1236	3	204	7.2	7	15
37.502	120.1236	3	204	7.3	7	15
37.502	120.1236	3	204	7.4	7	15
37.502	120.1236	3	204	7.5	7	14
37.502	120.1236	3	204	8.3	8	15
37.502	120.1236	3	204	8.4	8	11
37.502	120.1236	3	204	9.1	9	10
37.502	120.1236	3	204	9.1	9	12
37.502	120.1236	3	204	9.2	9	14
37.502	120.1236	3	204	9.3	9	15
37.502	120.1236	3	204	9.4	9	7
37.502	120.1236	3	204	9.4	9	10
37.502	120.1236	3	204	9.4	9	10
37.502	120.1236	3	204	9.5	9	11
37.502	120.1236	3	204	9.5	9	15
37.502	120.1236	3	204	11.1	11	14
37.502	120.1236	3	204	11.2	11	13
37.502	120.1236	3	204	12.1	12	12
37.502	120.1236	3	204	12.3	12	12
37.502	120.1236	3	204	12.4	12	15
37.502	120.1236	3	204	12.5	12	14
