ind.,germ. Date,Dam ,sire,famdam,inddam,famsire,indsire,diallel block,stage,flower,meas date,date,GSDL,GSDC,GSDR,GAD,ASD,GWL,GWR,GWTot,GHL,GHR,SWL,SWC,SWR,UBL,UBC,UBR,UBW,LBL,LBC,LBR,LBW,nbre stam fl,st. fl. C,st. fl. R.,color,Self 0=no/1=yes,Cot1,Cot2,age(days),rem
51230,9/13/1999,83.10.075,19.10.172,83,10075,19,10172,1,3,2,3/27/2000,121,5.04,5.17,4.52,4.89,3.08,3.69,3.53,6.89,3.44,2.99,1.45,1.53,1.44,16.55,18.23,15.88,20.98,17.1,19.85,16.98,22.99,3,3,3,2,0,,,,
51232,9/13/1999,23.10.188,14.10.054,23,10188,14,10054,2,1,1,3/5/2000,99,5.37,6.54,4.59,5.34,3.21,3.83,4.27,7.46,3.53,3.61,1.62,1.66,1.62,17.05,21.73,18.91,23.27,20.23,23.69,19.84,22.5,3,3,3,1,0,13.2,13.12,8,
51232,9/13/1999,23.10.188,14.10.054,23,10188,14,10054,2,1,2,3/21/2000,115,5.23,5.67,4.65,5.68,4.33,3.56,4.27,7.14,3.83,3.97,1.54,1.59,1.43,18.48,21.33,18.76,24.39,18.78,23.06,19.78,24.55,3,3,3,2,0,,,,
51233,9/13/1999,9.10.165,13.10.169,9,10165,13,10169,3,1,1,3/15/2000,109,4.73,6.51,5.18,5.24,3.97,3.89,3.72,6.95,3.19,3.23,1.49,1.42,1.45,16.35,19.24,17.51,20.77,17.57,21.31,18.01,21.59,3,3,3,1,0,11.19,10.91,8,
51233,9/13/1999,9.10.165,13.10.169,9,10165,13,10169,3,2,2,3/23/2000,117,4.85,6.46,5.02,5.62,4.12,2.85,3.6,5.98,2.37,3.3,1.56,1.54,1.47,15.87,19.79,15.55,20.72,17.47,21.88,18.58,21.06,3,3,3,1,0,,,,
51234,9/13/1999,2.10.018,33.10.083,2,10018,33,10083,4,1,1,3/13/2000,107,3.41,3.98,3.05,4.28,2.82,4.39,4.21,7.91,3.54,3.44,1.54,1.62,1.5,15.73,16.64,15.31,18.16,15.16,18.31,15.25,18.69,3,1,2,2,0,12.64,12.79,8,
51234,9/13/1999,2.10.018,33.10.083,2,10018,33,10083,4,2,2,3/15/2000,109,3.83,4.74,4.05,4.9,3.1,3,2.87,6.04,1.27,1.68,1.37,1.49,1.37,15.03,18.28,14.88,18.15,16.68,20.04,17.04,19.7,3,3,3,1,0,,,,
51235,9/13/1999,33.10.083,2.10.018,33,10083,2,10018,4,1,1,2/2/2000,67,4.13,4.63,3.31,3.51,4.28,3.23,3.51,6.36,3.39,3.02,1.38,1.3,1.19,15.62,17.21,15.57,18.84,13.63,19.4,16.15,19.85,3,3,3,2,0,11.75,11.93,8,
51235,9/13/1999,33.10.083,2.10.018,33,10083,2,10018,4,1,2,2/8/2000,73,4.25,5.63,4.34,4.1,3.42,3.49,3.64,6.67,3,2.77,1.48,1.58,1.54,15.49,17.15,15.22,19.8,16.42,19.56,16.08,20.99,3,3,3,2,0,,,,
51236,9/13/1999,58.10.029,82.10.133,58,10029,82,10133,4,3,1,3/9/2000,103,4.9,5.27,3.59,4.75,4.96,3.97,4.32,7.68,3.7,2.54,1.47,1.53,1.54,20.76,24.16,20.35,27.1,22.43,26.74,23,25.72,3,3,3,4,0,13.66,13.12,8,
51236,9/13/1999,58.10.029,82.10.133,58,10029,82,10133,4,1,2,3/9/2000,103,4.1,4.99,3.79,4.4,5.14,3.24,2.91,5.6,2.11,2.7,1.2,1.19,1.21,18.02,19.65,16.39,20.8,16.86,22.53,18.41,22.1,3,3,3,3,0,,,,
51237,9/13/1999,23.10.188,59.10.030,23,10188,59,10030,2,1,1,3/16/2000,110,3.17,4.2,4.32,3.09,3.56,3.37,3.54,6.8,3.24,3.25,1.44,1.48,1.53,16.1,18.72,16.75,20.17,17.17,20,16.93,19.82,3,3,3,2,0,13.23,12.52,8,
51237,9/13/1999,23.10.188,59.10.030,23,10188,59,10030,2,1,2,4/2/2000,127,4.46,5.15,3.82,4.71,4.65,3.64,4.05,7.55,3.55,3.44,1.5,1.61,1.58,18.37,20.9,17.7,22.51,18.78,20.7,18.27,21.17,3,3,3,1,0,,,,
51238,9/13/1999,39.10.187,28.10.183,39,10187,28,10183,3,3,1,3/20/2000,114,4.31,4.74,4.43,4.55,4.66,3.93,4.33,7.69,3.35,3.34,1.46,1.62,1.66,16.35,19.21,17.96,22.58,17.03,21.4,18.16,22.61,3,3,3,2,0,11.58,11.23,8,
51238,9/13/1999,39.10.187,28.10.183,39,10187,28,10183,3,1,2,3/27/2000,121,4.6,5.23,5.39,4.18,3.16,3.63,3.46,6.62,3.32,3.35,1.33,1.39,1.43,13.35,15.73,13.89,19.14,14.44,17.38,14.11,19.07,3,3,3,2,0,,,,
51240,9/13/1999,28.10.183,28.10.183,28,10183,28,10183,3,1,1,2/29/2000,94,3.91,5.87,4.06,4.3,5.39,3.67,3.26,6.66,3,2.69,1.41,1.41,1.37,17.54,23.45,19.57,25.17,21.94,26.12,20.31,25.39,3,3,3,3,1,12.32,12.31,8,
51240,9/13/1999,28.10.183,28.10.183,28,10183,28,10183,3,1,2,3/23/2000,117,4.58,5.33,4.48,4.28,3.35,3.25,3,6.42,3.05,2.91,1.51,1.43,1.5,16.96,20.44,17.15,22.1,19.44,23.78,19.92,24.08,3,3,3,1,1,,,,
51241,9/13/1999,65.10.131,46.10.121,65,10131,46,10121,5,1,1,2/7/2000,72,3.96,4.6,3.26,5.01,2.8,3.17,3.24,6,2.81,2.76,1.39,1.2,1.27,16.49,18.34,15.98,19,17.22,19.55,16.62,20.45,3,3,3,1,0,,,,
51241,9/13/1999,65.10.131,46.10.121,65,10131,46,10121,5,3,2,2/9/2000,74,4.64,6.53,3.96,5.95,4.41,3.33,3.09,6.02,2.72,2.71,1.36,1.14,1.3,17.61,19.92,16.52,20.72,17.67,20.5,18.16,20.89,3,3,3,2,0,,,,
51242,9/13/1999,82.10.133,33.10.083,82,10133,33,10083,4,1,1,2/15/2000,80,5,6.51,4.69,4.69,3.59,5.07,4.23,8.08,3.35,3.93,1.6,1.64,1.66,19.18,20.22,19.43,23.37,20.84,24.89,19.55,25.2,3,3,3,3,0,14.7,14.3,8,
51242,9/13/1999,82.10.133,33.10.083,82,10133,33,10083,4,1,2,2/23/2000,88,4.78,5.42,4.55,4.86,1.91,3.98,5.39,7.65,3.35,3.22,1.45,1.46,1.49,16.83,17.36,16.04,19.5,17.68,21.81,17.1,22.85,3,3,3,3,0,,,,
51243,9/13/1999,27.10.181,68.10.090,27,10181,68,10090,5,1,1,2/24/2000,89,4.34,6.35,4.6,4.87,5.53,4.24,3.83,7.32,3.32,3.3,1.54,1.39,1.41,17.61,21.09,19.75,23.29,19.14,23.47,19.58,24.12,3,3,3,2,0,14.33,14.75,8,
51243,9/13/1999,27.10.181,68.10.090,27,10181,68,10090,5,1,2,3/23/2000,117,5.2,6.02,4.92,4.79,2.36,4.21,5.07,7.78,3.56,3.84,1.5,1.61,1.54,17.56,18.05,17.36,22.89,18.41,21.2,17.88,23.67,3,3,3,3,0,,,,
51244,9/14/1999,82.10.133,82.10.133,82,10133,82,10133,4,1,1,3/1/2000,95,4.99,5.85,4.55,4.96,4.02,3.25,3.33,6.23,3.35,2.65,1.3,1.37,1.09,18.62,20.7,19.51,20.99,19.21,23.62,20.37,21.65,3,3,3,2,1,11,11.38,7,
51244,9/14/1999,82.10.133,82.10.133,82,10133,82,10133,4,3,2,3/15/2000,109,4.36,5.3,4.37,4.77,5.63,3.36,3.31,6.88,3,3.53,1.45,1.37,1.45,20.14,21.79,18.45,23.98,19.91,23.16,19.22,22.94,3,3,3,1,1,,,,
51245,9/14/1999,14.10.054,14.10.054,14,10054,14,10054,2,1,1,1/31/2000,65,4.07,3.42,4.32,4.57,5.26,3.72,4.97,7.27,2.89,3.36,1.61,1.75,1.5,16.96,20.54,19.14,20.27,16.58,19.35,16.87,17.59,3,2,2,5,1,11.36,11.11,7,3 stam. Fl. Gld. Left
51245,9/14/1999,14.10.054,14.10.054,14,10054,14,10054,2,1,2,3/29/2000,123,3.76,5.63,4.75,4.52,5.25,3.59,3.96,7.24,4.21,3.75,1.49,1.56,1.5,16.24,21.6,18.29,23.24,18.58,22.03,19.72,24.1,3,3,3,2,1,,,,
51246,9/14/1999,38.10.185,38.10.185,38,10185,38,10185,2,1,1,3/24/2000,118,3.65,4.95,4.27,5.55,2.01,3.09,3.15,6.1,2.03,1.5,1.25,1.53,1.41,14.7,18.87,15.8,18.86,16.52,19.6,16.87,18.67,2,3,2,2,1,13.35,12.55,7,
51246,9/14/1999,38.10.185,38.10.185,38,10185,38,10185,2,2,2,4/8/2000,133,4.92,4.4,4.17,4.82,2.38,4.64,3.53,7.89,3.66,2.81,1.69,1.51,1.57,15.1,17.27,15.29,19.97,16,17.6,16.28,19.77,3,3,3,3,1,,,,
51247,9/14/1999,82.10.133,2.10.018,82,10133,2,10018,4,1,1,1/7/2000,41,3.38,4.38,3.4,4.41,4.51,3.03,2.67,5.61,2.14,2.28,1.16,1.08,1.11,18.63,20.96,18.26,19.93,19.2,23.54,19.33,20.63,3,3,3,4,0,11.71,11.77,7,
51247,9/14/1999,82.10.133,2.10.018,82,10133,2,10018,4,1,2,3/20/2000,114,5.3,5.94,3.9,4.93,3.52,3.22,3.81,6.88,2.49,2.58,1.51,1.51,1.42,18.94,19.41,16.46,22.11,19.14,22.07,19.4,22.88,3,3,2,1,0,,,,
51248,9/14/1999,38.10.185,12.10.167,38,10185,12,10167,2,2,1,3/9/2000,103,4.29,5.77,4.46,5.16,3.72,3.49,3.83,7,3.04,3.11,1.63,1.27,1.41,17.75,20.22,17.87,20.99,17.91,20.71,17.72,20.3,3,3,3,3,0,11.31,11.37,7,
51248,9/14/1999,38.10.185,12.10.167,38,10185,12,10167,2,2,2,3/29/2000,123,3.58,5.43,3.6,6.23,3.04,3.86,4.09,6.68,2.5,2.59,1.31,1.33,1.37,16.7,17.82,16.54,20.64,17.95,20.81,17.9,21.47,3,3,3,1,0,,,,
51249,9/14/1999,38.10.185,12.10.167,38,10185,12,10167,2,3,1,3/29/2000,123,4.15,4.88,4.86,4.83,3.44,3.42,3.75,6.57,3.27,3.05,1.42,1.39,1.37,16.58,17.7,15.33,20.52,17.33,20.57,17.83,22.07,3,3,3,3,0,11.84,12.19,7,
51249,9/14/1999,38.10.185,12.10.167,38,10185,12,10167,2,1,2,4/2/2000,127,4.33,5.59,4.02,5.23,3.23,3.95,3.59,6.47,2.93,2.42,1.65,1.66,1.65,16.33,17.21,16.23,20.74,16.15,19.34,16.77,21.11,3,3,3,2,0,,,,
51250,9/14/1999,82.10.133,58.10.029,82,10133,58,10029,4,1,1,2/5/2000,70,4.25,5.15,4.3,3.86,3.29,2.67,3.75,5.91,2.62,3.09,1.08,1.12,1.12,17.73,20.29,18.23,21.68,18.86,21.89,18.38,21.61,3,3,3,3,0,,,,
51250,9/14/1999,82.10.133,58.10.029,82,10133,58,10029,4,1,2,2/17/2000,82,4.28,4.87,3.94,4.96,2.71,2.82,2.9,5.66,2.44,2.45,1.16,1.27,1.15,18.43,21.38,15.39,21.08,18.32,23.24,19.25,20.61,3,3,3,1,0,,,,
51251,9/14/1999,2.10.018,58.10.029,2,10018,58,10029,4,2,1,3/8/2000,102,4.06,5.57,3.81,4.2,4.63,4.24,3.68,7.47,3.39,3.6,1.6,1.71,1.65,18.63,21.69,19.7,24.27,18.64,25.52,19.77,24.99,3,3,3,2,0,,,,
51251,9/14/1999,2.10.018,58.10.029,2,10018,58,10029,4,1,2,3/15/2000,109,4.06,5.49,4.56,4.73,3.44,4.2,3.77,7.58,2.89,3.15,1.49,1.59,1.45,17.16,19.26,16.46,21.94,19.23,23.06,19.57,23.25,2,3,2,2,0,,,,
51252,9/14/1999,28.10.183,13.10.170,28,10183,13,10170,3,1,1,3/15/2000,109,4.2,4.67,4.38,5.01,3.28,4.41,4.38,8.45,3.29,3.96,1.57,1.65,1.54,16.05,17.48,15.32,20.83,16.9,19.98,18.02,20.85,3,3,3,1,0,,,,
51252,9/14/1999,28.10.183,13.10.170,28,10183,13,10170,3,3,2,3/21/2000,115,5.27,6.76,4.49,4.82,4.72,3.57,3.7,6.35,3.18,3.52,1.34,1.4,1.41,17.64,20.08,16.78,22.22,18.37,21.2,18.89,23.44,3,3,3,1,0,,,,
51253,9/14/1999,2.10.018,58.10.029,2,10018,58,10029,4,1,1,2/9/2000,74,4.91,5.1,4.31,5.31,4.4,5.01,3.36,7.65,3.56,2.98,1.41,1.4,1.3,19.11,22.13,17.8,23.03,18.59,23.25,19.7,23.9,3,3,3,3,0,12.65,13.46,7,
51253,9/14/1999,2.10.018,58.10.029,2,10018,58,10029,4,1,2,2/22/2000,87,3.93,4.25,4.08,4.03,3.56,3.76,3.77,6.55,3.18,2.53,1.3,1.33,1.31,18.99,19.75,18.36,20.7,18.05,20.94,17.08,19.95,3,3,3,2,0,,,,
51254,9/14/1999,27.10.181,65.10.131,27,10181,65,10131,5,2,1,3/28/2000,122,4.38,4.85,3.83,5.27,4.64,4.96,4.03,8.26,4.26,3.4,1.62,1.62,1.5,17.7,19.21,16.7,21.06,17.32,20.65,17.82,20.94,3,3,3,1,0,11.5,10.83,7,
51254,9/14/1999,27.10.181,65.10.131,27,10181,65,10131,5,1,2,6/4/2000,190,3.61,4.42,3,4.9,3.81,3.15,2.75,6.49,2.96,2.65,1.17,1.15,1.06,16.81,18.06,16.51,19.24,16.69,18.51,16.33,19.69,3,3,3,3,0,,,,
51255,9/14/1999,58.10.029,15.10.007,58,10029,15,10007,4,3,1,3/13/2000,107,5.39,5.29,4.46,4.99,5.45,4.12,3.66,6.93,2.98,3.23,1.51,1.62,1.52,17.77,21.23,18.66,22.04,19.26,24.31,19.3,23.14,3,3,3,2,0,,,,
51255,9/14/1999,58.10.029,15.10.007,58,10029,15,10007,4,1,2,3/23/2000,117,3.39,3.64,3.51,4.29,3.33,3.27,3.37,6.06,2.98,2.93,1.16,1.18,1.21,15.99,16.01,15.49,17.87,14.8,17.06,14.63,17.49,3,2,3,2,0,,,,
51256,9/14/1999,59.10.030,38.10.185,59,10030,38,10185,2,3,1,2/29/2000,94,3.55,4.94,4.1,4.78,2.59,3.37,3.68,6.38,3.13,2.53,1.43,1.51,1.44,15.88,16.34,15.53,19.63,15.04,17.24,15.56,17.95,3,3,3,2,0,12.45,11.95,7,
51256,9/14/1999,59.10.030,38.10.185,59,10030,38,10185,2,3,2,3/13/2000,107,4.33,4.84,3.8,4.43,4.51,3.25,3.4,6.38,2.3,2.72,1.5,1.49,1.49,15.26,17.77,15.88,19.74,16.54,18.42,17.61,20.61,3,3,3,2,0,,,,
51257,9/14/1999,23.10.188,38.10.185,23,10188,38,10185,2,3,1,3/14/2000,108,4.53,5.86,4.92,5.08,4.33,3.39,3.37,6.84,1.95,2.79,1.56,1.72,1.51,16.76,20.56,17.72,22.94,19.69,22.48,19.44,22.84,2,3,2,3,0,,,,
51257,9/14/1999,23.10.188,38.10.185,23,10188,38,10185,2,1,2,3/23/2000,117,4.09,4.53,4.25,5.32,2.34,3.8,3.88,6.99,3.17,3.35,1.48,1.63,1.57,16.38,18.62,17.51,21.8,17.74,19.87,18.1,22.2,3,3,3,1,0,,,,
51258,9/14/1999,23.10.188,38.10.185,23,10188,38,10185,2,3,1,2/2/2000,67,4.29,5.19,4.16,4.31,4.33,3.34,3.21,6.44,3.28,2.08,1.49,1.55,1.45,18.79,20.71,18.16,23.1,18.27,21.73,18.42,23.34,3,3,3,1,0,,,,
51258,9/14/1999,23.10.188,38.10.185,23,10188,38,10185,2,1,2,3/16/2000,110,4.05,4.71,4.37,4.84,2.49,3.83,4,7.01,3.03,3.28,1.53,1.5,1.5,15.54,17.32,16.41,20,17,18.94,16.69,19.96,3,3,3,1,0,,,,
51259,9/14/1999,63.10.161,9.10.165,63,10161,9,10165,3,2,1,3/21/2000,115,4.51,4.8,3.78,4.92,3,4.31,4.63,7.86,3.48,3.37,1.42,1.37,1.36,15.96,16.72,15.13,19.98,16.47,19.1,17.03,20.29,3,3,3,1,0,10.86,11.33,7,
51259,9/14/1999,63.10.161,9.10.165,63,10161,9,10165,3,3,2,4/3/2000,128,4.1,5.5,4.8,4.41,3.7,3.64,3.65,7.18,3.4,3.3,1.3,1.37,1.35,16.43,18.37,16.51,20.74,17.4,20.78,18.46,21.54,3,3,3,2,0,,,,
51260,9/16/1999,14.10.054,38.10.185,14,10054,38,10185,2,3,1,3/16/2000,110,5.15,5.74,4.32,4.79,3.68,3.67,3.41,6.42,3.34,2.56,1.61,1.54,1.54,16.06,20.01,17.09,21.27,18.13,22.58,19.28,24.19,3,3,3,1,0,13.07,13.42,12,
51260,9/16/1999,14.10.054,38.10.185,14,10054,38,10185,2,1,2,4/5/2000,130,4.66,4.86,3.24,4.06,3.46,3.16,3.37,5.98,2.84,2.63,1.33,1.27,1.31,14.58,15.38,14.64,17.9,14.26,16.67,14.63,17.62,3,3,3,1,0,,,,
51261,9/16/1999,68.10.089 ,46.10.121,68,10089,46,10121,5,1,1,1/29/2000,63,3.92,4.32,3.13,4.8,2.88,2.71,2.74,5.39,2.22,2.23,0.98,0.97,1.04,16.82,20.23,16.98,18.39,16.06,19.67,17.61,17.58,3,3,3,4,0,10.06,9.76,12,
51261,9/16/1999,68.10.089 ,46.10.121,68,10089,46,10121,5,1,2,2/24/2000,89,4.99,5.91,4.7,4.54,4.27,2.96,3.97,7.24,3.18,3.17,1.23,1.23,1.2,18.13,20.53,16.74,22.66,16.99,20.38,16.8,21.66,3,3,3,4,0,,,,
51263,9/16/1999,66.10.162,66.10.162,66,10162,66,10162,6,1,1,3/14/2000,108,4.17,4.9,4.47,5.12,3.44,3.71,3.91,6.96,3.51,3.69,1.38,1.62,1.5,16.06,18.06,15.46,18.95,16.1,18.49,16.58,18.9,3,3,3,2,1,14.69,14.5,12,
51263,9/16/1999,66.10.162,66.10.162,66,10162,66,10162,6,1,2,3/23/2000,117,4.27,5,4.78,5.15,2.88,3.44,3.84,6.69,2.51,3.16,1.26,1.48,1.4,15.4,17.61,15.32,20.31,17.59,20.31,17.36,21.08,3,3,3,2,1,,,,
51264,9/16/1999,68.10.089 ,27.10.181,68,10089,27,10181,5,1,1,3/20/2000,114,4.85,5.8,3.14,4.2,4.36,4,4.65,7.94,3.36,3.55,1.42,1.58,1.51,15.49,19.23,16.39,22.83,17.61,21.89,17.76,24.14,3,3,3,2,0,12.29,12.5,12,
51264,9/16/1999,68.10.089 ,27.10.181,68,10089,27,10181,5,1,2,3/23/2000,117,3.68,3.85,3.28,5.03,3.11,4.86,3.29,7.23,3.25,2.86,1.14,1.23,1.22,16.34,18.36,16.47,19.82,16.33,19.28,17.36,20.22,3,3,3,1,0,,,,
51265,9/16/1999,52.10.006,66.10.162,52,10006,66,10162,6,1,1,3/21/2000,115,5.35,5.73,4.42,5.16,3.94,3.14,3.4,6.01,3.01,2.94,1.43,1.39,1.41,15.2,17.45,14.51,18.2,15.67,17.68,15.23,18.26,3,3,3,2,0,,,,
51265,9/16/1999,52.10.006,66.10.162,52,10006,66,10162,6,1,2,3/29/2000,123,4.34,6.02,5.07,4.87,3.3,3.84,3.59,6.89,3.67,3.35,1.45,1.36,1.46,15.94,17.6,15.27,19.66,16.15,18.66,16.04,19.65,3,3,3,3,0,,,,
51266,9/16/1999,66.10.162,57.10.028,66,10162,57,10028,6,1,1,3/16/2000,110,3.9,4.23,3.85,5.11,3.27,3.83,3.43,6.63,3.39,3.27,1.47,1.46,1.45,15.89,18.83,15.78,18.46,16.57,20.08,16.73,19.34,3,3,3,2,0,12.14,12.58,12,
51266,9/16/1999,66.10.162,57.10.028,66,10162,57,10028,6,2,2,4/11/2000,136,3.69,4.87,4,4.03,2.48,4.07,3.6,7.02,2.84,3.11,1.22,1.19,1.17,14.48,16.49,14.38,18.44,15.56,18.19,15.88,19.27,3,3,3,2,0,,,,
51268,9/16/1999,52.10.006,55.10.002,52,10006,55,10002,6,2,1,2/23/2000,88,4.84,6.7,4.57,5.34,4.93,4.39,4.28,7.31,2.72,2.93,1.3,1.34,1.25,16.75,19.7,16.81,19.66,16.61,20.02,16.29,17.87,3,3,2,2,0,12.57,12.72,12,
51268,9/16/1999,52.10.006,55.10.002,52,10006,55,10002,6,1,2,3/27/2000,121,5.22,5.69,5.2,5.05,2.38,3.67,3.47,6.61,2.96,3.2,1.27,1.34,1.31,15.97,17.72,15.24,19.19,16.31,19.21,15.2,18.37,3,3,3,2,0,,,,
